[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5237 0x00082e00 0x00484e00 23  24   .data   ascii   .?AVbad_exception@std@@
5238 0x00082e20 0x00484e20 35  36   .data   ascii   .?AVWaitBlock@details@Concurrency@@
5239 0x00082e4c 0x00484e4c 41  42   .data   ascii   .?AVSingleWaitBlock@details@Concurrency@@
5240 0x00082e80 0x00484e80 40  41   .data   ascii   .?AVMultiWaitBlock@details@Concurrency@@
5241 0x00082eb4 0x00484eb4 38  39   .data   ascii   .?AVWaitAllBlock@details@Concurrency@@
5242 0x00082ee4 0x00484ee4 38  39   .data   ascii   .?AVWaitAnyBlock@details@Concurrency@@
5243 0x00082f14 0x00484f14 46  47   .data   ascii   .?AVTimedSingleWaitBlock@details@Concurrency@@
5244 0x00082f50 0x00484f50 72  73   .data   ascii   .?AV?$_MallocaArrayHolder@PAVContext@Concurrency@@@details@Concurrency@@
5245 0x00082fa4 0x00484fa4 31  32   .data   ascii   .?AVimproper_lock@Concurrency@@
5246 0x00082fcc 0x00484fcc 53  54   .data   ascii   .?AVscheduler_resource_allocation_error@Concurrency@@
5247 0x0008300c 0x0048500c 32  33   .data   ascii   .?AVunsupported_os@Concurrency@@
5248 0x00083038 0x00485038 35  36   .data   ascii   .?AVinvalid_operation@Concurrency@@
5249 0x00083064 0x00485064 41  42   .data   ascii   .?AVResourceManager@details@Concurrency@@
5250 0x00083098 0x00485098 34  35   .data   ascii   .?AUIResourceManager@Concurrency@@
5251 0x000830c4 0x004850c4 44  45   .data   ascii   .?AUITopologyExecutionResource@Concurrency@@
5252 0x000830fc 0x004850fc 31  32   .data   ascii   .?AUITopologyNode@Concurrency@@
5253 0x00083124 0x00485124 51  52   .data   ascii   .?AUTopologyObject@GlobalCore@details@Concurrency@@
5254 0x00083160 0x00485160 51  52   .data   ascii   .?AUTopologyObject@GlobalNode@details@Concurrency@@
5255 0x0008319c 0x0048519c 49  50   .data   ascii   .?AVscheduler_worker_creation_error@Concurrency@@
5256 0x000831d8 0x004851d8 46  47   .data   ascii   .?AVimproper_scheduler_reference@Concurrency@@
5257 0x00083210 0x00485210 43  44   .data   ascii   .?AVimproper_scheduler_attach@Concurrency@@
5258 0x00083244 0x00485244 43  44   .data   ascii   .?AVScheduleGroupBase@details@Concurrency@@
5259 0x00083278 0x00485278 31  32   .data   ascii   .?AVScheduleGroup@Concurrency@@
5260 0x000832a0 0x004852a0 49  50   .data   ascii   .?AVCacheLocalScheduleGroup@details@Concurrency@@
5261 0x000832dc 0x004852dc 43  44   .data   ascii   .?AVFairScheduleGroup@details@Concurrency@@
5262 0x00083310 0x00485310 39  40   .data   ascii   .?AVSchedulerBase@details@Concurrency@@
5263 0x00083340 0x00485340 27  28   .data   ascii   .?AVScheduler@Concurrency@@
5264 0x00083364 0x00485364 32  33   .data   ascii   .?AU_Chore@details@Concurrency@@
5265 0x00083390 0x00485390 39  40   .data   ascii   .?AVRealizedChore@details@Concurrency@@
5266 0x000833c0 0x004853c0 56  57   .data   ascii   .?AVCacheLocalScheduleGroupSegment@details@Concurrency@@
5267 0x00083404 0x00485404 50  51   .data   ascii   .?AVScheduleGroupSegmentBase@details@Concurrency@@
5268 0x00083440 0x00485440 50  51   .data   ascii   .?AVFairScheduleGroupSegment@details@Concurrency@@
5269 0x0008347c 0x0048547c 44  45   .data   ascii   .?AVcontext_unblock_unbalanced@Concurrency@@
5270 0x000834b4 0x004854b4 38  39   .data   ascii   .?AVcontext_self_unblock@Concurrency@@
5271 0x000834e4 0x004854e4 30  31   .data   ascii   .?AVmissing_wait@Concurrency@@
5272 0x0008350c 0x0048550c 46  47   .data   ascii   .?AVinvalid_scheduler_policy_key@Concurrency@@
5273 0x00083544 0x00485544 48  49   .data   ascii   .?AVinvalid_scheduler_policy_value@Concurrency@@
5274 0x00083580 0x00485580 63  64   .data   ascii   .?AVinvalid_scheduler_policy_thread_specification@Concurrency@@
5275 0x000835c8 0x004855c8 49  50   .data   ascii   .?AVnested_scheduler_missing_detach@Concurrency@@
5276 0x00083604 0x00485604 49  50   .data   ascii   .?AVinvalid_oversubscribe_operation@Concurrency@@
5277 0x00083640 0x00485640 37  38   .data   ascii   .?AVContextBase@details@Concurrency@@
5278 0x00083670 0x00485670 25  26   .data   ascii   .?AVContext@Concurrency@@
5279 0x00083694 0x00485694 49  50   .data   ascii   .?AV_Interruption_exception@details@Concurrency@@
5280 0x000836d0 0x004856d0 37  38   .data   ascii   .?AV_RefCounter@details@Concurrency@@
5281 0x00083700 0x00485700 56  57   .data   ascii   .?AV_CancellationTokenRegistration@details@Concurrency@@
5282 0x00083748 0x00485748 64  65   .data   ascii   .?AVCancellationTokenRegistration_TaskProc@details@Concurrency@@
5283 0x00083798 0x00485798 70  71   .data   ascii   .?AV?$_MallocaArrayHolder@PAVevent@Concurrency@@@details@Concurrency@@
5284 0x000837e8 0x004857e8 43  44   .data   ascii   .?AVExecutionResource@details@Concurrency@@
5285 0x0008381c 0x0048581c 36  37   .data   ascii   .?AUIExecutionResource@Concurrency@@
5286 0x0008384c 0x0048584c 40  41   .data   ascii   .?AVSchedulerProxy@details@Concurrency@@
5287 0x00083880 0x00485880 33  34   .data   ascii   .?AUISchedulerProxy@Concurrency@@
5288 0x000838ac 0x004858ac 41  42   .data   ascii   .?AVFreeThreadProxy@details@Concurrency@@
5289 0x000838e0 0x004858e0 37  38   .data   ascii   .?AVThreadProxy@details@Concurrency@@
5290 0x00083910 0x00485910 30  31   .data   ascii   .?AUIThreadProxy@Concurrency@@
5291 0x00083938 0x00485938 45  46   .data   ascii   .?AUIThreadProxyFactory@details@Concurrency@@
5292 0x00083970 0x00485970 48  49   .data   ascii   .?AVFreeThreadProxyFactory@details@Concurrency@@
5293 0x000839b0 0x004859b0 85  86   .data   ascii   .?AV?$ThreadProxyFactory@VFreeThreadProxy@details@Concurrency@@@details@Concurrency@@
5294 0x00083a10 0x00485a10 42  43   .data   ascii   .?AVVirtualProcessor@details@Concurrency@@
5295 0x00083a44 0x00485a44 45  46   .data   ascii   .?AVInternalContextBase@details@Concurrency@@
5296 0x00083a7c 0x00485a7c 35  36   .data   ascii   .?AUIExecutionContext@Concurrency@@
5297 0x00083aa8 0x00485aa8 45  46   .data   ascii   .?AVExternalContextBase@details@Concurrency@@
5298 0x00083ae0 0x00485ae0 41  42   .data   ascii   .?AVThreadScheduler@details@Concurrency@@
5299 0x00083b14 0x00485b14 28  29   .data   ascii   .?AUIScheduler@Concurrency@@
5300 0x00083b3c 0x00485b3c 47  48   .data   ascii   .?AVThreadInternalContext@details@Concurrency@@
5301 0x00083b74 0x00485b74 46  47   .data   ascii   .?AVVirtualProcessorRoot@details@Concurrency@@
5302 0x00083bac 0x00485bac 39  40   .data   ascii   .?AUIVirtualProcessorRoot@Concurrency@@
5303 0x00083bdc 0x00485bdc 50  51   .data   ascii   .?AVFreeVirtualProcessorRoot@details@Concurrency@@
5304 0x00083c18 0x00485c18 48  49   .data   ascii   .?AVThreadVirtualProcessor@details@Concurrency@@
5305 0x00083c58 0x00485c58 73  74   .data   ascii   .?AV?$_Ref_count_obj_alloc@V__ExceptionPtr@@U?$_StaticAllocator@H@@@std@@
5306 0x00083cac 0x00485cac 44  45   .data   ascii   .?AV?$_Ref_count_obj@V__ExceptionPtr@@@std@@
5307 0x00083ce4 0x00485ce4 27  28   .data   ascii   .?AV__non_rtti_object@std@@
5308 0x00083d08 0x00485d08 20  21   .data   ascii   .?AVbad_typeid@std@@
5309 0x00083d28 0x00485d28 15  16   .data   ascii   .?AVTiXmlText@@
5310 0x00083d40 0x00485d40 20  21   .data   ascii   .?AVTiXmlAttribute@@
5311 0x00083d60 0x00485d60 15  16   .data   ascii   .?AVTiXmlNode@@
5312 0x00083d78 0x00485d78 18  19   .data   ascii   .?AVTiXmlComment@@
5313 0x00083d94 0x00485d94 22  23   .data   ascii   .?AVTiXmlDeclaration@@
5314 0x00083db4 0x00485db4 15  16   .data   ascii   .?AVTiXmlBase@@
5315 0x00083dcc 0x00485dcc 18  19   .data   ascii   .?AVTiXmlElement@@
5316 0x00083de8 0x00485de8 18  19   .data   ascii   .?AVTiXmlUnknown@@
5317 0x00083e04 0x00485e04 19  20   .data   ascii   .?AVTiXmlDocument@@
5318 0x00083e20 0x00485e20 26  27   .data   ascii   .?AVfailure@ios_base@std@@
5319 0x00083e44 0x00485e44 49  50   .data   ascii   .?AV?$basic_filebuf@DU?$char_traits@D@std@@@std@@
5320 0x00083e80 0x00485e80 23  24   .data   ascii   .?AVruntime_error@std@@
5321 0x00083ea0 0x00485ea0 34  35   .data   ascii   .?AV?$codecvt@DDU_Mbstatet@@@std@@
5322 0x00083ecc 0x00485ecc 18  19   .data   ascii   .?AVios_base@std@@
5323 0x00083ee8 0x00485ee8 24  25   .data   ascii   .?AVerror_category@std@@
5324 0x00083f0c 0x00485f0c 19  20   .data   ascii   .?AV?$ctype@D@std@@
5325 0x00083f28 0x00485f28 22  23   .data   ascii   .?AVsystem_error@std@@
5326 0x00083f48 0x00485f48 22  23   .data   ascii   .?AVcodecvt_base@std@@
5327 0x00083f68 0x00485f68 21  22   .data   ascii   .?AV_Facet_base@std@@
5328 0x00083f88 0x00485f88 33  34   .data   ascii   .?AV_Generic_error_category@std@@
5329 0x00083fb4 0x00485fb4 25  26   .data   ascii   .?AU_Crt_new_delete@std@@
5330 0x00083fd8 0x00485fd8 19  20   .data   ascii   .?AV?$_Iosb@H@std@@
5331 0x00083ff4 0x00485ff4 50  51   .data   ascii   .?AV?$basic_ofstream@DU?$char_traits@D@std@@@std@@
5332 0x00084030 0x00486030 51  52   .data   ascii   .?AV?$basic_streambuf@DU?$char_traits@D@std@@@std@@
5333 0x0008406c 0x0048606c 34  35   .data   ascii   .?AV_Iostream_error_category@std@@
5334 0x00084098 0x00486098 18  19   .data   ascii   .?AVbad_cast@std@@
5335 0x000840b4 0x004860b4 20  21   .data   ascii   .?AUctype_base@std@@
5336 0x000840d4 0x004860d4 45  46   .data   ascii   .?AV?$basic_ios@DU?$char_traits@D@std@@@std@@
5337 0x0008410c 0x0048610c 22  23   .data   ascii   .?AVfacet@locale@std@@
5338 0x0008412c 0x0048612c 49  50   .data   ascii   .?AV?$basic_ostream@DU?$char_traits@D@std@@@std@@
5339 0x00084168 0x00486168 23  24   .data   ascii   .?AV_System_error@std@@
5340 0x00084188 0x00486188 19  20   .data   ascii   .?AVexception@std@@
5341 0x000841a4 0x004861a4 25  26   .data   ascii   .?AV_Ref_count_base@std@@
5342 0x000841c8 0x004861c8 36  37   .data   ascii   .?AV?$_Ref_count@VZipArchive@@@std@@
5343 0x000841f8 0x004861f8 49  50   .data   ascii   .?AV?$basic_crc32stream@DU?$char_traits@D@std@@@@
5344 0x00084238 0x00486238 67  68   .data   ascii   .?AV?$compression_encoder_interface_basic@DU?$char_traits@D@std@@@@
5345 0x00084284 0x00486284 30  31   .data   ascii   .?AUstore_encoder_properties@@
5346 0x000842b0 0x004862b0 75  76   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_store_decoder@DU?$char_traits@D@std@@@@@std@@
5347 0x00084304 0x00486304 38  39   .data   ascii   .?AUcompression_properties_interface@@
5348 0x00084334 0x00486334 48  49   .data   ascii   .?AV?$basic_isubstream@DU?$char_traits@D@std@@@@
5349 0x00084370 0x00486370 19  20   .data   ascii   .?AVDeflateMethod@@
5350 0x00084390 0x00486390 212 213  .data   ascii   .?AV?$_LaunchPad@V?$unique_ptr@V?$tuple@P8?$basic_lzma_encoder@DU?$char_traits@D@std@@@@AE_NXZPAV1@@std@@U?$default_delete@V?$tuple@P8?$basic_lzma_encoder@DU?$char_traits@D@std@@@@AE_NXZPAV1@@std@@@2@@std@@@std@@
5351 0x00084470 0x00486470 45  46   .data   ascii   .?AV?$sub_streambuf@DU?$char_traits@D@std@@@@
5352 0x000844a8 0x004864a8 67  68   .data   ascii   .?AV?$compression_decoder_interface_basic@DU?$char_traits@D@std@@@@
5353 0x000844f8 0x004864f8 75  76   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_bzip2_encoder@DU?$char_traits@D@std@@@@@std@@
5354 0x0008454c 0x0048654c 17  18   .data   ascii   .?AVStoreMethod@@
5355 0x00084568 0x00486568 43  44   .data   ascii   .?AV?$_Ref_count_obj@VDeflateMethod@@@std@@
5356 0x0008459c 0x0048659c 54  55   .data   ascii   .?AV?$basic_zip_cryptostream@DU?$char_traits@D@std@@@@
5357 0x000845dc 0x004865dc 50  51   .data   ascii   .?AV?$basic_iostream@DU?$char_traits@D@std@@@std@@
5358 0x00084618 0x00486618 17  18   .data   ascii   .?AVBzip2Method@@
5359 0x00084634 0x00486634 53  54   .data   ascii   .?AV?$basic_deflate_decoder@DU?$char_traits@D@std@@@@
5360 0x00084674 0x00486674 46  47   .data   ascii   .?AUcompression_encoder_properties_interface@@
5361 0x000846ac 0x004866ac 51  52   .data   ascii   .?AV?$basic_store_decoder@DU?$char_traits@D@std@@@@
5362 0x000846e8 0x004866e8 48  49   .data   ascii   .?AV?$basic_nullstream@DU?$char_traits@D@std@@@@
5363 0x00084724 0x00486724 46  47   .data   ascii   .?AUcompression_decoder_properties_interface@@
5364 0x0008475c 0x0048675c 41  42   .data   ascii   .?AV?$_Ref_count_obj@VStoreMethod@@@std@@
5365 0x00084790 0x00486790 88  89   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_compression_decoder_stream@DU?$char_traits@D@std@@@@@std@@
5366 0x000847f4 0x004867f4 40  41   .data   ascii   .?AV?$_Ref_count_obj@VLzmaMethod@@@std@@
5367 0x00084828 0x00486828 77  78   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_deflate_decoder@DU?$char_traits@D@std@@@@@std@@
5368 0x00084880 0x00486880 75  76   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_bzip2_decoder@DU?$char_traits@D@std@@@@@std@@
5369 0x000848d4 0x004868d4 53  54   .data   ascii   .?AV?$basic_deflate_encoder@DU?$char_traits@D@std@@@@
5370 0x00084914 0x00486914 51  52   .data   ascii   .?AV?$basic_store_encoder@DU?$char_traits@D@std@@@@
5371 0x00084950 0x00486950 51  52   .data   ascii   .?AV?$basic_bzip2_decoder@DU?$char_traits@D@std@@@@
5372 0x0008498c 0x0048698c 50  51   .data   ascii   .?AV?$basic_lzma_encoder@DU?$char_traits@D@std@@@@
5373 0x000849c8 0x004869c8 50  51   .data   ascii   .?AV?$basic_lzma_decoder@DU?$char_traits@D@std@@@@
5374 0x00084a08 0x00486a08 64  65   .data   ascii   .?AV?$basic_compression_decoder_stream@DU?$char_traits@D@std@@@@
5375 0x00084a54 0x00486a54 47  48   .data   ascii   .?AV?$crc32_streambuf@DU?$char_traits@D@std@@@@
5376 0x00084a90 0x00486a90 78  79   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_zip_cryptostream@DU?$char_traits@D@std@@@@@std@@
5377 0x00084ae8 0x00486ae8 49  50   .data   ascii   .?AV?$basic_istream@DU?$char_traits@D@std@@@std@@
5378 0x00084b24 0x00486b24 30  31   .data   ascii   .?AUbzip2_decoder_properties@@
5379 0x00084b4c 0x00486b4c 46  47   .data   ascii   .?AV?$null_streambuf@DU?$char_traits@D@std@@@@
5380 0x00084b84 0x00486b84 29  30   .data   ascii   .?AUlzma_decoder_properties@@
5381 0x00084bac 0x00486bac 24  25   .data   ascii   .?AVICompressionMethod@@
5382 0x00084bd0 0x00486bd0 32  33   .data   ascii   .?AUdeflate_encoder_properties@@
5383 0x00084c00 0x00486c00 72  73   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_isubstream@DU?$char_traits@D@std@@@@@std@@
5384 0x00084c54 0x00486c54 32  33   .data   ascii   .?AUdeflate_decoder_properties@@
5385 0x00084c80 0x00486c80 29  30   .data   ascii   .?AUlzma_encoder_properties@@
5386 0x00084ca8 0x00486ca8 41  42   .data   ascii   .?AV?$_Ref_count@VZipArchiveEntry@@@std@@
5387 0x00084ce0 0x00486ce0 74  75   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_lzma_decoder@DU?$char_traits@D@std@@@@@std@@
5388 0x00084d34 0x00486d34 41  42   .data   ascii   .?AV?$_Ref_count_obj@VBzip2Method@@@std@@
5389 0x00084d68 0x00486d68 77  78   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_deflate_encoder@DU?$char_traits@D@std@@@@@std@@
5390 0x00084dc0 0x00486dc0 59  60   .data   ascii   .?AV?$compression_interface_basic@DU?$char_traits@D@std@@@@
5391 0x00084e08 0x00486e08 74  75   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_lzma_encoder@DU?$char_traits@D@std@@@@@std@@
5392 0x00084e5c 0x00486e5c 52  53   .data   ascii   .?AV?$zip_crypto_streambuf@DU?$char_traits@D@std@@@@
5393 0x00084e9c 0x00486e9c 14  15   .data   ascii   .?AV_Pad@std@@
5394 0x00084eb4 0x00486eb4 16  17   .data   ascii   .?AVLzmaMethod@@
5395 0x00084ed0 0x00486ed0 30  31   .data   ascii   .?AUbzip2_encoder_properties@@
5396 0x00084ef8 0x00486ef8 75  76   .data   ascii   .?AV?$_Ref_count_obj@V?$basic_store_encoder@DU?$char_traits@D@std@@@@@std@@
5397 0x00084f50 0x00486f50 61  62   .data   ascii   .?AV?$compression_decoder_streambuf@DU?$char_traits@D@std@@@@
5398 0x00084f98 0x00486f98 51  52   .data   ascii   .?AV?$basic_bzip2_encoder@DU?$char_traits@D@std@@@@
5399 0x00084fd4 0x00486fd4 30  31   .data   ascii   .?AUstore_decoder_properties@@
5400 0x00084ffc 0x00486ffc 50  51   .data   ascii   .?AV?$basic_ifstream@DU?$char_traits@D@std@@@std@@
5401 0x000852c8 0x004890c8 4   20   .gfids  utf32le \nb\n\r
5402 0x000854bc 0x004892bc 61  248  .gfids  utf32le \r\nĀĈąĆYȃȴȳȃɒɑǔǔǔǔǔȯȮȭȬȫȵǔǔǔǔǔȵɁɀȿȾȽȵɇɆɅɄɃȯɏɐȬɓɤɿɾșșȍȴȱȲŌĬĻĸĹŋ blocks=Basic Latin,Latin Extended-A,Latin Extended-B,IPA Extensions
5403 0x00085cac 0x00489aac 23  96   .gfids  utf32le EDCBA@?>IȳȊȌǙǙȊɁȸȷȊɏɌɋȲ blocks=Basic Latin,Latin Extended-B
5404 0x00086156 0x0048b156 15  32   .rsrc   utf16le VS_VERSION_INFO
5405 0x000861b4 0x0048b1b4 10  22   .rsrc   utf16le arFileInfo
5406 0x000861d2 0x0048b1d2 11  24   .rsrc   utf16le Translation
5407 0x000861f6 0x0048b1f6 14  30   .rsrc   utf16le StringFileInfo
5408 0x0008621a 0x0048b21a 8   18   .rsrc   utf16le 040904b0
5409 0x00086232 0x0048b232 11  24   .rsrc   utf16le CompanyName
5410 0x0008624c 0x0048b24c 20  42   .rsrc   utf16le Don HO don.h@free.fr
5411 0x0008627e 0x0048b27e 15  32   .rsrc   utf16le FileDescription
5412 0x000862a0 0x0048b2a0 20  42   .rsrc   utf16le WinGup for Notepad++
5413 0x000862d2 0x0048b2d2 11  24   .rsrc   utf16le FileVersion
5414 0x000862ec 0x0048b2ec 4   10   .rsrc   utf16le 5.04
5415 0x000862fe 0x0048b2fe 12  26   .rsrc   utf16le InternalName
5416 0x00086318 0x0048b318 7   16   .rsrc   utf16le gup.exe
5417 0x0008632e 0x0048b32e 14  30   .rsrc   utf16le LegalCopyright
5418 0x0008634c 0x0048b34c 24  50   .rsrc   utf16le Copyright 2018 by Don HO
5419 0x00086386 0x0048b386 16  34   .rsrc   utf16le OriginalFilename
5420 0x000863a8 0x0048b3a8 7   16   .rsrc   utf16le gup.exe
5421 0x000863be 0x0048b3be 11  24   .rsrc   utf16le ProductName
5422 0x000863d8 0x0048b3d8 20  42   .rsrc   utf16le WinGup for Notepad++
5423 0x0008640a 0x0048b40a 14  30   .rsrc   utf16le ProductVersion
5424 0x00086428 0x0048b428 4   10   .rsrc   utf16le 5.04
5425 0x0008645e 0x0048b45e 12  26   .rsrc   utf16le MS Shell Dlg
5426 0x00086494 0x0048b494 6   14   .rsrc   utf16le Cancel
5427 0x000864c6 0x0048b4c6 14  30   .rsrc   utf16le Proxy Settings
5428 0x000864ea 0x0048b4ea 12  26   .rsrc   utf16le MS Shell Dlg
5429 0x00086520 0x0048b520 15  32   .rsrc   utf16le Proxy server : 
5430 0x00086570 0x0048b570 4   9    .rsrc   utf16le \v)=\b
5431 0x00086580 0x0048b580 7   16   .rsrc   utf16le Port : 
5432 0x000865f4 0x0048b5f4 6   14   .rsrc   utf16le Cancel
5433 0x00086626 0x0048b626 16  34   .rsrc   utf16le Update available
5434 0x0008664e 0x0048b64e 12  26   .rsrc   utf16le MS Shell Dlg
5435 0x00086684 0x0048b684 59  120  .rsrc   utf16le An update package is available, do you want to download it?
5436 0x00086768 0x0048b768 5   12   .rsrc   utf16le Never
5437 0x0008677b 0x0048b77b 865 866  .rsrc   ascii   <?xml version="1.0" encoding="UTF-8" standalone="yes"?>\r\n<assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0"><assemblyIdentity version="1.0.0.0" processorArchitecture="X86" name="gup" type="win32"></assemblyIdentity><description>GUP : a free (LGPL) Generic Updater</description><dependency><dependentAssembly><assemblyIdentity type="win32" name="Microsoft.Windows.Common-Controls" version="6.0.0.0" processorArchitecture="*" publicKeyToken="6595b64144ccf1df" language="*"></assemblyIdentity></dependentAssembly></dependency><mssv2:trustInfo xmlns:mssv2="urn:schemas-microsoft-com:asm.v2" xmlns="urn:schemas-microsoft-com:asm.v3"><mssv2:security><mssv2:requestedPrivileges><mssv2:requestedExecutionLevel level="asInvoker" uiAccess="false"></mssv2:requestedExecutionLevel></mssv2:requestedPrivileges></mssv2:security></mssv2:trustInfo></assembly>
5438 0x00086c0f 0x0048c00f 19  20   .reloc  ascii   0"0,070Q0]0b0h0r0|0
5439 0x00086c3d 0x0048c03d 17  18   .reloc  ascii   1'1A1M1R1X1b1l1w1
5440 0x00086c67 0x0048c067 19  20   .reloc  ascii   2&21272=2C2O2j365z7
5441 0x00086c8b 0x0048c08b 7   8    .reloc  ascii   =\b>6>D>
5442 0x00086cad 0x0048c0ad 21  22   .reloc  ascii   1"2(282>2K2Q2^2d2q2w2
5443 0x00086cc3 0x0048c0c3 5   6    .reloc  ascii   293w3
5444 0x00086ce5 0x0048c0e5 9   10   .reloc  ascii   91:R:X:t:
5445 0x00086cf5 0x0048c0f5 9   10   .reloc  ascii   ;=;Q;r;x;
5446 0x00086d03 0x0048c103 11  12   .reloc  ascii   ;\f<0<M<`<m<
5447 0x00086d17 0x0048c117 5   6    .reloc  ascii   =<=L=
5448 0x00086d27 0x0048c127 5   6    .reloc  ascii   >I?u?
5449 0x00086d57 0x0048c157 5   6    .reloc  ascii   3\b4k4
5450 0x00086d5d 0x0048c15d 5   6    .reloc  ascii   4j5z5
5451 0x00086d6b 0x0048c16b 5   6    .reloc  ascii   5\b6w6
5452 0x00086d83 0x0048c183 9   10   .reloc  ascii   81878V8g8
5453 0x00086d9d 0x0048c19d 5   6    .reloc  ascii   :F:V:
5454 0x00086da9 0x0048c1a9 5   6    .reloc  ascii   ;A;{;
5455 0x00086db9 0x0048c1b9 11  12   .reloc  ascii   ;\n<&<8<P<f<
5456 0x00086dc9 0x0048c1c9 7   8    .reloc  ascii   <\e=<=T=
5457 0x00086e05 0x0048c205 5   6    .reloc  ascii   333<3
5458 0x00086e1b 0x0048c21b 5   6    .reloc  ascii   7'8i8
5459 0x00086e2d 0x0048c22d 13  14   .reloc  ascii   :@;\f<V<h<5=;=
5460 0x00086e3b 0x0048c23b 5   6    .reloc  ascii   =n>H?
5461 0x00086e4c 0x0048c24c 4   5    .reloc  ascii   G0~0
5462 0x00086e5f 0x0048c25f 5   6    .reloc  ascii   2\b3W3
5463 0x00086e79 0x0048c279 5   6    .reloc  ascii   5%6^6
5464 0x00086e99 0x0048c299 5   6    .reloc  ascii   8F9R9
5465 0x00086eb3 0x0048c2b3 7   8    .reloc  ascii   = >H>t>
5466 0x00086ee1 0x0048c2e1 5   6    .reloc  ascii   161C1
5467 0x00086ee9 0x0048c2e9 7   8    .reloc  ascii   1B2V2m2
5468 0x00086ef9 0x0048c2f9 7   8    .reloc  ascii   2&333O3
5469 0x00086f01 0x0048c301 17  18   .reloc  ascii   3\b4'4A4$6D6D7z798
5470 0x00086f2d 0x0048c32d 5   6    .reloc  ascii   >.>v>
5471 0x00086f45 0x0048c345 7   8    .reloc  ascii   2F2Q2Z2
5472 0x00086f4d 0x0048c34d 5   6    .reloc  ascii   3\n424
5473 0x00086f53 0x0048c353 9   10   .reloc  ascii   4G5$6)616
5474 0x00086f5f 0x0048c35f 7   8    .reloc  ascii   7/7R7m7
5475 0x00086f6b 0x0048c36b 7   8    .reloc  ascii   7\a8E8z8
5476 0x00086f83 0x0048c383 13  14   .reloc  ascii   9A9X9`9f9n9t9
5477 0x00086fa1 0x0048c3a1 21  22   .reloc  ascii   :$:5:::E:K:Q:W:^:h:v:
5478 0x00086fe1 0x0048c3e1 7   8    .reloc  ascii   <<<g<}<
5479 0x00086ffd 0x0048c3fd 7   8    .reloc  ascii   =&=8=|=
5480 0x0008700f 0x0048c40f 5   6    .reloc  ascii   > >(>
5481 0x0008701b 0x0048c41b 5   6    .reloc  ascii   ?\a?G?
5482 0x0008704d 0x0048c44d 7   8    .reloc  ascii   3\n4[4`4
5483 0x0008706b 0x0048c46b 7   8    .reloc  ascii   5\f6U6}6
5484 0x0008708b 0x0048c48b 7   8    .reloc  ascii   74898A8
5485 0x000870a5 0x0048c4a5 7   8    .reloc  ascii   ?-?X?]?
5486 0x000870e1 0x0048c4e1 5   6    .reloc  ascii   3Y4i4
5487 0x000870f1 0x0048c4f1 7   8    .reloc  ascii   606H6i6
5488 0x00087103 0x0048c503 11  12   .reloc  ascii   767L7V7[7t7
5489 0x00087119 0x0048c519 7   8    .reloc  ascii   858M8i8
5490 0x0008713d 0x0048c53d 5   6    .reloc  ascii   >q?{?
5491 0x0008714c 0x0048c54c 10  11   .reloc  ascii   V0d002P3Z3
5492 0x00087163 0x0048c563 5   6    .reloc  ascii   5\v6(6
5493 0x0008717b 0x0048c57b 5   6    .reloc  ascii   >,>_>
5494 0x00087191 0x0048c591 7   8    .reloc  ascii   0\n1&181
5495 0x000871a1 0x0048c5a1 7   8    .reloc  ascii   2V5c5x5
5496 0x000871af 0x0048c5af 7   8    .reloc  ascii   6$6C6e6
5497 0x000871bb 0x0048c5bb 7   8    .reloc  ascii   7"7<7v7
5498 0x000871c9 0x0048c5c9 5   6    .reloc  ascii   7V8c8
5499 0x000871fb 0x0048c5fb 13  14   .reloc  ascii   1f2w2V4e4Z6e6
5500 0x00087223 0x0048c623 9   10   .reloc  ascii   =f>w>&?3?
5501 0x0008723b 0x0048c63b 11  12   .reloc  ascii   0'0.04090G0
5502 0x00087255 0x0048c655 13  14   .reloc  ascii   1"1&1,1:1G1c1
5503 0x00087265 0x0048c665 5   6    .reloc  ascii   1F3T3
5504 0x0008726d 0x0048c66d 15  16   .reloc  ascii   3\e4!474>4D4I4W4
5505 0x00087285 0x0048c685 7   8    .reloc  ascii   5(5F5W5
5506 0x0008729f 0x0048c69f 11  12   .reloc  ascii   ;%;G;O;c;n;
5507 0x000872b3 0x0048c6b3 11  12   .reloc  ascii   ;\r<'<;<O<q<
5508 0x000872c7 0x0048c6c7 7   8    .reloc  ascii   <&===S=
5509 0x000872d7 0x0048c6d7 5   6    .reloc  ascii   >>>[>
5510 0x000872e5 0x0048c6e5 7   8    .reloc  ascii   ?\r?F?X?
5511 0x000872ff 0x0048c6ff 9   10   .reloc  ascii   010<0W0k0
