[Strings]
nth  paddr      vaddr      len  size section    type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1030 0x00013322 0x00413322 7    8    .Themida_1 ascii   ionEx"%
1031 0x0001333b 0x0041333b 6    7    .Themida_1 ascii   f@Info
1032 0x0001334d 0x0041334d 6    8    .Themida_1 utf8    pyFhiނ blocks=Basic Latin,Thaana
1033 0x0001335b 0x0041335b 4    5    .Themida_1 ascii   w64J
1034 0x00013364 0x00413364 4    5    .Themida_1 ascii   ShTh
1035 0x0001337b 0x0041337b 5    6    .Themida_1 ascii   H&pHh
1036 0x00013392 0x00413392 4    5    .Themida_1 ascii   S0hg
1037 0x000133fb 0x004133fb 4    5    .Themida_1 ascii   C)la
1038 0x0001342a 0x0041342a 4    5    .Themida_1 ascii   KERN
1039 0x0001342f 0x0041342f 5    6    .Themida_1 ascii   L3M2(
1040 0x00013446 0x00413446 4    5    .Themida_1 ascii   5Wi$
1041 0x00013462 0x00413462 5    6    .Themida_1 ascii   m"h2I
1042 0x00013484 0x00413484 6    7    .Themida_1 ascii   OpeXmk
1043 0x000134a6 0x004134a6 5    7    .Themida_1 utf8    ~ř\bh" blocks=Basic Latin,Latin Extended-A
1044 0x000134c2 0x004134c2 5    6    .Themida_1 ascii   v\tUS\n
1045 0x000134d1 0x004134d1 4    5    .Themida_1 ascii   mage
1046 0x000134e3 0x004134e3 5    6    .Themida_1 ascii   N%Qu\t
1047 0x000134f5 0x004134f5 4    5    .Themida_1 ascii   2U\bc
1048 0x0001352f 0x0041352f 4    5    .Themida_1 ascii   TveC
1049 0x0001353a 0x0041353a 4    5    .Themida_1 ascii   Xc\n*
1050 0x0001354c 0x0041354c 4    5    .Themida_1 ascii   5,7,
1051 0x00013589 0x00413589 4    5    .Themida_1 ascii   r9PC
1052 0x000135c9 0x004135c9 4    5    .Themida_1 ascii   {) p
1053 0x000135d2 0x004135d2 7    9    .Themida_1 utf8    ðe2-n\rl blocks=Latin-1 Supplement,Basic Latin
1054 0x000135e8 0x004135e8 4    5    .Themida_1 ascii   r_8C
1055 0x0001365a 0x0041365a 11   12   .Themida_1 ascii   O2NX\vxp{h(8
1056 0x0001368e 0x0041368e 6    7    .Themida_1 ascii   |4~3tB
1057 0x000136d9 0x004136d9 4    5    .Themida_1 ascii   \tL\d
1058 0x000136e3 0x004136e3 4    5    .Themida_1 ascii   pW\t}
1059 0x00013700 0x00413700 6    7    .Themida_1 ascii   `C0{8\b
1060 0x00013740 0x00413740 6    7    .Themida_1 ascii   T |2\fP
1061 0x0001375f 0x0041375f 4    5    .Themida_1 ascii   Gy9`
1062 0x000137a0 0x004137a0 4    6    .Themida_1 utf8    V2WP
1063 0x000137b5 0x004137b5 5    6    .Themida_1 ascii   Cj\t^B
1064 0x000137cc 0x004137cc 7    9    .Themida_1 utf8    Noaq^ҵ} blocks=Basic Latin,Cyrillic
1065 0x000137d9 0x004137d9 4    5    .Themida_1 ascii   j\t\nZ
1066 0x000137ea 0x004137ea 7    8    .Themida_1 ascii   sAD[8<]
1067 0x00013826 0x00413826 4    5    .Themida_1 ascii   !\a=E
1068 0x00013834 0x00413834 6    8    .Themida_1 utf8    \f\tǅb+\v blocks=Basic Latin,Latin Extended-B
1069 0x00013840 0x00413840 4    5    .Themida_1 ascii   (u"f
1070 0x00013859 0x00413859 5    6    .Themida_1 ascii   4u\rD(
1071 0x00013880 0x00413880 5    7    .Themida_1 utf8    \f.Dm9
1072 0x00013887 0x00413887 4    5    .Themida_1 ascii   )te1
1073 0x00013892 0x00413892 4    5    .Themida_1 ascii   E\f"o
1074 0x000138a3 0x004138a3 7    8    .Themida_1 ascii   S4-!&!2
1075 0x000138cf 0x004138cf 5    7    .Themida_1 utf8    u8\bQ˨ blocks=Basic Latin,Spacing Modifier Letters
1076 0x000138db 0x004138db 6    7    .Themida_1 ascii   39jZ<A
1077 0x00013965 0x00413965 8    9    .Themida_1 ascii   |~+-OLt_
1078 0x0001399b 0x0041399b 4    5    .Themida_1 ascii   CG0V
1079 0x000139ae 0x004139ae 6    7    .Themida_1 ascii   $`R(+p
1080 0x000139e0 0x004139e0 6    7    .Themida_1 ascii   \a!\fp\t;
1081 0x00013a1a 0x00413a1a 4    5    .Themida_1 ascii   j\b_!
1082 0x00013a6f 0x00413a6f 9    10   .Themida_1 ascii   )c1Mm\rV!0
1083 0x00013a85 0x00413a85 5    8    .Themida_1 utf8     5ؾ6G blocks=Basic Latin,Arabic
1084 0x00013aac 0x00413aac 4    5    .Themida_1 ascii   t0[S
1085 0x00013aca 0x00413aca 6    7    .Themida_1 ascii   !Q \rju
1086 0x00013ae1 0x00413ae1 4    6    .Themida_1 utf8    d֮\r  blocks=Basic Latin,Hebrew
1087 0x00013aea 0x00413aea 4    5    .Themida_1 ascii   HJd0
1088 0x00013afd 0x00413afd 6    8    .Themida_1 utf8    GϦAHnB blocks=Basic Latin,Greek and Coptic
1089 0x00013b38 0x00413b38 5    6    .Themida_1 ascii   \bDe2'
1090 0x00013b49 0x00413b49 4    5    .Themida_1 ascii   0tQX
1091 0x00013b58 0x00413b58 4    5    .Themida_1 ascii   5j!k
1092 0x00013b5e 0x00413b5e 6    8    .Themida_1 utf8    `Ā$XZQ blocks=Basic Latin,Latin Extended-A
1093 0x00013b81 0x00413b81 6    7    .Themida_1 ascii   4\t\rS&2
1094 0x00013b90 0x00413b90 5    7    .Themida_1 utf8    F1hȉP blocks=Basic Latin,Latin Extended-B
1095 0x00013bb1 0x00413bb1 5    6    .Themida_1 ascii   -BVz'
1096 0x00013bcc 0x00413bcc 5    6    .Themida_1 ascii   Psr\v&
1097 0x00013be0 0x00413be0 4    5    .Themida_1 ascii   s3$\f
1098 0x00013bed 0x00413bed 4    5    .Themida_1 ascii   ;0^5
1099 0x00013c43 0x00413c43 6    8    .Themida_1 utf8    HQ2ĘVD blocks=Basic Latin,Latin Extended-A
1100 0x00013c5a 0x00413c5a 4    5    .Themida_1 ascii   o4V\r
1101 0x00013c76 0x00413c76 4    5    .Themida_1 ascii   K\t5_
1102 0x00013d06 0x00413d06 5    6    .Themida_1 ascii   H\aG=u
1103 0x00013d3e 0x00413d3e 5    6    .Themida_1 ascii   @P\ffG
1104 0x00013d78 0x00413d78 6    7    .Themida_1 ascii   C!O\v1d
1105 0x00013d88 0x00413d88 4    5    .Themida_1 ascii   F\v0^
1106 0x00013da5 0x00413da5 4    5    .Themida_1 ascii   a$\ft
1107 0x00013dd8 0x00413dd8 10   11   .Themida_1 ascii   Q..J(tB,b`
1108 0x00013e21 0x00413e21 4    5    .Themida_1 ascii   \v=MZ
1109 0x00013e54 0x00413e54 4    5    .Themida_1 ascii   RP<h
1110 0x00013e6b 0x00413e6b 7    8    .Themida_1 ascii   (\bzC,(y
1111 0x00013e8f 0x00413e8f 4    5    .Themida_1 ascii   iy8\b
1112 0x00013ea3 0x00413ea3 6    8    .Themida_1 utf8    /Dԛ\vK0 blocks=Basic Latin,Cyrillic Supplement
1113 0x00013ecb 0x00413ecb 4    5    .Themida_1 ascii   \b8)@
1114 0x00013efc 0x00413efc 4    6    .Themida_1 utf8    L˒Dd blocks=Basic Latin,Spacing Modifier Letters
1115 0x00013f11 0x00413f11 6    7    .Themida_1 ascii   ']%\a\b\
1116 0x00013fa5 0x00413fa5 4    5    .Themida_1 ascii   @ ($
1117 0x00014014 0x00414014 5    6    .Themida_1 ascii   E7~.v
1118 0x00014027 0x00414027 6    8    .Themida_1 utf8    ֡4H\bjN blocks=Hebrew,Basic Latin
1119 0x00014074 0x00414074 4    6    .Themida_1 utf8    ފ&\vQ blocks=Thaana,Basic Latin
1120 0x0001408c 0x0041408c 4    6    .Themida_1 utf8    F!!Ǚ blocks=Basic Latin,Latin Extended-B
1121 0x00014092 0x00414092 4    5    .Themida_1 ascii   E1\b0
1122 0x000140cd 0x004140cd 6    7    .Themida_1 ascii   %%TdJd
1123 0x000140e4 0x004140e4 4    5    .Themida_1 ascii   %9 1
1124 0x000140ea 0x004140ea 5    6    .Themida_1 ascii   \e\r*GZ
1125 0x00014104 0x00414104 5    6    .Themida_1 ascii   (%HGQ
1126 0x00014136 0x00414136 4    5    .Themida_1 ascii   \a\rVj
1127 0x0001413b 0x0041413b 4    5    .Themida_1 ascii   X0 ^
1128 0x00014153 0x00414153 4    5    .Themida_1 ascii   \vX3X
1129 0x00014181 0x00414181 4    5    .Themida_1 ascii   BP1A
1130 0x00014279 0x00414279 5    6    .Themida_1 ascii   ~\a=:@
1131 0x000142c4 0x004142c4 4    5    .Themida_1 ascii   Iv^d
1132 0x000142cb 0x004142cb 5    7    .Themida_1 utf8    O\n\bPڪ blocks=Basic Latin,Arabic
1133 0x00014396 0x00414396 4    5    .Themida_1 ascii   \tY\a|
1134 0x000143fa 0x004143fa 4    5    .Themida_1 ascii   Yg*Y
1135 0x0001440a 0x0041440a 7    8    .Themida_1 ascii   X[~G[?I
1136 0x00014417 0x00414417 4    5    .Themida_1 ascii   m@+K
1137 0x0001441f 0x0041441f 4    5    .Themida_1 ascii   W'<x
1138 0x00014458 0x00414458 5    7    .Themida_1 utf8    `#[3ԣ blocks=Basic Latin,Cyrillic Supplement
1139 0x00014499 0x00414499 4    5    .Themida_1 ascii   "(Kh
1140 0x000144fe 0x004144fe 5    6    .Themida_1 ascii   S~\r$O
1141 0x0001450a 0x0041450a 4    7    .Themida_1 utf8    &t7ꕄ blocks=Basic Latin,Vai
1142 0x00014522 0x00414522 4    5    .Themida_1 ascii   |@1Y
1143 0x00014534 0x00414534 4    5    .Themida_1 ascii   IuyZ
1144 0x00014544 0x00414544 4    5    .Themida_1 ascii   SPV&
1145 0x00014588 0x00414588 6    7    .Themida_1 ascii    D1S<M
1146 0x000145b7 0x004145b7 4    7    .Themida_1 utf8    +퉆`H blocks=Basic Latin,Hangul Syllables
1147 0x000145db 0x004145db 5    6    .Themida_1 ascii   k4@\t\f
1148 0x000145ed 0x004145ed 6    7    .Themida_1 ascii   V0%?PX
1149 0x0001460b 0x0041460b 4    5    .Themida_1 ascii   SLe\e
1150 0x00014610 0x00414610 5    6    .Themida_1 ascii   M?r&Q
1151 0x00014662 0x00414662 4    5    .Themida_1 ascii   *@T@
1152 0x00014678 0x00414678 4    5    .Themida_1 ascii   f\b_7
1153 0x000146aa 0x004146aa 4    5    .Themida_1 ascii   u~j4
1154 0x000146b2 0x004146b2 5    6    .Themida_1 ascii   D\tIX\a
1155 0x000146be 0x004146be 9    11   .Themida_1 utf8    ǁ4%7#)$0Q blocks=Latin Extended-B,Basic Latin
1156 0x000146dc 0x004146dc 10   12   .Themida_1 utf8    Jہ;Apt3BdV blocks=Basic Latin,Arabic
1157 0x000146f8 0x004146f8 4    5    .Themida_1 ascii   n &E
1158 0x00014769 0x00414769 4    5    .Themida_1 ascii   d+\tt
1159 0x0001476f 0x0041476f 5    7    .Themida_1 utf8    W².(V blocks=Basic Latin,Latin-1 Supplement
1160 0x00014779 0x00414779 6    7    .Themida_1 ascii   (@^0\t(
1161 0x000147bd 0x004147bd 4    5    .Themida_1 ascii   '\}O
1162 0x0001481a 0x0041481a 4    5    .Themida_1 ascii   A\a$,
1163 0x00014832 0x00414832 5    9    .Themida_1 utf8    TDü顁L blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
1164 0x00014840 0x00414840 4    5    .Themida_1 ascii   BH#\
1165 0x00014849 0x00414849 7    8    .Themida_1 ascii   N"X1P\b`
1166 0x00014851 0x00414851 6    7    .Themida_1 ascii   BR/d2A
1167 0x0001486a 0x0041486a 4    5    .Themida_1 ascii   D8h[
1168 0x0001488d 0x0041488d 7    8    .Themida_1 ascii   xL_R<V\e
1169 0x000148a7 0x004148a7 6    7    .Themida_1 ascii   PlkKS_
1170 0x000148be 0x004148be 6    7    .Themida_1 ascii   "(=h0S
1171 0x000148e7 0x004148e7 5    6    .Themida_1 ascii   n=30l
1172 0x000148fa 0x004148fa 4    5    .Themida_1 ascii   F~P\v
1173 0x0001491c 0x0041491c 4    6    .Themida_1 utf8    $ńY\e blocks=Basic Latin,Latin Extended-A
1174 0x00014948 0x00414948 5    8    .Themida_1 utf8    9/^B蚏 blocks=Basic Latin,CJK Unified Ideographs
1175 0x00014954 0x00414954 4    5    .Themida_1 ascii   9%\b^
1176 0x00014973 0x00414973 7    8    .Themida_1 ascii   Za<u0V<
1177 0x000149a5 0x004149a5 6    10   .Themida_1 utf8    jz!a蛀H blocks=Basic Latin,CJK Unified Ideographs
1178 0x000149c1 0x004149c1 4    5    .Themida_1 ascii   <8c^
1179 0x000149c6 0x004149c6 4    5    .Themida_1 ascii   =MQR
1180 0x000149cb 0x004149cb 4    5    .Themida_1 ascii   +!6u
1181 0x000149d4 0x004149d4 4    5    .Themida_1 ascii   ><MZ
1182 0x00014a00 0x00414a00 5    6    .Themida_1 ascii   6!7m8
1183 0x00014a07 0x00414a07 4    5    .Themida_1 ascii   5Xi_
1184 0x00014a15 0x00414a15 7    8    .Themida_1 ascii   f1\t^ZY[
1185 0x00014a27 0x00414a27 6    7    .Themida_1 ascii   {6\v]\f+
1186 0x00014a31 0x00414a31 4    6    .Themida_1 utf8    Caߴ~ blocks=Basic Latin,NKo
1187 0x00014a78 0x00414a78 4    5    .Themida_1 ascii   \bEOu
1188 0x00014ab5 0x00414ab5 4    5    .Themida_1 ascii   [2+(
1189 0x00014ad1 0x00414ad1 4    7    .Themida_1 utf8    4ZQ옉 blocks=Basic Latin,Hangul Syllables
1190 0x00014aee 0x00414aee 4    5    .Themida_1 ascii   $&H:
1191 0x00014af3 0x00414af3 6    7    .Themida_1 ascii   N"^Dfr
1192 0x00014b11 0x00414b11 5    6    .Themida_1 ascii   8$JHX
1193 0x00014b17 0x00414b17 4    5    .Themida_1 ascii   j"|D
1194 0x00014b37 0x00414b37 4    5    .Themida_1 ascii   d!H}
1195 0x00014b5f 0x00414b5f 5    8    .Themida_1 utf8    >ﰆEx2 blocks=Basic Latin,Arabic Presentation Forms-A
1196 0x00014bd5 0x00414bd5 5    7    .Themida_1 utf8    =²C>F blocks=Basic Latin,Latin-1 Supplement
1197 0x00014beb 0x00414beb 4    5    .Themida_1 ascii   cpy\t
1198 0x00014bf8 0x00414bf8 4    5    .Themida_1 ascii   uePS
1199 0x00014bff 0x00414bff 8    9    .Themida_1 ascii   =%',G7gF
1200 0x00014c24 0x00414c24 8    9    .Themida_1 ascii   \a>N'YGhg
1201 0x00014c4c 0x00414c4c 12   13   .Themida_1 ascii   0r$t1v>xKzd|
1202 0x00014c6f 0x00414c6f 8    9    .Themida_1 ascii   3\r''G/gI
1203 0x00014c84 0x00414c84 14   15   .Themida_1 ascii   \f69:7;?<R=X>i?
1204 0x00014c98 0x00414c98 5    6    .Themida_1 ascii   \b7-NA
1205 0x00014cdc 0x00414cdc 15   16   .Themida_1 ascii   \r9;':C;H<e=j>v?
1206 0x00014d0f 0x00414d0f 8    9    .Themida_1 ascii   ??N?X?p?
1207 0x00014d1c 0x00414d1c 5    6    .Themida_1 ascii   H 92:
1208 0x00014d25 0x00414d25 4    5    .Themida_1 ascii   :>BN
1209 0x00014d36 0x00414d36 9    11   .Themida_1 utf8    p\b܇=0V'iO blocks=Basic Latin,Syriac
1210 0x00014d52 0x00414d52 9    10   .Themida_1 ascii    1(':GNi\a
1211 0x00014d81 0x00414d81 4    5    .Themida_1 ascii   6rot
1212 0x00014db4 0x00414db4 5    10   .Themida_1 utf8    xόϡϩϴ blocks=Basic Latin,Greek and Coptic
1213 0x00014dde 0x00414dde 4    5    .Themida_1 ascii   9r\ft
1214 0x00014de3 0x00414de3 4    5    .Themida_1 ascii   v x*
1215 0x00014e47 0x00414e47 6    7    .Themida_1 ascii    k:ey|
1216 0x00014e54 0x00414e54 5    7    .Themida_1 utf8    =\vlۡ) blocks=Basic Latin,Arabic
1217 0x00014e5f 0x00414e5f 5    6    .Themida_1 ascii   w1>un
1218 0x00014e7d 0x00414e7d 4    5    .Themida_1 ascii   c'hk
1219 0x00014e96 0x00414e96 4    5    .Themida_1 ascii   y$\t,
1220 0x00014eaa 0x00414eaa 4    5    .Themida_1 ascii   us^b
1221 0x00014eb7 0x00414eb7 4    6    .Themida_1 utf8    ІID0 blocks=Cyrillic,Basic Latin
1222 0x00014ebd 0x00414ebd 5    6    .Themida_1 ascii   SfplH
1223 0x00014ed3 0x00414ed3 4    5    .Themida_1 ascii   plZo
1224 0x00014ee1 0x00414ee1 4    6    .Themida_1 utf8    ourـ blocks=Basic Latin,Arabic
1225 0x00014ef5 0x00414ef5 8    9    .Themida_1 ascii   Q}$d!{!$
1226 0x00014f02 0x00414f02 4    5    .Themida_1 ascii   Mu&!
1227 0x00014f14 0x00414f14 5    6    .Themida_1 ascii   b\2mw
1228 0x00014f1c 0x00414f1c 9    10   .Themida_1 ascii   =PCy.(If\f
1229 0x00014f28 0x00414f28 6    7    .Themida_1 ascii   ant/4r
1230 0x00014f30 0x00414f30 7    8    .Themida_1 ascii   KufhR,,
1231 0x00014f40 0x00414f40 4    5    .Themida_1 ascii   \e-ma
1232 0x00014f47 0x00414f47 6    7    .Themida_1 ascii   upqJt:
1233 0x00014f56 0x00414f56 6    7    .Themida_1 ascii   l.1J!V
1234 0x00014f5f 0x00414f5f 4    5    .Themida_1 ascii   BM-2
1235 0x00014f64 0x00414f64 4    5    .Themida_1 ascii   XEvy
1236 0x00014f69 0x00414f69 10   12   .Themida_1 utf8    8D3LFpuәRq blocks=Basic Latin,Cyrillic
1237 0x00014f78 0x00414f78 7    8    .Themida_1 ascii   A\ajb7nJ
1238 0x00014f80 0x00414f80 4    5    .Themida_1 ascii   NfEP
1239 0x00014f85 0x00414f85 4    5    .Themida_1 ascii   FD@3
1240 0x00014f8f 0x00414f8f 4    5    .Themida_1 ascii   c(ph
1241 0x00014faa 0x00414faa 7    8    .Themida_1 ascii   6/XgI<c
1242 0x00014fe8 0x00414fe8 7    9    .Themida_1 utf8    Hsf*TҚO blocks=Basic Latin,Cyrillic
1243 0x00015017 0x00415017 4    5    .Themida_1 ascii   sEq,
1244 0x00015036 0x00415036 4    5    .Themida_1 ascii   ?:gu
1245 0x0001503e 0x0041503e 4    6    .Themida_1 utf8    0<B֯ blocks=Basic Latin,Hebrew
1246 0x00015048 0x00415048 11   12   .Themida_1 ascii   jf4c4%sTL9B
1247 0x0001506a 0x0041506a 5    6    .Themida_1 ascii   !,muS
1248 0x00015078 0x00415078 5    6    .Themida_1 ascii   10?Mb
1249 0x00015085 0x00415085 4    5    .Themida_1 ascii   ad),
1250 0x0001508b 0x0041508b 4    5    .Themida_1 ascii   .S0r
1251 0x000150b0 0x004150b0 4    5    .Themida_1 ascii   /,Z5
1252 0x000150c3 0x004150c3 4    5    .Themida_1 ascii   6t)\n
1253 0x000150c8 0x004150c8 5    6    .Themida_1 ascii   .d)^H
1254 0x000150e1 0x004150e1 5    6    .Themida_1 ascii   yA$bu
1255 0x00015105 0x00415105 7    8    .Themida_1 ascii   vk)'B@o
1256 0x0001511a 0x0041511a 4    5    .Themida_1 ascii   rByE
1257 0x0001511f 0x0041511f 7    8    .Themida_1 ascii   6\n.*od'
1258 0x0001512f 0x0041512f 6    7    .Themida_1 ascii   :q/Qlz
1259 0x0001513f 0x0041513f 5    6    .Themida_1 ascii   '\a_2,
1260 0x0001516e 0x0041516e 9    10   .Themida_1 ascii   +2sUkoOs|
1261 0x00015179 0x00415179 5    7    .Themida_1 utf8    n-џ;m blocks=Basic Latin,Cyrillic
1262 0x00015180 0x00415180 4    5    .Themida_1 ascii   \b\fU/
1263 0x000151cd 0x004151cd 4    5    .Themida_1 ascii   7IP>
1264 0x000151e7 0x004151e7 4    5    .Themida_1 ascii   XBW}
1265 0x00015203 0x00415203 4    5    .Themida_1 ascii   )T8{
1266 0x00015216 0x00415216 4    5    .Themida_1 ascii   os2U
1267 0x00015225 0x00415225 4    6    .Themida_1 utf8    F߱R} blocks=Basic Latin,NKo
1268 0x0001522c 0x0041522c 4    7    .Themida_1 utf8    8\r钚 blocks=Basic Latin,CJK Unified Ideographs
1269 0x0001523c 0x0041523c 7    8    .Themida_1 ascii   p.pThx\b
1270 0x00015248 0x00415248 5    6    .Themida_1 ascii   3n1o3
1271 0x0001524e 0x0041524e 4    5    .Themida_1 ascii   s!C\e
1272 0x00015271 0x00415271 4    5    .Themida_1 ascii   Yc\rQ
1273 0x00015285 0x00415285 8    9    .Themida_1 ascii   HIJKLMNO
1274 0x0001528e 0x0041528e 5    6    .Themida_1 ascii   PQRST
1275 0x0001529a 0x0041529a 7    8    .Themida_1 ascii   Pbcbfg@
1276 0x000152a2 0x004152a2 5    6    .Themida_1 ascii   jk$lm
1277 0x000152ac 0x004152ac 5    6    .Themida_1 ascii   'tuvw
1278 0x000152b2 0x004152b2 8    9    .Themida_1 ascii   xyz01234
1279 0x000152bb 0x004152bb 13   14   .Themida_1 ascii   56789+-\,W.r%
1280 0x000152ce 0x004152ce 6    8    .Themida_1 utf8     EnğjD blocks=Basic Latin,Latin Extended-A
1281 0x000152e3 0x004152e3 5    6    .Themida_1 ascii   : tCI
1282 0x000152f2 0x004152f2 4    5    .Themida_1 ascii   =%R5
1283 0x00015301 0x00415301 8    9    .Themida_1 ascii   f"%IFd:/
1284 0x00015316 0x00415316 5    7    .Themida_1 utf8    ֣g( , blocks=Hebrew,Basic Latin
1285 0x0001532c 0x0041532c 9    10   .Themida_1 ascii   `gIbWANDO
1286 0x00015345 0x00415345 5    6    .Themida_1 ascii   CS$V'
1287 0x00015351 0x00415351 4    5    .Themida_1 ascii   MyPB
1288 0x00015369 0x00415369 5    7    .Themida_1 utf8    =M̼^H blocks=Basic Latin,Combining Diacritical Marks
1289 0x00015379 0x00415379 6    7    .Themida_1 ascii   .|WobV
1290 0x00015387 0x00415387 5    6    .Themida_1 ascii   P\nmd\b
1291 0x0001538f 0x0041538f 9    11   .Themida_1 utf8    \t,˙hvtV\f\b blocks=Basic Latin,Spacing Modifier Letters
1292 0x000153a0 0x004153a0 6    7    .Themida_1 ascii   tfhm8\v
1293 0x000153a8 0x004153a8 4    6    .Themida_1 utf8    y;$ߊ blocks=Basic Latin,NKo
1294 0x000153ba 0x004153ba 4    6    .Themida_1 utf8    M\rw̔ blocks=Basic Latin,Combining Diacritical Marks
1295 0x000153c5 0x004153c5 6    7    .Themida_1 ascii   \epdEl\r
1296 0x000153cc 0x004153cc 8    9    .Themida_1 ascii   ^dt1Bbf^
1297 0x000153d5 0x004153d5 6    7    .Themida_1 ascii   "\nXA0M
1298 0x0001540d 0x0041540d 4    5    .Themida_1 ascii   udRf
1299 0x00015415 0x00415415 4    5    .Themida_1 ascii   mg$e
1300 0x0001541a 0x0041541a 4    5    .Themida_1 ascii   upP&
1301 0x00015431 0x00415431 4    5    .Themida_1 ascii   ;zHr
1302 0x0001543e 0x0041543e 4    5    .Themida_1 ascii   +8#1
1303 0x0001545a 0x0041545a 4    5    .Themida_1 ascii   /I[:
1304 0x00015466 0x00415466 8    9    .Themida_1 ascii   l|3$"b$=
1305 0x00015470 0x00415470 4    8    .Themida_1 utf8    3RKM
1306 0x00015480 0x00415480 4    5    .Themida_1 ascii   Q:\bC
1307 0x0001548c 0x0041548c 8    10   .Themida_1 utf8    r NP1n"I blocks=Basic Latin,Latin-1 Supplement
1308 0x000154b2 0x004154b2 4    5    .Themida_1 ascii   gD$G
1309 0x000154c7 0x004154c7 5    6    .Themida_1 ascii   z~1|I
1310 0x000154d0 0x004154d0 4    5    .Themida_1 ascii   T(7Z
1311 0x000154d5 0x004154d5 4    6    .Themida_1 utf8    ՛r&C blocks=Armenian,Basic Latin
1312 0x000154e4 0x004154e4 5    6    .Themida_1 ascii   =~.AG
1313 0x000154f9 0x004154f9 4    5    .Themida_1 ascii   \\tk\r
1314 0x0001550e 0x0041550e 8    9    .Themida_1 ascii   OFTWARE\
1315 0x0001552b 0x0041552b 6    7    .Themida_1 ascii   lSF!6\
1316 0x00015564 0x00415564 6    8    .Themida_1 utf8    c:t]ͦ# blocks=Basic Latin,Combining Diacritical Marks
1317 0x0001557f 0x0041557f 4    5    .Themida_1 ascii   #HZ^
1318 0x0001559d 0x0041559d 7    9    .Themida_1 utf8    gbBJ}ɀC blocks=Basic Latin,Latin Extended-B
1319 0x000155e3 0x004155e3 5    6    .Themida_1 ascii   mT_s)
1320 0x0001560a 0x0041560a 4    5    .Themida_1 ascii   e$0/
1321 0x00015630 0x00415630 10   11   .Themida_1 ascii   8c8r8y8p2t
1322 0x0001563d 0x0041563d 4    5    .Themida_1 ascii   /M\aS
1323 0x00015642 0x00415642 10   11   .Themida_1 ascii    \tpapnTs\ne
1324 0x0001564d 0x0041564d 9    10   .Themida_1 ascii   Ii\nfTXD\b(
1325 0x00015672 0x00415672 4    5    .Themida_1 ascii   ** B
1326 0x000156ac 0x004156ac 6    7    .Themida_1 ascii   GM2H1g
1327 0x000156f1 0x004156f1 4    5    .Themida_1 ascii   2N1\f
1328 0x00015715 0x00415715 7    8    .Themida_1 ascii   ]3\f$#1e
1329 0x00015746 0x00415746 4    6    .Themida_1 utf8    ł7\fx blocks=Latin Extended-A,Basic Latin
1330 0x0001577c 0x0041577c 4    5    .Themida_1 ascii   Ju\ff
1331 0x00015790 0x00415790 4    5    .Themida_1 ascii   s6!a
1332 0x000157ac 0x004157ac 5    6    .Themida_1 ascii   bT%42
1333 0x000157b3 0x004157b3 4    5    .Themida_1 ascii   $9<M
1334 0x000157bb 0x004157bb 6    7    .Themida_1 ascii   GR"`|b
1335 0x000157c4 0x004157c4 4    6    .Themida_1 utf8    ~ɜdR blocks=Basic Latin,IPA Extensions
1336 0x000157de 0x004157de 6    7    .Themida_1 ascii   )TE 1\f
1337 0x000157ea 0x004157ea 4    5    .Themida_1 ascii   HD20
1338 0x000157f1 0x004157f1 4    5    .Themida_1 ascii   I,0X
1339 0x000157fb 0x004157fb 4    6    .Themida_1 utf8    Ş1\f\r blocks=Latin Extended-A,Basic Latin
1340 0x00015809 0x00415809 4    6    .Themida_1 utf8    *r ̘ blocks=Basic Latin,Combining Diacritical Marks
1341 0x0001581a 0x0041581a 4    5    .Themida_1 ascii   J.$d
1342 0x00015839 0x00415839 9    10   .Themida_1 ascii   ="& g+S\$
1343 0x00015864 0x00415864 5    8    .Themida_1 utf8    <ǎDHϧ blocks=Basic Latin,Latin Extended-B,Greek and Coptic
1344 0x000158d4 0x004158d4 7    8    .Themida_1 ascii   \b)F\fdNt
1345 0x0001590e 0x0041590e 4    5    .Themida_1 ascii   8WF\e
1346 0x00015915 0x00415915 4    5    .Themida_1 ascii   >\F"
1347 0x000159a1 0x004159a1 4    5    .Themida_1 ascii   \ti2\f
1348 0x000159a6 0x004159a6 4    5    .Themida_1 ascii   %n1$
1349 0x00015a30 0x00415a30 5    6    .Themida_1 ascii   *PQ L
1350 0x00015a3f 0x00415a3f 8    9    .Themida_1 ascii   S4\f"`R<<
1351 0x00015a53 0x00415a53 14   17   .Themida_1 utf8    [,$qcK<>qHD⁙$- blocks=Basic Latin,General Punctuation
1352 0x00015a76 0x00415a76 4    5    .Themida_1 ascii   \f2\y
1353 0x00015abd 0x00415abd 5    6    .Themida_1 ascii   %u10T
1354 0x00015af2 0x00415af2 4    5    .Themida_1 ascii   \t\bLT
1355 0x00015afc 0x00415afc 4    5    .Themida_1 ascii   1\fQ\e
1356 0x00015b0c 0x00415b0c 7    9    .Themida_1 utf8    ̈1\bR!\f" blocks=Combining Diacritical Marks,Basic Latin
1357 0x00015b18 0x00415b18 4    5    .Themida_1 ascii   $`'\e
1358 0x00015b29 0x00415b29 4    5    .Themida_1 ascii   "4C3
1359 0x00015b30 0x00415b30 7    8    .Themida_1 ascii   $HHyML\f
