ii 1168 64
[Strings]
nth  paddr      vaddr      len size section type    string
1225 0x000122b3 0x00012273 4   5            ascii   A;\na
1226 0x000122cc 0x0001228c 4   6            utf8    &un© blocks=Basic Latin,Latin-1 Supplement
1227 0x000122df 0x0001229f 5   6            ascii   $-aYQ
1228 0x00012309 0x000122c9 5   6            ascii   J'\e(A
1229 0x00012318 0x000122d8 6   7            ascii   %YZ9ab
1230 0x00012375 0x00012335 7   8            ascii   @>Q.mQT
1231 0x000123ba 0x0001237a 5   6            ascii   oC5Rv
1232 0x000123d2 0x00012392 4   5            ascii   eA1\
1233 0x00012432 0x000123f2 4   5            ascii   )t!c
1234 0x0001244a 0x0001240a 4   5            ascii   !,:=
1235 0x000124de 0x0001249e 4   5            ascii   lO {
1236 0x0001258a 0x0001254a 4   5            ascii   a"lX
1237 0x000125ca 0x0001258a 5   7            utf8    `OAQЩ blocks=Basic Latin,Cyrillic
1238 0x00012644 0x00012604 5   6            ascii   )x>&r
1239 0x00012673 0x00012633 7   8            ascii   CkD$^!1
1240 0x00012691 0x00012651 5   6            ascii   Utb+\n
1241 0x000126a5 0x00012665 4   5            ascii   \t1P\
1242 0x000126dc 0x0001269c 6   7            ascii   \tAXIwm
1243 0x000126ee 0x000126ae 4   5            ascii   WTu%
1244 0x000126f8 0x000126b8 4   6            utf8    AܨDh blocks=Basic Latin,Syriac
1245 0x0001271a 0x000126da 4   5            ascii   Mjx\n
1246 0x0001272e 0x000126ee 4   5            ascii   lO$=
1247 0x00012738 0x000126f8 4   5            ascii   jPaF
1248 0x00012745 0x00012705 4   6            utf8    ;@\bƂ blocks=Basic Latin,Latin Extended-B
1249 0x0001274e 0x0001270e 5   6            ascii    AMAS
1250 0x00012768 0x00012728 4   7            utf8    \e_憢G blocks=Basic Latin,CJK Unified Ideographs
1251 0x000127b4 0x00012774 6   7            ascii   (Wc\v ?
1252 0x000127e9 0x000127a9 6   7            ascii   ;IQ sA
1253 0x000127f9 0x000127b9 4   5            ascii   Ad!\n
1254 0x00012879 0x00012839 4   5            ascii   o*Jg
1255 0x00012893 0x00012853 7   8            ascii   -ljd\v!l
1256 0x00012918 0x000128d8 7   8            ascii   =!\rW,1u
1257 0x0001292b 0x000128eb 11  15           utf8    :GЭѡ~cKe{{m blocks=Basic Latin,Cyrillic
1258 0x0001294b 0x0001290b 4   5            ascii   @SC)
1259 0x0001295c 0x0001291c 4   5            ascii   klfY
1260 0x000129d6 0x00012996 4   6            utf8    a#îe blocks=Basic Latin,Latin-1 Supplement
1261 0x000129e0 0x000129a0 4   5            ascii   MJb\t
1262 0x000129ee 0x000129ae 4   6            utf8    aʩ;> blocks=Basic Latin,IPA Extensions
1263 0x00012a4f 0x00012a0f 5   6            ascii   xeL}E
1264 0x00012a87 0x00012a47 4   5            ascii   o"9%
1265 0x00012aa0 0x00012a60 4   5            ascii   fk7m
1266 0x00012af7 0x00012ab7 6   7            ascii   \r)\e&ha
1267 0x00012b17 0x00012ad7 5   6            ascii   :\g]S
1268 0x00012bfa 0x00012bba 9   11           utf8    S\f(.becXß blocks=Basic Latin,Latin-1 Supplement
1269 0x00012cd3 0x00012c93 4   5            ascii   Jy\r$
1270 0x00012d0a 0x00012cca 7   8            ascii   i\f%'15&
1271 0x00012d44 0x00012d04 6   7            ascii   l|}Q.e
1272 0x00012d5a 0x00012d1a 4   5            ascii   709-
1273 0x00012de0 0x00012da0 4   5            ascii   -eAF
1274 0x00012dea 0x00012daa 8   9            ascii   %@PAuQ)E
1275 0x00012e13 0x00012dd3 5   7            utf8    y!)!ɩ blocks=Basic Latin,IPA Extensions
1276 0x00012e3d 0x00012dfd 4   5            ascii   A]q{
1277 0x00012e5a 0x00012e1a 5   6            ascii   OD!q 
1278 0x00012e93 0x00012e53 4   5            ascii   cj)a
1279 0x00012ed2 0x00012e92 4   6            utf8    tٹ;i blocks=Basic Latin,Arabic
1280 0x00012f25 0x00012ee5 5   6            ascii   A_Q,e
1281 0x00012f46 0x00012f06 4   5            ascii   qa,y
1282 0x00012f57 0x00012f17 4   6            utf8    i4b@
1283 0x00012fbc 0x00012f7c 5   6            ascii   AC`C!
1284 0x00012fc6 0x00012f86 4   5            ascii   cA!0
1285 0x00012fd2 0x00012f92 5   6            ascii   qB!Y!
1286 0x00013012 0x00012fd2 4   7            utf8    厣Ak5 blocks=CJK Unified Ideographs,Basic Latin
1287 0x00013028 0x00012fe8 5   6            ascii   #i!M!
1288 0x0001309a 0x0001305a 8   10           utf8    \tC/Aɏ \t@ blocks=Basic Latin,Latin Extended-B
1289 0x000130ab 0x0001306b 5   7            utf8    q !Gc
1290 0x000130bd 0x0001307d 4   5            ascii   7aC9
1291 0x00013128 0x000130e8 4   6            utf8    ٱaQY blocks=Arabic,Basic Latin
1292 0x0001314e 0x0001310e 5   8            utf8    !A%! blocks=Basic Latin,Private Use Area
1293 0x000131c6 0x00013186 4   5            ascii   PA7Q
1294 0x00013226 0x000131e6 4   5            ascii   `cvs
1295 0x00013256 0x00013216 4   5            ascii   eI\aC
1296 0x000132ab 0x0001326b 5   7            utf8    A#N!ɩ blocks=Basic Latin,IPA Extensions
1297 0x000132f6 0x000132b6 5   6            ascii   gg!sb
1298 0x0001330e 0x000132ce 5   7            utf8    jͩ5ai blocks=Basic Latin,Combining Diacritical Marks
1299 0x00013335 0x000132f5 5   6            ascii   AMQ)%
1300 0x000133b5 0x00013375 7   10           utf8    \ti䁄aY!6 blocks=Basic Latin,CJK Unified Ideographs Extension A
1301 0x000133ec 0x000133ac 4   6            utf8    a#!A
1302 0x00013436 0x000133f6 4   5            ascii   oe#l
1303 0x0001346b 0x0001342b 5   6            ascii   K}\uy
1304 0x00013476 0x00013436 4   5            ascii   !A)a
1305 0x000134b8 0x00013478 6   8            utf8    Y@9ƪ#q blocks=Basic Latin,Latin Extended-B
1306 0x000134c6 0x00013486 5   7            utf8     ͱ0mO blocks=Basic Latin,Greek and Coptic
1307 0x000134f6 0x000134b6 7   8            ascii   !AQA~O!
1308 0x00013535 0x000134f5 4   5            ascii   15!"
1309 0x0001355b 0x0001351b 4   5            ascii   3(8=
1310 0x000135f1 0x000135b1 4   6            utf8    qѧ#\t blocks=Basic Latin,Cyrillic
1311 0x000135fb 0x000135bb 5   7            utf8    a0=E!
1312 0x0001366a 0x0001362a 4   5            ascii   }LII
1313 0x0001367e 0x0001363e 4   5            ascii   `0a@
1314 0x000136a5 0x00013665 4   5            ascii   Qa%"
1315 0x000136b4 0x00013674 5   6            ascii   )HY\n 
1316 0x0001379f 0x0001375f 4   6            utf8    1\eɡ@ blocks=Basic Latin,IPA Extensions
1317 0x000137de 0x0001379e 6   8            utf8    oƱ1dXi blocks=Basic Latin,Latin Extended-B
1318 0x000137f5 0x000137b5 4   5            ascii   AYZ-
1319 0x0001380d 0x000137cd 5   6            ascii   *xe!I
1320 0x00013832 0x000137f2 4   8            utf8    兔B@ǆ blocks=CJK Unified Ideographs,Basic Latin,Latin Extended-B
1321 0x000138a3 0x00013863 4   7            utf8    ͠laű blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-A
1322 0x000138b7 0x00013877 6   7            ascii   A}Y!@e
1323 0x00013908 0x000138c8 7   8            ascii   \t_dA(Zu
1324 0x0001391e 0x000138de 4   5            ascii   =/#b
1325 0x00013929 0x000138e9 4   5            ascii   Dq1&
1326 0x00013932 0x000138f2 4   5            ascii   bAW3
1327 0x0001396e 0x0001392e 4   5            ascii   gY \e
1328 0x00013986 0x00013946 4   6            utf8    AYzѡ blocks=Basic Latin,Cyrillic
1329 0x000139fe 0x000139be 4   5            ascii   cU!D
1330 0x00013a0e 0x000139ce 4   5            ascii   nAM#
1331 0x00013afe 0x00013abe 4   5            ascii   i)AA
1332 0x00013b1a 0x00013ada 6   8            utf8    \nɣPz%" blocks=Basic Latin,IPA Extensions
1333 0x00013b26 0x00013ae6 4   5            ascii   z$0o
1334 0x00013b43 0x00013b03 7   9            utf8    .S }}P^
1335 0x00013b57 0x00013b17 4   6            utf8    )lݡ> blocks=Basic Latin,Arabic Supplement
1336 0x00013b68 0x00013b28 4   6            utf8    0\t>ï blocks=Basic Latin,Latin-1 Supplement
1337 0x00013b7b 0x00013b3b 4   5            ascii   X6yj
1338 0x00013b9a 0x00013b5a 6   9            utf8    豢Ama,9 blocks=CJK Unified Ideographs,Basic Latin
1339 0x00013ba8 0x00013b68 5   8            utf8    <i១\ti blocks=Basic Latin,Khmer
1340 0x00013c06 0x00013bc6 4   5            ascii   c) +
1341 0x00013c10 0x00013bd0 4   5            ascii   d\t)o
1342 0x00013c15 0x00013bd5 4   5            ascii   HQQ+
1343 0x00013c46 0x00013c06 5   8            utf8    ᡷxd?I blocks=Mongolian,Basic Latin
1344 0x00013c63 0x00013c23 6   8            utf8    *>#!a=
1345 0x00013d5d 0x00013d1d 4   6            utf8    w\bɨ\b blocks=Basic Latin,IPA Extensions
1346 0x00013dc3 0x00013d83 4   5            ascii   Ae1\b
1347 0x00013e13 0x00013dd3 4   5            ascii   6a\va
1348 0x00013e46 0x00013e06 4   5            ascii   gAa$
1349 0x00013e52 0x00013e12 6   8            utf8    aA߁`a- blocks=Basic Latin,NKo
1350 0x00013e7a 0x00013e3a 4   5            ascii   :VS1
1351 0x00013e86 0x00013e46 5   7            utf8    XAЀ\aJ blocks=Basic Latin,Cyrillic
1352 0x00013e90 0x00013e50 10  11           ascii   W\t_\t#\eGq1w
1353 0x00013eee 0x00013eae 4   5            ascii   qi'1
1354 0x00013f26 0x00013ee6 4   6            utf8    f%nf
1355 0x00013f82 0x00013f42 5   6            ascii   aA_Aj
1356 0x00013f8e 0x00013f4e 4   5            ascii   h)!\v
1357 0x00013fb8 0x00013f78 8   9            ascii    Ib\r%.7*
1358 0x00014095 0x00014055 4   5            ascii   qbu!
1359 0x00014188 0x00014148 4   7            utf8    EA둠A blocks=Basic Latin,Hangul Syllables
1360 0x00014192 0x00014152 4   6            utf8    ak;)
1361 0x000141ab 0x0001416b 4   5            ascii   !MC!
1362 0x000141c1 0x00014181 5   7            utf8    .rN֚l blocks=Basic Latin,Hebrew
1363 0x000141d5 0x00014195 4   5            ascii   ArQ'
1364 0x00014243 0x00014203 5   6            ascii   g!;AO
1365 0x00014264 0x00014224 6   7            ascii   FAa Qa
1366 0x0001427d 0x0001423d 4   5            ascii   .h&!
1367 0x000142d6 0x00014296 4   5            ascii   a@bq
1368 0x00014330 0x000142f0 4   7            utf8    1iᯡ\t blocks=Basic Latin,Batak
1369 0x00014359 0x00014319 4   5            ascii   XAYQ
1370 0x00014376 0x00014336 4   6            utf8    l1$ݎ blocks=Basic Latin,Syriac
1371 0x0001438d 0x0001434d 6   8            utf8    a!u=|р blocks=Basic Latin,Cyrillic
1372 0x000143db 0x0001439b 4   5            ascii   a9\ng
1373 0x00014422 0x000143e2 6   8            utf8    cȨ\aaC" blocks=Basic Latin,Latin Extended-B
1374 0x00014443 0x00014403 4   5            ascii   xJE"
1375 0x000144aa 0x0001446a 4   5            ascii   %zUm
1376 0x000144bb 0x0001447b 4   5            ascii   Pbx@
1377 0x000144c0 0x00014480 4   6            utf8    5`!Ī blocks=Basic Latin,Latin Extended-A
1378 0x00014500 0x000144c0 6   7            ascii   Aoc!Tc
1379 0x00014562 0x00014522 4   6            utf8    qO!x
1380 0x0001457b 0x0001453b 6   7            ascii   \P3]!+
1381 0x00014585 0x00014545 4   5            ascii   \tqs-
1382 0x000145aa 0x0001456a 5   7            utf8    iĢ\eaC blocks=Basic Latin,Latin Extended-A
1383 0x0001460b 0x000145cb 4   5            ascii   RG/r
1384 0x00014625 0x000145e5 4   5            ascii   !a`*
1385 0x00014638 0x000145f8 6   7            ascii   1; J)6
1386 0x00014693 0x00014653 4   5            ascii   AP;i
1387 0x0001469f 0x0001465f 4   5            ascii   v.9!
1388 0x00014722 0x000146e2 5   6            ascii   9C[AM
1389 0x0001472e 0x000146ee 4   5            ascii   j]\fY
1390 0x0001475e 0x0001471e 4   5            ascii   [5$7
1391 0x00014768 0x00014728 4   5            ascii   eQAB
1392 0x0001477a 0x0001473a 4   6            utf8    !O܀  blocks=Basic Latin,Syriac
1393 0x0001479d 0x0001475d 4   5            ascii   I%A"
1394 0x000147bb 0x0001477b 4   5            ascii   ZI.D
1395 0x000147d5 0x00014795 4   5            ascii   i1`O
1396 0x0001482f 0x000147ef 5   6            ascii   T!ua1
1397 0x00014856 0x00014816 4   5            ascii   uHA,
1398 0x0001494e 0x0001490e 4   5            ascii   !A4Y
1399 0x00014988 0x00014948 4   5            ascii   #7a|
1400 0x000149a4 0x00014964 7   10           utf8    E/pIㄐ\eg blocks=Basic Latin,Bopomofo
1401 0x000149cd 0x0001498d 4   5            ascii   \a!AU
1402 0x000149ee 0x000149ae 4   5            ascii   e!%y
1403 0x00014a16 0x000149d6 4   5            ascii   zA(q
1404 0x00014a7a 0x00014a3a 4   5            ascii   aA|\f
1405 0x00014aa0 0x00014a60 4   6            utf8    QA_M
1406 0x00014b5c 0x00014b1c 6   7            ascii   ao`~)a
1407 0x00014b8a 0x00014b4a 4   6            utf8     į#a blocks=Basic Latin,Latin Extended-A
1408 0x00014b91 0x00014b51 4   5            ascii   ac@!
1409 0x00014bbb 0x00014b7b 4   6            utf8    rabi
1410 0x00014bdf 0x00014b9f 4   6            utf8    @aɡg blocks=Basic Latin,IPA Extensions
1411 0x00014bfe 0x00014bbe 8   9            ascii   c@$I$@4\b
1412 0x00014c0d 0x00014bcd 7   8            ascii   !}\a?<"G
1413 0x00014c6e 0x00014c2e 4   5            ascii   )wX!
1414 0x00014c86 0x00014c46 4   5            ascii   iQ$S
1415 0x00014d8d 0x00014d4d 4   5            ascii   3VQ%
1416 0x00014dc0 0x00014d80 4   5            ascii   5yQ@
1417 0x00014e35 0x00014df5 4   5            ascii   LkA!
1418 0x00014e6b 0x00014e2b 4   6            utf8    Ţ!!^ blocks=Latin Extended-A,Basic Latin
1419 0x00014ed4 0x00014e94 5   6            ascii   y'SAa
1420 0x00014edc 0x00014e9c 4   5            ascii    avU
1421 0x00014ef2 0x00014eb2 4   5            ascii   iH!1
1422 0x00014f21 0x00014ee1 7   9            utf8    ؆Uy@eA! blocks=Arabic,Basic Latin
1423 0x00014f2e 0x00014eee 4   5            ascii   A!Ma
1424 0x00014f40 0x00014f00 5   6            ascii    #`1q
1425 0x00014f5d 0x00014f1d 4   5            ascii   txTU
1426 0x00014f6d 0x00014f2d 4   5            ascii   AqC/
1427 0x00014f83 0x00014f43 4   5            ascii   R|@a
1428 0x00014f9a 0x00014f5a 4   5            ascii   dlO3
1429 0x00015052 0x00015012 4   5            ascii   -mAJ
1430 0x00015065 0x00015025 6   8            utf8    9qˡA<c blocks=Basic Latin,Spacing Modifier Letters
1431 0x000150a5 0x00015065 4   7            utf8    1!ša blocks=Basic Latin,Latin Extended-A
1432 0x00015143 0x00015103 4   5            ascii   AhA}
1433 0x000151de 0x0001519e 5   8            utf8    L1A졳A blocks=Basic Latin,Hangul Syllables
1434 0x00015204 0x000151c4 4   6            utf8    g>ѷ8 blocks=Basic Latin,Cyrillic
1435 0x00015277 0x00015237 4   5            ascii   E:Q\r
1436 0x00015283 0x00015243 4   5            ascii   qOSa
1437 0x00015296 0x00015256 4   7            utf8    aѨǾ! blocks=Basic Latin,Cyrillic,Latin Extended-B
1438 0x000152c9 0x00015289 4   6            utf8    šx1\b blocks=Latin Extended-A,Basic Latin
1439 0x0001533f 0x000152ff 4   6            utf8    ¥.R@ blocks=Latin-1 Supplement,Basic Latin
1440 0x00015348 0x00015308 5   6            ascii   a1a\%
1441 0x0001539d 0x0001535d 5   6            ascii   )AE#y
1442 0x00015440 0x00015400 5   6            ascii   1_ g1
1443 0x00015476 0x00015436 5   8            utf8    !aMA䷻ blocks=Basic Latin,Yijing Hexagram Symbols
1444 0x000154bd 0x0001547d 4   5            ascii   AdQ#
1445 0x000154f8 0x000154b8 4   6            utf8    !8!9
1446 0x00015513 0x000154d3 4   7            utf8    A~4哠 blocks=Basic Latin,CJK Unified Ideographs
1447 0x0001551d 0x000154dd 4   5            ascii    9Ea
1448 0x00015603 0x000155c3 4   5            ascii   2a\ea
1449 0x00015650 0x00015610 4   5            ascii   %yaX
1450 0x00015698 0x00015658 4   5            ascii   aA8a
1451 0x000156aa 0x0001566a 5   6            ascii   y*!\a@
1452 0x000156b2 0x00015672 4   5            ascii   r`.J
1453 0x000156ba 0x0001567a 5   9            utf8    yaUˇ blocks=Private Use Area,Basic Latin,Spacing Modifier Letters
1454 0x000156cc 0x0001568c 4   5            ascii    5]9
1455 0x00015743 0x00015703 4   5            ascii   IU4w
1456 0x00015752 0x00015712 6   8            utf8    ;{!nA!
1457 0x00015830 0x000157f0 4   5            ascii   \bgl5
1458 0x00015845 0x00015805 4   6            utf8    `aɵ$ blocks=Basic Latin,IPA Extensions
1459 0x0001588d 0x0001584d 4   5            ascii   !!0\a
1460 0x000158d6 0x00015896 4   5            ascii   .a,M
1461 0x000158db 0x0001589b 4   5            ascii   Aa|`
1462 0x000158f2 0x000158b2 5   6            ascii   QA !e
1463 0x00015942 0x00015902 5   6            ascii   aAPAU
1464 0x0001596e 0x0001592e 5   6            ascii   2U`;u
1465 0x000159c6 0x00015986 7   10           utf8    i!"iˡ\tb blocks=Basic Latin,Spacing Modifier Letters
1466 0x000159da 0x0001599a 5   6            ascii   A@ Ma
1467 0x000159e3 0x000159a3 4   5            ascii   I!A?
1468 0x000159f6 0x000159b6 4   5            ascii   e\e7[
1469 0x00015a4a 0x00015a0a 4   5            ascii   hZIC
1470 0x00015a53 0x00015a13 4   5            ascii   Kg\ac
1471 0x00015a6e 0x00015a2e 4   5            ascii   eq ]
1472 0x00015a98 0x00015a58 4   7            utf8    %1杶\r blocks=Basic Latin,CJK Unified Ideographs
1473 0x00015ab3 0x00015a73 4   5            ascii   Q;\bc
1474 0x00015ab8 0x00015a78 5   6            ascii   %\teN%
1475 0x00015abe 0x00015a7e 5   6            ascii   AIW) 
1476 0x00015af3 0x00015ab3 5   7            utf8    4,zwS
1477 0x00015b06 0x00015ac6 4   5            ascii   AEjP
1478 0x00015b63 0x00015b23 4   5            ascii   H!\tU
1479 0x00015b8d 0x00015b4d 4   6            utf8    5aѷ+ blocks=Basic Latin,Cyrillic
1480 0x00015bad 0x00015b6d 4   5            ascii   9MF 
1481 0x00015bb2 0x00015b72 5   6            ascii   AD!Ac
1482 0x00015bd6 0x00015b96 6   9            utf8    i!+iˡ; blocks=Basic Latin,Spacing Modifier Letters
1483 0x00015be5 0x00015ba5 4   5            ascii   _w!"
1484 0x00015c25 0x00015be5 7   8            ascii   tH?a=hZ
1485 0x00015c8e 0x00015c4e 4   5            ascii   NI\tj
1486 0x00015ca5 0x00015c65 4   5            ascii   !%a;
1487 0x00015ce5 0x00015ca5 7   8            ascii   @cA!Wao
1488 0x00015d2d 0x00015ced 4   5            ascii   Ag+a
1489 0x00015d3b 0x00015cfb 4   7            utf8    ١5aġ blocks=Arabic,Basic Latin,Latin Extended-A
1490 0x00015d4a 0x00015d0a 6   8            utf8    [\n(\t1\t
1491 0x00015d63 0x00015d23 4   5            ascii   -a\v#
1492 0x00015dc3 0x00015d83 4   6            utf8    d!h1
1493 0x00015e48 0x00015e08 4   5            ascii   l!ah
1494 0x00015e76 0x00015e36 6   7            ascii   c)"gad
1495 0x00015e92 0x00015e52 4   5            ascii   }\f?q
1496 0x00015ea6 0x00015e66 4   5            ascii   zI%c
1497 0x00015f05 0x00015ec5 6   9            utf8    icᡳAD9 blocks=Basic Latin,Mongolian
1498 0x00015f46 0x00015f06 5   6            ascii   \rLaAW
1499 0x00015f4e 0x00015f0e 5   8            utf8    cᡓAD9 blocks=Basic Latin,Mongolian
1500 0x000160d5 0x00016095 4   5            ascii   A`Q#
1501 0x000160de 0x0001609e 5   7            utf8    sC/p[
1502 0x00016130 0x000160f0 5   8            utf8    ɀQvia blocks=Latin Extended-B,Basic Latin
1503 0x0001618d 0x0001614d 4   5            ascii   <v-<
1504 0x000161a5 0x00016165 4   5            ascii   AvB,
1505 0x000161f5 0x000161b5 4   5            ascii   a#F'
1506 0x0001626e 0x0001622e 5   6            ascii   bA!\va
1507 0x000162c6 0x00016286 4   5            ascii   [J#a
1508 0x0001630b 0x000162cb 4   5            ascii   z-Ap
1509 0x00016372 0x00016332 5   8            utf8    걥majr blocks=Hangul Syllables,Basic Latin
1510 0x00016380 0x00016340 4   6            utf8    ?Q`Ĥ blocks=Basic Latin,Latin Extended-A
1511 0x000163a3 0x00016363 5   7            utf8    {!#Aġ blocks=Basic Latin,Latin Extended-A
1512 0x000163be 0x0001637e 5   7            utf8    `+ʵJA blocks=Basic Latin,Spacing Modifier Letters
1513 0x00016423 0x000163e3 5   7            utf8    |ac)#
1514 0x000164d8 0x00016498 4   5            ascii   @"2@
1515 0x0001650e 0x000164ce 4   5            ascii   a Ja
1516 0x00016538 0x000164f8 4   6            utf8    A\tCK
1517 0x000165cd 0x0001658d 4   5            ascii   Aa!$
1518 0x0001662b 0x000165eb 4   5            ascii   Ah\fc
1519 0x00016653 0x00016613 6   7            ascii   S!yaE9
1520 0x0001667b 0x0001663b 9   11           utf8    taiA1`c@!
1521 0x00016691 0x00016651 4   5            ascii   wAN1
1522 0x000166c5 0x00016685 4   5            ascii   9W)!
1523 0x000166e8 0x000166a8 10  16           utf8     UW٢?!*䝱Bၯ blocks=Basic Latin,Arabic,CJK Unified Ideographs Extension A,Myanmar
1524 0x000167c3 0x00016783 5   6            ascii   aS\e2@
1525 0x000167de 0x0001679e 4   5            ascii   A\e\eD
1526 0x0001682e 0x000167ee 4   5            ascii   fA!y
1527 0x00016846 0x00016806 4   5            ascii   ah,a
1528 0x00016881 0x00016841 4   5            ascii   BaVA
1529 0x0001689d 0x0001685d 5   6            ascii   NRBlM
1530 0x000168ab 0x0001686b 4   5            ascii   Q2!c
1531 0x000168f0 0x000168b0 4   5            ascii   x "B
1532 0x00016925 0x000168e5 5   7            utf8    ub1&m
1533 0x00016998 0x00016958 4   6            utf8    ױaM! blocks=Hebrew,Basic Latin
1534 0x000169a8 0x00016968 4   6            utf8    ɶQr7 blocks=IPA Extensions,Basic Latin
1535 0x000169b6 0x00016976 4   5            ascii   {A0a
1536 0x000169fd 0x000169bd 4   5            ascii   A}!#
1537 0x00016a26 0x000169e6 5   7            utf8    m\t#Ӑ~ blocks=Basic Latin,Cyrillic
1538 0x00016a35 0x000169f5 4   5            ascii   1M$<
1539 0x00016a55 0x00016a15 4   5            ascii   !j\t%
1540 0x00016ab3 0x00016a73 4   5            ascii   E1\a5
1541 0x00016aed 0x00016aad 4   5            ascii   AuQ 
1542 0x00016b43 0x00016b03 4   5            ascii   a!1A
1543 0x00016b4d 0x00016b0d 4   5            ascii   !iI#
1544 0x00016b66 0x00016b26 5   7            utf8    aɡ>ow blocks=Basic Latin,IPA Extensions
1545 0x00016c0d 0x00016bcd 4   5            ascii   AqQ"
1546 0x00016c7d 0x00016c3d 5   6            ascii   Avq!%
1547 0x00016cb3 0x00016c73 4   5            ascii   !\e\bm
1548 0x00016cef 0x00016caf 5   6            ascii   M!\t\r#
1549 0x00016d6b 0x00016d2b 4   5            ascii   Cil3
1550 0x00016db6 0x00016d76 4   5            ascii   iq M
1551 0x00016dfb 0x00016dbb 4   5            ascii   a!)A
1552 0x00016e64 0x00016e24 7   9            utf8    !D-͡160 blocks=Basic Latin,Combining Diacritical Marks
1553 0x00016e8e 0x00016e4e 5   8            utf8    a遃aAu blocks=Basic Latin,CJK Unified Ideographs
1554 0x00016ea5 0x00016e65 4   5            ascii   AeA!
1555 0x00016f3d 0x00016efd 4   5            ascii   \n%B*
1556 0x00016f75 0x00016f35 5   6            ascii   "IA.a
1557 0x00016f93 0x00016f53 4   5            ascii   @AlQ
1558 0x00016ff6 0x00016fb6 5   6            ascii   \vA3A?
1559 0x00017032 0x00016ff2 7   8            ascii   aA_Aa!.
1560 0x00017083 0x00017043 5   7            utf8    Iu3_ݡ blocks=Basic Latin,Arabic Supplement
1561 0x000170f5 0x000170b5 4   5            ascii   !v\t$
1562 0x0001715a 0x0001711a 4   6            utf8    5+Q`
1563 0x000171b5 0x00017175 4   5            ascii   AtQ$
1564 0x000171d1 0x00017191 4   5            ascii   AMAi
1565 0x000171f6 0x000171b6 6   7            ascii   ha+IFD
1566 0x00017225 0x000171e5 4   5            ascii   qa]"
1567 0x0001730e 0x000172ce 4   5            ascii   |q&-
1568 0x00017368 0x00017328 6   7            ascii   L\taSA\n
1569 0x0001738d 0x0001734d 4   6            utf8    \rԁ!5 blocks=Basic Latin,Cyrillic Supplement
1570 0x000173a3 0x00017363 6   8            utf8    !zčCWa blocks=Basic Latin,Latin Extended-A
1571 0x00017436 0x000173f6 6   7            ascii   ma#)6 
1572 0x000174a5 0x00017465 4   5            ascii   \t`=!
1573 0x000174bb 0x0001747b 5   7            utf8    ĭ9c'! blocks=Latin Extended-A,Basic Latin
1574 0x000174ce 0x0001748e 4   5            ascii   dI!=
1575 0x0001751d 0x000174dd 5   8            utf8    AaAB blocks=Basic Latin,Private Use Area
1576 0x00017533 0x000174f3 4   5            ascii   A\r\ba
1577 0x00017553 0x00017513 5   7            utf8    I!kI 
1578 0x0001769d 0x0001765d 4   5            ascii   faE#
1579 0x000176bd 0x0001767d 4   5            ascii   ga'$
1580 0x000176e2 0x000176a2 5   6            ascii   aRA\a!
1581 0x00017728 0x000176e8 4   5            ascii   );GB
1582 0x000177a5 0x00017765 4   5            ascii   Aa?T
1583 0x000177f0 0x000177b0 4   6            utf8    #՚L1 blocks=Basic Latin,Armenian
1584 0x0001780b 0x000177cb 5   7            utf8    @ǁ@a. blocks=Basic Latin,Latin Extended-B
1585 0x0001785d 0x0001781d 4   5            ascii   B`qL
1586 0x0001787d 0x0001783d 4   5            ascii   \ra`!
1587 0x000178d6 0x00017896 4   5            ascii   ni k
1588 0x000178f3 0x000178b3 4   6            utf8    G!nA
1589 0x0001793d 0x000178fd 4   5            ascii   ?" *
1590 0x00017955 0x00017915 4   5            ascii   AhA!
1591 0x0001795a 0x0001791a 4   6            utf8    zš\! blocks=Basic Latin,Latin Extended-A
1592 0x0001797b 0x0001793b 8   10           utf8    @́oa)IO  blocks=Basic Latin,Combining Diacritical Marks
1593 0x00017a18 0x000179d8 7   8            ascii   !}j@aw@
1594 0x00017a6d 0x00017a2d 4   5            ascii   Ai!!
1595 0x00017b00 0x00017ac0 7   8            ascii   $evC9,D
1596 0x00017b25 0x00017ae5 4   5            ascii   0QAQ
1597 0x00017b5e 0x00017b1e 4   5            ascii   DA/A
1598 0x00017bf8 0x00017bb8 5   8            utf8    %!㑡ia blocks=Basic Latin,CJK Unified Ideographs Extension A
1599 0x00017c3c 0x00017bfc 5   6            ascii   !/aC'
1600 0x00017c7a 0x00017c3a 5   6            ascii   `H\rma
1601 0x00017ce8 0x00017ca8 4   5            ascii   &!x`
1602 0x00017d27 0x00017ce7 5   7            utf8    A˧'\f+ blocks=Basic Latin,Spacing Modifier Letters
1603 0x00017d56 0x00017d16 4   5            ascii   c!"q
1604 0x00017dc0 0x00017d80 5   7            utf8    Ɂ>tYH blocks=Latin Extended-B,Basic Latin
1605 0x00017e15 0x00017dd5 4   5            ascii   EjB/
1606 0x00017e42 0x00017e02 4   6            utf8    &è\na blocks=Basic Latin,Latin-1 Supplement
1607 0x00017e5b 0x00017e1b 4   7            utf8    ű;qš blocks=Latin Extended-A,Basic Latin
1608 0x00017e72 0x00017e32 8   12           utf8    偦Ias8%Ω* blocks=CJK Unified Ideographs,Basic Latin,Greek and Coptic
1609 0x00017e8b 0x00017e4b 6   7            ascii   "NQay~
1610 0x00017ef5 0x00017eb5 4   5            ascii   Qey!
