[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000090 0x00000090 4   6            utf8    \n,Hƴ blocks=Basic Latin,Latin Extended-B
2    0x000000a0 0x000000a0 4   6            utf8    \n,KƦ blocks=Basic Latin,Latin Extended-B
3    0x000000e8 0x000000e8 4   5            ascii   Rich
4    0x000001f8 0x000001f8 5   6            ascii   .text
5    0x0000021f 0x0000021f 7   8            ascii   `.rdata
6    0x00000247 0x00000247 6   7            ascii   @.data
7    0x00000270 0x00000270 6   7            ascii   .gfids
8    0x00000297 0x00000297 6   7            ascii   @.rsrc
9    0x000002bf 0x000002bf 7   8            ascii   @.reloc
653  0x00017afc 0x004186fc 4   5    .text   ascii   ^_[3
654  0x00017b39 0x00418739 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
655  0x00017b40 0x00418740 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
656  0x00017b62 0x00418762 4   5    .text   ascii   }\bww
657  0x00017c5c 0x0041885c 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
658  0x00018024 0x00419224 4   5    .rdata  ascii   0',u
659  0x00018029 0x00419229 7   8    .rdata  ascii   $,uP(,u
660  0x0001805b 0x0041925b 4   7    .rdata  utf8    wຄw  blocks=Basic Latin,Lao
661  0x000180f0 0x004192f0 4   10   .rdata  utf16le %s%s
662  0x000180fc 0x004192fc 5   12   .rdata  utf16le .Cl0p
663  0x00018108 0x00419308 10  22   .rdata  utf16le %s-Cl0p^_-
664  0x00018144 0x00419344 6   14   .rdata  utf16le \\?\%s
665  0x00018154 0x00419354 6   14   .rdata  utf16le \\?\%s
666  0x0001817c 0x0041937c 6   14   .rdata  utf16le \\?\%s
667  0x0001818c 0x0041938c 6   14   .rdata  utf16le \\?\%s
668  0x0001819c 0x0041939c 4   10   .rdata  utf16le \*.*
669  0x000181fc 0x004193fc 4   10   .rdata  utf16le \*.*
670  0x0001825c 0x0041945c 4   10   .rdata  utf16le \*.*
671  0x000182ec 0x004194ec 27  56   .rdata  utf16le McAfee_Common_Bootstrapper_
672  0x0001832c 0x0041952c 32  66   .rdata  utf16le Afee_Common_CustomAction_Install
673  0x00018378 0x00419578 4   10   .rdata  utf16le %s%s
674  0x00018384 0x00419584 27  56   .rdata  utf16le McAfee_Common_Bootstrapper_
675  0x000183bc 0x004195bc 4   10   .rdata  utf16le \*.*
676  0x000183c8 0x004195c8 34  70   .rdata  utf16le McAfee_Common_CustomAction_Install
677  0x00018438 0x00419638 16  17   .rdata  ascii   SIEXEC /x %s /qn
678  0x0001844c 0x0041964c 7   8    .rdata  ascii   cmd.exe
679  0x00018454 0x00419654 17  18   .rdata  ascii   Windows Installer
680  0x00018468 0x00419668 14  15   .rdata  ascii   ESET Security 
681  0x0001847c 0x0041967c 20  21   .rdata  ascii   /C MSIEXEC /X %s /qn
682  0x00018494 0x00419694 7   8    .rdata  ascii   cmd.exe
683  0x0001849c 0x0041969c 17  18   .rdata  ascii   Windows Installer
684  0x000184b0 0x004196b0 34  35   .rdata  ascii   McAfee Endpoint Security Platform 
685  0x000184d4 0x004196d4 33  34   .rdata  ascii   McAfee Endpoint Security Platform
686  0x000184f8 0x004196f8 68  69   .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\mbuns.exe" /uninstall
687  0x00018540 0x00419740 7   8    .rdata  ascii   cmd.exe
688  0x00018548 0x00419748 22  23   .rdata  ascii   Uninstall Malwarebytes
689  0x00018560 0x00419760 4   5    .rdata  ascii   &Yes
690  0x00018568 0x00419768 6   7    .rdata  ascii   Button
691  0x00018570 0x00419770 58  59   .rdata  ascii   C:\Program Files\Malwarebytes\Anti-Ransomware\unins000.exe
692  0x000185ac 0x004197ac 58  59   .rdata  ascii   C:\Program Files\Malwarebytes\Anti-Ransomware\unins001.exe
693  0x000185e8 0x004197e8 58  59   .rdata  ascii   C:\Program Files\Malwarebytes\Anti-Ransomware\unins001.exe
694  0x00018624 0x00419824 58  59   .rdata  ascii   C:\Program Files\Malwarebytes\Anti-Ransomware\unins001.exe
695  0x00018660 0x00419860 38  39   .rdata  ascii   Malwarebytes Anti-Ransomware Uninstall
696  0x00018688 0x00419888 4   5    .rdata  ascii   &Yes
697  0x00018690 0x00419890 6   7    .rdata  ascii   Button
698  0x00018698 0x00419898 22  23   .rdata  ascii   LifeBeHappy#-#-#666^_-
699  0x000186b0 0x004198b0 9   20   .rdata  utf16le MASVC.EXE
700  0x000186c4 0x004198c4 12  26   .rdata  utf16le MACMNSVC.EXE
701  0x000186e0 0x004198e0 10  22   .rdata  utf16le MFEMMS.EXE
702  0x000186f8 0x004198f8 11  24   .rdata  utf16le MFEVTPS.EXE
703  0x00018710 0x00419910 11  24   .rdata  utf16le MFEVTPS.EXE
704  0x00018728 0x00419928 10  22   .rdata  utf16le MFEESP.EXE
705  0x00018740 0x00419940 11  24   .rdata  utf16le MFEFIRE.EXE
706  0x00018758 0x00419958 10  22   .rdata  utf16le MFEHCS.EXE
707  0x00018770 0x00419970 15  32   .rdata  utf16le MACOMPATSVC.EXE
708  0x00018790 0x00419990 10  22   .rdata  utf16le MCTRAY.EXE
709  0x000187a8 0x004199a8 12  26   .rdata  utf16le MFEMACTL.EXE
710  0x000187c4 0x004199c4 10  22   .rdata  utf16le MCTRAY.EXE
711  0x000187dc 0x004199dc 13  28   .rdata  utf16le MFECANARY.EXE
712  0x000187f8 0x004199f8 5   12   .rdata  utf16le *.log
713  0x0001880c 0x00419a0c 15  32   .rdata  utf16le MBAMSERVICE.EXE
714  0x0001882c 0x00419a2c 11  24   .rdata  utf16le MBAMWSC.EXE
715  0x00018844 0x00419a44 12  26   .rdata  utf16le MBAMTRAY.EXE
716  0x00018860 0x00419a60 104 105  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Ransomware\unins000.exe" /verysilent /suppressmsgboxes /norestart
717  0x000188cc 0x00419acc 7   8    .rdata  ascii   cmd.exe
718  0x000188d4 0x00419ad4 21  44   .rdata  utf16le WinHttpsAutoProxySvrc
719  0x00018900 0x00419b00 104 105  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Ransomware\unins001.exe" /verysilent /suppressmsgboxes /norestart
720  0x0001896c 0x00419b6c 7   8    .rdata  ascii   cmd.exe
721  0x00018974 0x00419b74 8   18   .rdata  utf16le temp.dat
722  0x00018988 0x00419b88 104 105  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Ransomware\unins002.exe" /verysilent /suppressmsgboxes /norestart
723  0x000189f4 0x00419bf4 7   8    .rdata  ascii   cmd.exe
724  0x000189fc 0x00419bfc 13  28   .rdata  utf16le r,ccs=UNICODE
725  0x00018a18 0x00419c18 104 105  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Ransomware\unins003.exe" /verysilent /suppressmsgboxes /norestart
726  0x00018a84 0x00419c84 7   8    .rdata  ascii   cmd.exe
727  0x00018a8c 0x00419c8c 16  34   .rdata  utf16le SeDebugPrivilege
728  0x00018ab0 0x00419cb0 104 105  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Ransomware\unins004.exe" /verysilent /suppressmsgboxes /norestart
729  0x00018b1c 0x00419d1c 7   8    .rdata  ascii   cmd.exe
730  0x00018b24 0x00419d24 21  44   .rdata  utf16le WinHttpsAutoProxySvrc
731  0x00018b50 0x00419d50 101 102  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\unins000.exe" /verysilent /suppressmsgboxes /norestart
732  0x00018bb8 0x00419db8 7   8    .rdata  ascii   cmd.exe
733  0x00018bc0 0x00419dc0 101 102  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\unins001.exe" /verysilent /suppressmsgboxes /norestart
734  0x00018c28 0x00419e28 7   8    .rdata  ascii   cmd.exe
735  0x00018c30 0x00419e30 101 102  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\unins002.exe" /verysilent /suppressmsgboxes /norestart
736  0x00018c98 0x00419e98 7   8    .rdata  ascii   cmd.exe
737  0x00018ca0 0x00419ea0 101 102  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\unins003.exe" /verysilent /suppressmsgboxes /norestart
738  0x00018d08 0x00419f08 7   8    .rdata  ascii   cmd.exe
739  0x00018d10 0x00419f10 101 102  .rdata  ascii   /C "C:\Program Files\Malwarebytes\Anti-Malware\unins004.exe" /verysilent /suppressmsgboxes /norestart
740  0x00018d78 0x00419f78 7   8    .rdata  ascii   cmd.exe
741  0x00018d88 0x00419f88 271 272  .rdata  ascii   -----BEGIN PUBLIC KEY----- MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCFq9EiVHQMw1ebuSLm1+FY21RO lFUTliGv9dkQIIhg331cfgTCT8e7oEd3i/9OikEr5b+oTpS+clr2j1YSSsaRq6Cn dxA7LEu2hIwQC8mhz1zBt1K2LvrRq9e9VuZUKzdTltm08pU3/RstvvsfHZJFaxVb fw4seh8SRxwjmJvkAwIDAQAB -----END PUBLIC KEY-----
742  0x00018e98 0x0041a098 138 139  .rdata  ascii   GKJhdsjlkfj328ruidkaofj832iqokdwasjkxasie98u21043e2qufwjsamdiu32yruidasyd7uiu2i4yrewuisajdiuy32u4ijreodasdiujk32ru38wudauajsdhe2u3ihedjkad
743  0x00018f24 0x0041a124 17  36   .rdata  utf16le %s\Cl0pReadMe.txt
744  0x00018f48 0x0041a148 14  30   .rdata  utf16le RC_DATABIGBACK
745  0x00018f7e 0x0041a17e 9   20   .rdata  utf16le Aadvapi32
746  0x00018f94 0x0041a194 29  60   .rdata  utf16le api-ms-win-core-fibers-l1-1-1
747  0x00018fd0 0x0041a1d0 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
748  0x0001900c 0x0041a20c 8   18   .rdata  utf16le kernel32
749  0x00019028 0x0041a228 8   9    .rdata  ascii   FlsAlloc
750  0x0001903c 0x0041a23c 7   8    .rdata  ascii   FlsFree
751  0x00019044 0x0041a244 11  12   .rdata  ascii   FlsGetValue
752  0x00019058 0x0041a258 11  12   .rdata  ascii   FlsSetValue
753  0x0001906c 0x0041a26c 27  28   .rdata  ascii   InitializeCriticalSectionEx
754  0x00019218 0x0041a418 8   9    .rdata  ascii   __based(
755  0x00019224 0x0041a424 7   8    .rdata  ascii   __cdecl
756  0x0001922c 0x0041a42c 8   9    .rdata  ascii   __pascal
757  0x00019238 0x0041a438 9   10   .rdata  ascii   __stdcall
758  0x00019244 0x0041a444 10  11   .rdata  ascii   __thiscall
759  0x00019250 0x0041a450 10  11   .rdata  ascii   __fastcall
760  0x0001925c 0x0041a45c 12  13   .rdata  ascii   __vectorcall
761  0x0001926c 0x0041a46c 9   10   .rdata  ascii   __clrcall
762  0x00019278 0x0041a478 6   7    .rdata  ascii   __eabi
763  0x00019280 0x0041a480 7   8    .rdata  ascii   __ptr64
764  0x00019288 0x0041a488 10  11   .rdata  ascii   __restrict
765  0x00019294 0x0041a494 11  12   .rdata  ascii   __unaligned
766  0x000192a0 0x0041a4a0 9   10   .rdata  ascii   restrict(
767  0x000192ac 0x0041a4ac 4   5    .rdata  ascii    new
768  0x000192b4 0x0041a4b4 7   8    .rdata  ascii    delete
769  0x000192d8 0x0041a4d8 8   9    .rdata  ascii   operator
770  0x00019360 0x0041a560 9   10   .rdata  ascii   `vftable'
771  0x0001936c 0x0041a56c 9   10   .rdata  ascii   `vbtable'
772  0x00019378 0x0041a578 7   8    .rdata  ascii   `vcall'
773  0x00019380 0x0041a580 8   9    .rdata  ascii   `typeof'
774  0x0001938c 0x0041a58c 20  21   .rdata  ascii   `local static guard'
775  0x000193a4 0x0041a5a4 8   9    .rdata  ascii   `string'
776  0x000193b0 0x0041a5b0 18  19   .rdata  ascii   `vbase destructor'
777  0x000193c4 0x0041a5c4 28  29   .rdata  ascii   `vector deleting destructor'
778  0x000193e4 0x0041a5e4 29  30   .rdata  ascii   `default constructor closure'
779  0x00019404 0x0041a604 28  29   .rdata  ascii   `scalar deleting destructor'
780  0x00019424 0x0041a624 29  30   .rdata  ascii   `vector constructor iterator'
781  0x00019444 0x0041a644 28  29   .rdata  ascii   `vector destructor iterator'
782  0x00019464 0x0041a664 35  36   .rdata  ascii   `vector vbase constructor iterator'
783  0x00019488 0x0041a688 26  27   .rdata  ascii   `virtual displacement map'
784  0x000194a4 0x0041a6a4 32  33   .rdata  ascii   `eh vector constructor iterator'
785  0x000194c8 0x0041a6c8 31  32   .rdata  ascii   `eh vector destructor iterator'
786  0x000194e8 0x0041a6e8 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
787  0x00019510 0x0041a710 26  27   .rdata  ascii   `copy constructor closure'
788  0x0001952c 0x0041a72c 15  16   .rdata  ascii   `udt returning'
789  0x00019540 0x0041a740 5   6    .rdata  ascii   `RTTI
790  0x00019548 0x0041a748 15  16   .rdata  ascii   `local vftable'
791  0x00019558 0x0041a758 35  36   .rdata  ascii   `local vftable constructor closure'
792  0x0001957c 0x0041a77c 6   7    .rdata  ascii    new[]
793  0x00019584 0x0041a784 9   10   .rdata  ascii    delete[]
794  0x00019590 0x0041a790 14  15   .rdata  ascii   `omni callsig'
795  0x000195a0 0x0041a7a0 26  27   .rdata  ascii   `placement delete closure'
796  0x000195bc 0x0041a7bc 28  29   .rdata  ascii   `placement delete[] closure'
797  0x000195dc 0x0041a7dc 37  38   .rdata  ascii   `managed vector constructor iterator'
798  0x00019604 0x0041a804 36  37   .rdata  ascii   `managed vector destructor iterator'
799  0x0001962c 0x0041a82c 37  38   .rdata  ascii   `eh vector copy constructor iterator'
800  0x00019654 0x0041a854 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
801  0x00019680 0x0041a880 26  27   .rdata  ascii   `dynamic initializer for '
802  0x0001969c 0x0041a89c 32  33   .rdata  ascii   `dynamic atexit destructor for '
803  0x000196c0 0x0041a8c0 34  35   .rdata  ascii   `vector copy constructor iterator'
804  0x000196e4 0x0041a8e4 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
805  0x00019710 0x0041a910 42  43   .rdata  ascii   `managed vector copy constructor iterator'
806  0x0001973c 0x0041a93c 27  28   .rdata  ascii   `local static thread guard'
807  0x00019758 0x0041a958 12  13   .rdata  ascii   operator "" 
808  0x00019768 0x0041a968 17  18   .rdata  ascii    Type Descriptor'
809  0x0001977c 0x0041a97c 27  28   .rdata  ascii    Base Class Descriptor at (
810  0x00019798 0x0041a998 18  19   .rdata  ascii    Base Class Array'
811  0x000197ac 0x0041a9ac 28  29   .rdata  ascii    Class Hierarchy Descriptor'
812  0x000197cc 0x0041a9cc 25  26   .rdata  ascii    Complete Object Locator'
813  0x00019888 0x0041aa88 9   20   .rdata  utf16le coree.dll
814  0x0001989c 0x0041aa9c 14  15   .rdata  ascii   CorExitProcess
815  0x00019954 0x0041ab54 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
816  0x000199d8 0x0041abd8 5   24   .rdata  utf32le R\rS\rW
817  0x000199f0 0x0041abf0 7   32   .rdata  utf32le Y\vl\rm p
818  0x00019a64 0x0041ac64 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
819  0x00019a92 0x0041ac92 33  68   .rdata  utf16le          (((((                  H
820  0x00019b90 0x0041ad90 34  70   .rdata  utf16le       (                          \b
821  0x00019d98 0x0041af98 33  68   .rdata  utf16le          (((((                  H
822  0x0001a01f 0x0041b21f 7   8    .rdata  ascii   \a\b\t\n\v\f\r
823  0x0001a038 0x0041b238 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
824  0x0001a19f 0x0041b39f 7   8    .rdata  ascii   \a\b\t\n\v\f\r
825  0x0001a1b8 0x0041b3b8 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
826  0x0001a2b4 0x0041b4b4 6   7    .rdata  ascii   Sunday
827  0x0001a2bc 0x0041b4bc 6   7    .rdata  ascii   Monday
828  0x0001a2c4 0x0041b4c4 7   8    .rdata  ascii   Tuesday
829  0x0001a2cc 0x0041b4cc 9   10   .rdata  ascii   Wednesday
830  0x0001a2d8 0x0041b4d8 8   9    .rdata  ascii   Thursday
831  0x0001a2e4 0x0041b4e4 6   7    .rdata  ascii   Friday
832  0x0001a2ec 0x0041b4ec 8   9    .rdata  ascii   Saturday
833  0x0001a328 0x0041b528 7   8    .rdata  ascii   January
834  0x0001a330 0x0041b530 8   9    .rdata  ascii   February
835  0x0001a33c 0x0041b53c 5   6    .rdata  ascii   March
836  0x0001a344 0x0041b544 5   6    .rdata  ascii   April
837  0x0001a34c 0x0041b54c 4   5    .rdata  ascii   June
838  0x0001a354 0x0041b554 4   5    .rdata  ascii   July
839  0x0001a35c 0x0041b55c 6   7    .rdata  ascii   August
840  0x0001a364 0x0041b564 9   10   .rdata  ascii   September
841  0x0001a370 0x0041b570 7   8    .rdata  ascii   October
842  0x0001a378 0x0041b578 8   9    .rdata  ascii   November
843  0x0001a384 0x0041b584 8   9    .rdata  ascii   December
844  0x0001a398 0x0041b598 8   9    .rdata  ascii   MM/dd/yy
845  0x0001a3a4 0x0041b5a4 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
846  0x0001a3b8 0x0041b5b8 8   9    .rdata  ascii   HH:mm:ss
847  0x0001a3fc 0x0041b5fc 6   14   .rdata  utf16le Sunday
848  0x0001a40c 0x0041b60c 6   14   .rdata  utf16le Monday
849  0x0001a41c 0x0041b61c 7   16   .rdata  utf16le Tuesday
850  0x0001a42c 0x0041b62c 9   20   .rdata  utf16le Wednesday
851  0x0001a440 0x0041b640 8   18   .rdata  utf16le Thursday
852  0x0001a454 0x0041b654 6   14   .rdata  utf16le Friday
853  0x0001a464 0x0041b664 8   18   .rdata  utf16le Saturday
854  0x0001a4d8 0x0041b6d8 7   16   .rdata  utf16le January
855  0x0001a4e8 0x0041b6e8 8   18   .rdata  utf16le February
856  0x0001a4fc 0x0041b6fc 5   12   .rdata  utf16le March
857  0x0001a508 0x0041b708 5   12   .rdata  utf16le April
858  0x0001a514 0x0041b714 4   10   .rdata  utf16le June
859  0x0001a520 0x0041b720 4   10   .rdata  utf16le July
860  0x0001a52c 0x0041b72c 6   14   .rdata  utf16le August
861  0x0001a53c 0x0041b73c 9   20   .rdata  utf16le September
862  0x0001a550 0x0041b750 7   16   .rdata  utf16le October
863  0x0001a560 0x0041b760 8   18   .rdata  utf16le November
864  0x0001a574 0x0041b774 8   18   .rdata  utf16le December
865  0x0001a598 0x0041b798 8   18   .rdata  utf16le MM/dd/yy
866  0x0001a5ac 0x0041b7ac 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
867  0x0001a5d4 0x0041b7d4 8   18   .rdata  utf16le HH:mm:ss
868  0x0001a5e8 0x0041b7e8 5   12   .rdata  utf16le en-US
869  0x0001a75a 0x0041b95a 4   10   .rdata  utf16le Accs
870  0x0001a764 0x0041b964 5   12   .rdata  utf16le UTF-8
871  0x0001a770 0x0041b970 15  32   .rdata  utf16le UTF-16LEUNICODE
872  0x0001a7a0 0x0041b9a0 5   12   .rdata  utf16le ja-JP
873  0x0001a7ac 0x0041b9ac 5   12   .rdata  utf16le zh-CN
874  0x0001a7b8 0x0041b9b8 5   12   .rdata  utf16le ko-KR
875  0x0001a7c4 0x0041b9c4 5   12   .rdata  utf16le zh-TW
876  0x0001a81e 0x0041ba1e 35  72   .rdata  utf16le Aapi-ms-win-appmodel-runtime-l1-1-1
877  0x0001a868 0x0041ba68 31  64   .rdata  utf16le api-ms-win-core-datetime-l1-1-1
878  0x0001a8a8 0x0041baa8 27  56   .rdata  utf16le api-ms-win-core-file-l2-1-1
879  0x0001a8e0 0x0041bae0 35  72   .rdata  utf16le api-ms-win-core-localization-l1-2-1
880  0x0001a928 0x0041bb28 44  90   .rdata  utf16le api-ms-win-core-localization-obsolete-l1-2-0
881  0x0001a988 0x0041bb88 37  76   .rdata  utf16le api-ms-win-core-processthreads-l1-1-2
882  0x0001a9d4 0x0041bbd4 29  60   .rdata  utf16le api-ms-win-core-string-l1-1-0
883  0x0001aa10 0x0041bc10 30  62   .rdata  utf16le api-ms-win-core-sysinfo-l1-2-1
884  0x0001aa50 0x0041bc50 28  58   .rdata  utf16le api-ms-win-core-winrt-l1-1-0
885  0x0001aa8c 0x0041bc8c 29  60   .rdata  utf16le api-ms-win-core-xstate-l2-1-0
886  0x0001aac8 0x0041bcc8 38  78   .rdata  utf16le api-ms-win-rtcore-ntuser-window-l1-1-0
887  0x0001ab18 0x0041bd18 42  86   .rdata  utf16le api-ms-win-security-systemfunctions-l1-1-0
888  0x0001ab70 0x0041bd70 42  86   .rdata  utf16le ext-ms-win-kernel32-package-current-l1-1-0
889  0x0001abc8 0x0041bdc8 34  70   .rdata  utf16le ext-ms-win-ntuser-dialogbox-l1-1-0
890  0x0001ac10 0x0041be10 38  78   .rdata  utf16le ext-ms-win-ntuser-windowstation-l1-1-0
891  0x0001ac60 0x0041be60 6   14   .rdata  utf16le user32
892  0x0001ac98 0x0041be98 19  20   .rdata  ascii   GetCurrentPackageId
893  0x0001acbc 0x0041bebc 13  14   .rdata  ascii   LCMapStringEx
894  0x0001acd4 0x0041bed4 16  17   .rdata  ascii   LocaleNameToLCID
895  0x0001b428 0x0041c628 6   14   .rdata  utf16le zh-CHS
896  0x0001b624 0x0041c824 5   12   .rdata  utf16le ar-SA
897  0x0001b630 0x0041c830 5   12   .rdata  utf16le bg-BG
898  0x0001b63c 0x0041c83c 5   12   .rdata  utf16le ca-ES
899  0x0001b648 0x0041c848 5   12   .rdata  utf16le cs-CZ
900  0x0001b654 0x0041c854 5   12   .rdata  utf16le da-DK
901  0x0001b660 0x0041c860 5   12   .rdata  utf16le de-DE
902  0x0001b66c 0x0041c86c 5   12   .rdata  utf16le el-GR
903  0x0001b678 0x0041c878 5   12   .rdata  utf16le fi-FI
904  0x0001b684 0x0041c884 5   12   .rdata  utf16le fr-FR
905  0x0001b690 0x0041c890 5   12   .rdata  utf16le he-IL
906  0x0001b69c 0x0041c89c 5   12   .rdata  utf16le hu-HU
907  0x0001b6a8 0x0041c8a8 5   12   .rdata  utf16le is-IS
908  0x0001b6b4 0x0041c8b4 5   12   .rdata  utf16le it-IT
909  0x0001b6c0 0x0041c8c0 5   12   .rdata  utf16le nl-NL
910  0x0001b6cc 0x0041c8cc 5   12   .rdata  utf16le nb-NO
911  0x0001b6d8 0x0041c8d8 5   12   .rdata  utf16le pl-PL
912  0x0001b6e4 0x0041c8e4 5   12   .rdata  utf16le pt-BR
913  0x0001b6f0 0x0041c8f0 5   12   .rdata  utf16le ro-RO
914  0x0001b6fc 0x0041c8fc 5   12   .rdata  utf16le ru-RU
915  0x0001b708 0x0041c908 5   12   .rdata  utf16le hr-HR
916  0x0001b714 0x0041c914 5   12   .rdata  utf16le sk-SK
917  0x0001b720 0x0041c920 5   12   .rdata  utf16le sq-AL
918  0x0001b72c 0x0041c92c 5   12   .rdata  utf16le sv-SE
919  0x0001b738 0x0041c938 5   12   .rdata  utf16le th-TH
920  0x0001b744 0x0041c944 5   12   .rdata  utf16le tr-TR
921  0x0001b750 0x0041c950 5   12   .rdata  utf16le ur-PK
922  0x0001b75c 0x0041c95c 5   12   .rdata  utf16le id-ID
923  0x0001b768 0x0041c968 5   12   .rdata  utf16le uk-UA
924  0x0001b774 0x0041c974 5   12   .rdata  utf16le be-BY
925  0x0001b780 0x0041c980 5   12   .rdata  utf16le sl-SI
926  0x0001b78c 0x0041c98c 5   12   .rdata  utf16le et-EE
927  0x0001b798 0x0041c998 5   12   .rdata  utf16le lv-LV
928  0x0001b7a4 0x0041c9a4 5   12   .rdata  utf16le lt-LT
929  0x0001b7b0 0x0041c9b0 5   12   .rdata  utf16le fa-IR
930  0x0001b7bc 0x0041c9bc 5   12   .rdata  utf16le vi-VN
931  0x0001b7c8 0x0041c9c8 5   12   .rdata  utf16le hy-AM
932  0x0001b7d4 0x0041c9d4 10  22   .rdata  utf16le az-AZ-Latn
933  0x0001b7ec 0x0041c9ec 5   12   .rdata  utf16le eu-ES
934  0x0001b7f8 0x0041c9f8 5   12   .rdata  utf16le mk-MK
935  0x0001b804 0x0041ca04 5   12   .rdata  utf16le tn-ZA
936  0x0001b810 0x0041ca10 5   12   .rdata  utf16le xh-ZA
937  0x0001b81c 0x0041ca1c 5   12   .rdata  utf16le zu-ZA
938  0x0001b828 0x0041ca28 5   12   .rdata  utf16le af-ZA
939  0x0001b834 0x0041ca34 5   12   .rdata  utf16le ka-GE
940  0x0001b840 0x0041ca40 5   12   .rdata  utf16le fo-FO
941  0x0001b84c 0x0041ca4c 5   12   .rdata  utf16le hi-IN
942  0x0001b858 0x0041ca58 5   12   .rdata  utf16le mt-MT
943  0x0001b864 0x0041ca64 5   12   .rdata  utf16le se-NO
944  0x0001b870 0x0041ca70 5   12   .rdata  utf16le ms-MY
945  0x0001b87c 0x0041ca7c 5   12   .rdata  utf16le kk-KZ
946  0x0001b888 0x0041ca88 5   12   .rdata  utf16le ky-KG
947  0x0001b894 0x0041ca94 5   12   .rdata  utf16le sw-KE
948  0x0001b8a0 0x0041caa0 10  22   .rdata  utf16le uz-UZ-Latn
949  0x0001b8b8 0x0041cab8 5   12   .rdata  utf16le tt-RU
950  0x0001b8c4 0x0041cac4 5   12   .rdata  utf16le bn-IN
951  0x0001b8d0 0x0041cad0 5   12   .rdata  utf16le pa-IN
952  0x0001b8dc 0x0041cadc 5   12   .rdata  utf16le gu-IN
953  0x0001b8e8 0x0041cae8 5   12   .rdata  utf16le ta-IN
954  0x0001b8f4 0x0041caf4 5   12   .rdata  utf16le te-IN
955  0x0001b900 0x0041cb00 5   12   .rdata  utf16le kn-IN
956  0x0001b90c 0x0041cb0c 5   12   .rdata  utf16le ml-IN
957  0x0001b918 0x0041cb18 5   12   .rdata  utf16le mr-IN
958  0x0001b924 0x0041cb24 5   12   .rdata  utf16le sa-IN
959  0x0001b930 0x0041cb30 5   12   .rdata  utf16le mn-MN
960  0x0001b93c 0x0041cb3c 5   12   .rdata  utf16le cy-GB
961  0x0001b948 0x0041cb48 5   12   .rdata  utf16le gl-ES
962  0x0001b954 0x0041cb54 6   14   .rdata  utf16le kok-IN
963  0x0001b964 0x0041cb64 6   14   .rdata  utf16le syr-SY
964  0x0001b974 0x0041cb74 6   14   .rdata  utf16le div-MV
965  0x0001b984 0x0041cb84 6   14   .rdata  utf16le quz-BO
966  0x0001b994 0x0041cb94 5   12   .rdata  utf16le ns-ZA
967  0x0001b9a0 0x0041cba0 5   12   .rdata  utf16le mi-NZ
968  0x0001b9ac 0x0041cbac 5   12   .rdata  utf16le ar-IQ
969  0x0001b9b8 0x0041cbb8 5   12   .rdata  utf16le de-CH
970  0x0001b9c4 0x0041cbc4 5   12   .rdata  utf16le en-GB
971  0x0001b9d0 0x0041cbd0 5   12   .rdata  utf16le es-MX
972  0x0001b9dc 0x0041cbdc 5   12   .rdata  utf16le fr-BE
973  0x0001b9e8 0x0041cbe8 5   12   .rdata  utf16le it-CH
974  0x0001b9f4 0x0041cbf4 5   12   .rdata  utf16le nl-BE
975  0x0001ba00 0x0041cc00 5   12   .rdata  utf16le nn-NO
976  0x0001ba0c 0x0041cc0c 5   12   .rdata  utf16le pt-PT
977  0x0001ba18 0x0041cc18 10  22   .rdata  utf16le sr-SP-Latn
