[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2133 0x0005f31c 0x0048ab1c 11  12   .rdata  ascii   MessageBoxW
2134 0x0005f32c 0x0048ab2c 10  22   .rdata  utf16le USER32.DLL
2135 0x0005f348 0x0048ab48 9   20   .rdata  utf16le _swprintf
2136 0x0005f360 0x0048ab60 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\swprintf.c
2137 0x0005f3d8 0x0048abd8 8   18   .rdata  utf16le wcscpy_s
2138 0x0005f3f0 0x0048abf0 40  82   .rdata  utf16le ((_Dst)) != NULL && ((_SizeInWords)) > 0
2139 0x0005f458 0x0048ac58 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\malloc.h
2140 0x0005f4d0 0x0048acd0 41  84   .rdata  utf16le ("Corrupted pointer passed to _freea", 0)
2141 0x0005f638 0x0048ae38 33  68   .rdata  utf16le          (((((                  H
2142 0x0005f83a 0x0048b03a 33  68   .rdata  utf16le          h((((                  H
2143 0x0005f938 0x0048b138 34  70   .rdata  utf16le                                  H
2144 0x0005fac7 0x0048b2c7 7   8    .rdata  ascii   \a\b\t\n\v\f\r
2145 0x0005fae0 0x0048b2e0 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
2146 0x0005fc47 0x0048b447 7   8    .rdata  ascii   \a\b\t\n\v\f\r
2147 0x0005fc60 0x0048b460 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
2148 0x0005fee0 0x0048b6e0 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\inittime.c
2149 0x0005ff58 0x0048b758 33  68   .rdata  utf16le ploci->lc_time_curr->refcount > 0
2150 0x0005ffac 0x0048b7ac 49  50   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\inittime.c
2151 0x0005ffe8 0x0048b7e8 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\initnum.c
2152 0x00060060 0x0048b860 29  60   .rdata  utf16le ploci->lconv_num_refcount > 0
2153 0x000600a8 0x0048b8a8 48  49   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\initnum.c
2154 0x000600e8 0x0048b8e8 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\initmon.c
2155 0x00060160 0x0048b960 29  60   .rdata  utf16le ploci->lconv_mon_refcount > 0
2156 0x000601a8 0x0048b9a8 48  49   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\initmon.c
2157 0x000601e4 0x0048b9e4 26  54   .rdata  utf16le ploci->ctype1_refcount > 0
2158 0x00060228 0x0048ba28 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\initctyp.c
2159 0x000602a0 0x0048baa0 49  50   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\initctyp.c
2160 0x000602dc 0x0048badc 8   9    .rdata  ascii   HH:mm:ss
2161 0x000602e8 0x0048bae8 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
2162 0x00060300 0x0048bb00 8   9    .rdata  ascii   MM/dd/yy
2163 0x00060314 0x0048bb14 8   9    .rdata  ascii   December
2164 0x00060320 0x0048bb20 8   9    .rdata  ascii   November
2165 0x0006032c 0x0048bb2c 7   8    .rdata  ascii   October
2166 0x00060338 0x0048bb38 9   10   .rdata  ascii   September
2167 0x00060344 0x0048bb44 6   7    .rdata  ascii   August
2168 0x0006034c 0x0048bb4c 4   5    .rdata  ascii   July
2169 0x00060354 0x0048bb54 4   5    .rdata  ascii   June
2170 0x0006035c 0x0048bb5c 5   6    .rdata  ascii   April
2171 0x00060364 0x0048bb64 5   6    .rdata  ascii   March
2172 0x0006036c 0x0048bb6c 8   9    .rdata  ascii   February
2173 0x00060378 0x0048bb78 7   8    .rdata  ascii   January
2174 0x000603b4 0x0048bbb4 8   9    .rdata  ascii   Saturday
2175 0x000603c0 0x0048bbc0 6   7    .rdata  ascii   Friday
2176 0x000603c8 0x0048bbc8 8   9    .rdata  ascii   Thursday
2177 0x000603d4 0x0048bbd4 9   10   .rdata  ascii   Wednesday
2178 0x000603e0 0x0048bbe0 7   8    .rdata  ascii   Tuesday
2179 0x000603ec 0x0048bbec 6   7    .rdata  ascii   Monday
2180 0x000603f4 0x0048bbf4 6   7    .rdata  ascii   Sunday
2181 0x00060416 0x0048bc16 46  94   .rdata  utf16le nstrcpy_s(s, (len + 1) - (s - p), pt->wday[n])
2182 0x00060488 0x0048bc88 50  102  .rdata  utf16le strcpy_s(s, (len + 1) - (s - p), pt->wday_abbr[n])
2183 0x00060504 0x0048bd04 10  22   .rdata  utf16le _Getdays_l
2184 0x00060520 0x0048bd20 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\strftime.c
2185 0x00060598 0x0048bd98 49  50   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\strftime.c
2186 0x000605d8 0x0048bdd8 46  94   .rdata  utf16le strcpy_s(s, (len + 1) - (s - p), pt->month[n])
2187 0x00060648 0x0048be48 51  104  .rdata  utf16le strcpy_s(s, (len + 1) - (s - p), pt->month_abbr[n])
2188 0x000606c4 0x0048bec4 12  26   .rdata  utf16le _Getmonths_l
2189 0x000606e8 0x0048bee8 42  86   .rdata  utf16le strcpy_s(s, len - (s - p), pt->ww_timefmt)
2190 0x00060750 0x0048bf50 43  88   .rdata  utf16le strcpy_s(s, len - (s - p), pt->ww_ldatefmt)
2191 0x000607c0 0x0048bfc0 43  88   .rdata  utf16le strcpy_s(s, len - (s - p), pt->ww_sdatefmt)
2192 0x00060830 0x0048c030 39  80   .rdata  utf16le strcpy_s(s, len - (s - p), pt->ampm[1])
2193 0x00060890 0x0048c090 39  80   .rdata  utf16le strcpy_s(s, len - (s - p), pt->ampm[0])
2194 0x000608f0 0x0048c0f0 40  82   .rdata  utf16le strcpy_s(s, len - (s - p), pt->month[n])
2195 0x00060958 0x0048c158 45  92   .rdata  utf16le strcpy_s(s, len - (s - p), pt->month_abbr[n])
2196 0x000609c8 0x0048c1c8 39  80   .rdata  utf16le strcpy_s(s, len - (s - p), pt->wday[n])
2197 0x00060a28 0x0048c228 44  90   .rdata  utf16le strcpy_s(s, len - (s - p), pt->wday_abbr[n])
2198 0x00060a94 0x0048c294 12  26   .rdata  utf16le _Gettnames_l
2199 0x00060ab4 0x0048c2b4 5   12   .rdata  utf16le FALSE
2200 0x00060ac8 0x0048c2c8 56  114  .rdata  utf16le ("Invalid MBCS character sequence passed to strftime",0)
2201 0x00060b50 0x0048c350 15  32   .rdata  utf16le timeptr != NULL
2202 0x00060b78 0x0048c378 18  38   .rdata  utf16le ( format != NULL )
2203 0x00060ba8 0x0048c3a8 16  34   .rdata  utf16le ( maxsize != 0 )
2204 0x00060bd0 0x0048c3d0 11  24   .rdata  utf16le _Strftime_l
2205 0x00060bec 0x0048c3ec 18  38   .rdata  utf16le ( string != NULL )
2206 0x00060c20 0x0048c420 34  70   .rdata  utf16le ( "Invalid format directive" , 0 )
2207 0x00060c78 0x0048c478 61  124  .rdata  utf16le ( timeptr->tm_year >= -1900 ) && ( timeptr->tm_year <= 8099 )
2208 0x00060d0c 0x0048c50c 24  50   .rdata  utf16le ( timeptr->tm_year >=0 )
2209 0x00060d48 0x0048c548 56  114  .rdata  utf16le ( ( timeptr->tm_sec >=0 ) && ( timeptr->tm_sec <= 59 ) )
2210 0x00060dd0 0x0048c5d0 56  114  .rdata  utf16le ( ( timeptr->tm_min >=0 ) && ( timeptr->tm_min <= 59 ) )
2211 0x00060e58 0x0048c658 59  120  .rdata  utf16le ( ( timeptr->tm_yday >=0 ) && ( timeptr->tm_yday <= 365 ) )
2212 0x00060ee8 0x0048c6e8 58  118  .rdata  utf16le ( ( timeptr->tm_hour >=0 ) && ( timeptr->tm_hour <= 23 ) )
2213 0x00060f78 0x0048c778 58  118  .rdata  utf16le ( ( timeptr->tm_mday >=1 ) && ( timeptr->tm_mday <= 31 ) )
2214 0x00061008 0x0048c808 56  114  .rdata  utf16le ( ( timeptr->tm_mon >=0 ) && ( timeptr->tm_mon <= 11 ) )
2215 0x00061090 0x0048c890 11  24   .rdata  utf16le _expandtime
2216 0x000610b0 0x0048c8b0 57  116  .rdata  utf16le ( ( timeptr->tm_wday >=0 ) && ( timeptr->tm_wday <= 6 ) )
2217 0x00061140 0x0048c940 58  118  .rdata  utf16le ("Invalid MBCS character sequence passed into strftime",0)
2218 0x000611d0 0x0048c9d0 65  132  .rdata  utf16le ("Invalid MBCS character sequence found in locale AMPM string",0)
2219 0x00061274 0x0048ca74 5   6    .rdata  ascii   am/pm
2220 0x0006127c 0x0048ca7c 13  14   .rdata  ascii   united-states
2221 0x0006128c 0x0048ca8c 14  15   .rdata  ascii   united-kingdom
2222 0x000612a0 0x0048caa0 17  18   .rdata  ascii   trinidad & tobago
2223 0x000612b8 0x0048cab8 11  12   .rdata  ascii   south-korea
2224 0x000612c8 0x0048cac8 12  13   .rdata  ascii   south-africa
2225 0x000612d8 0x0048cad8 11  12   .rdata  ascii   south korea
2226 0x000612e8 0x0048cae8 12  13   .rdata  ascii   south africa
2227 0x000612f8 0x0048caf8 6   7    .rdata  ascii   slovak
2228 0x00061300 0x0048cb00 11  12   .rdata  ascii   puerto-rico
2229 0x00061310 0x0048cb10 8   9    .rdata  ascii   pr-china
2230 0x0006131c 0x0048cb1c 8   9    .rdata  ascii   pr china
2231 0x0006132c 0x0048cb2c 11  12   .rdata  ascii   new-zealand
2232 0x0006133c 0x0048cb3c 9   10   .rdata  ascii   hong-kong
2233 0x00061348 0x0048cb48 7   8    .rdata  ascii   holland
2234 0x00061354 0x0048cb54 13  14   .rdata  ascii   great britain
2235 0x00061364 0x0048cb64 7   8    .rdata  ascii   england
2236 0x00061370 0x0048cb70 5   6    .rdata  ascii   czech
2237 0x00061378 0x0048cb78 5   6    .rdata  ascii   china
2238 0x00061380 0x0048cb80 7   8    .rdata  ascii   britain
2239 0x0006138c 0x0048cb8c 7   8    .rdata  ascii   america
2240 0x000613a4 0x0048cba4 5   6    .rdata  ascii   swiss
2241 0x000613ac 0x0048cbac 15  16   .rdata  ascii   swedish-finland
2242 0x000613c0 0x0048cbc0 17  18   .rdata  ascii   spanish-venezuela
2243 0x000613d8 0x0048cbd8 15  16   .rdata  ascii   spanish-uruguay
2244 0x000613ec 0x0048cbec 19  20   .rdata  ascii   spanish-puerto rico
2245 0x00061404 0x0048cc04 12  13   .rdata  ascii   spanish-peru
2246 0x00061414 0x0048cc14 16  17   .rdata  ascii   spanish-paraguay
2247 0x00061428 0x0048cc28 14  15   .rdata  ascii   spanish-panama
2248 0x0006143c 0x0048cc3c 17  18   .rdata  ascii   spanish-nicaragua
2249 0x00061454 0x0048cc54 14  15   .rdata  ascii   spanish-modern
2250 0x00061468 0x0048cc68 15  16   .rdata  ascii   spanish-mexican
2251 0x0006147c 0x0048cc7c 16  17   .rdata  ascii   spanish-honduras
2252 0x00061490 0x0048cc90 17  18   .rdata  ascii   spanish-guatemala
2253 0x000614a8 0x0048cca8 19  20   .rdata  ascii   spanish-el salvador
2254 0x000614c0 0x0048ccc0 15  16   .rdata  ascii   spanish-ecuador
2255 0x000614d4 0x0048ccd4 26  27   .rdata  ascii   spanish-dominican republic
2256 0x000614f4 0x0048ccf4 18  19   .rdata  ascii   spanish-costa rica
2257 0x0006150c 0x0048cd0c 16  17   .rdata  ascii   spanish-colombia
2258 0x00061520 0x0048cd20 13  14   .rdata  ascii   spanish-chile
2259 0x00061530 0x0048cd30 15  16   .rdata  ascii   spanish-bolivia
2260 0x00061544 0x0048cd44 17  18   .rdata  ascii   spanish-argentina
2261 0x0006155c 0x0048cd5c 20  21   .rdata  ascii   portuguese-brazilian
2262 0x00061578 0x0048cd78 17  18   .rdata  ascii   norwegian-nynorsk
2263 0x00061590 0x0048cd90 16  17   .rdata  ascii   norwegian-bokmal
2264 0x000615a4 0x0048cda4 9   10   .rdata  ascii   norwegian
2265 0x000615b0 0x0048cdb0 13  14   .rdata  ascii   italian-swiss
2266 0x000615c0 0x0048cdc0 13  14   .rdata  ascii   irish-english
2267 0x000615d0 0x0048cdd0 12  13   .rdata  ascii   german-swiss
2268 0x000615e0 0x0048cde0 17  18   .rdata  ascii   german-luxembourg
2269 0x000615f8 0x0048cdf8 19  20   .rdata  ascii   german-lichtenstein
2270 0x00061610 0x0048ce10 15  16   .rdata  ascii   german-austrian
2271 0x00061624 0x0048ce24 12  13   .rdata  ascii   french-swiss
2272 0x00061634 0x0048ce34 17  18   .rdata  ascii   french-luxembourg
2273 0x0006164c 0x0048ce4c 15  16   .rdata  ascii   french-canadian
2274 0x00061660 0x0048ce60 14  15   .rdata  ascii   french-belgian
2275 0x00061674 0x0048ce74 11  12   .rdata  ascii   english-usa
2276 0x00061684 0x0048ce84 10  11   .rdata  ascii   english-us
2277 0x00061694 0x0048ce94 10  11   .rdata  ascii   english-uk
2278 0x000616a4 0x0048cea4 25  26   .rdata  ascii   english-trinidad y tobago
2279 0x000616c4 0x0048cec4 20  21   .rdata  ascii   english-south africa
2280 0x000616e0 0x0048cee0 10  11   .rdata  ascii   english-nz
2281 0x000616f0 0x0048cef0 15  16   .rdata  ascii   english-jamaica
2282 0x00061704 0x0048cf04 11  12   .rdata  ascii   english-ire
2283 0x00061714 0x0048cf14 17  18   .rdata  ascii   english-caribbean
2284 0x0006172c 0x0048cf2c 11  12   .rdata  ascii   english-can
2285 0x0006173c 0x0048cf3c 14  15   .rdata  ascii   english-belize
2286 0x00061750 0x0048cf50 11  12   .rdata  ascii   english-aus
2287 0x00061760 0x0048cf60 16  17   .rdata  ascii   english-american
2288 0x00061774 0x0048cf74 13  14   .rdata  ascii   dutch-belgian
2289 0x00061784 0x0048cf84 19  20   .rdata  ascii   chinese-traditional
2290 0x0006179c 0x0048cf9c 17  18   .rdata  ascii   chinese-singapore
2291 0x000617b4 0x0048cfb4 18  19   .rdata  ascii   chinese-simplified
2292 0x000617cc 0x0048cfcc 16  17   .rdata  ascii   chinese-hongkong
2293 0x000617e0 0x0048cfe0 7   8    .rdata  ascii   chinese
2294 0x000617f4 0x0048cff4 8   9    .rdata  ascii   canadian
2295 0x00061800 0x0048d000 7   8    .rdata  ascii   belgian
2296 0x0006180c 0x0048d00c 10  11   .rdata  ascii   australian
2297 0x0006181c 0x0048d01c 16  17   .rdata  ascii   american-english
2298 0x00061830 0x0048d030 16  17   .rdata  ascii   american english
2299 0x00061844 0x0048d044 8   9    .rdata  ascii   american
2300 0x00061bb4 0x0048d3b4 17  18   .rdata  ascii   Norwegian-Nynorsk
2301 0x00061bd0 0x0048d3d0 117 236  .rdata  utf16le strcpy_s(lpOutStr->szLanguage, (sizeof(lpOutStr->szLanguage) / sizeof(lpOutStr->szLanguage[0])), "Norwegian-Nynorsk")
2302 0x00061cec 0x0048d4ec 22  46   .rdata  utf16le __get_qualified_locale
2303 0x00061d28 0x0048d528 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\getqloc.c
2304 0x00061db0 0x0048d5b0 62  126  .rdata  utf16le ("inconsistent IOB fields", stream->_ptr - stream->_base >= 0)
2305 0x00061e48 0x0048d648 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\_flsbuf.c
2306 0x00061ec0 0x0048d6c0 11  24   .rdata  utf16le str != NULL
2307 0x00061edc 0x0048d6dc 6   14   .rdata  utf16le (null)
2308 0x00061eec 0x0048d6ec 6   7    .rdata  ascii   (null)
2309 0x00061f19 0x0048d719 7   8    .rdata  ascii   ( 8PX\a\b
2310 0x00061f21 0x0048d721 6   7    .rdata  ascii   700WP\a
2311 0x00061f30 0x0048d730 7   8    .rdata  ascii   \b`h````
2312 0x00061f39 0x0048d739 9   10   .rdata  ascii   xpxxxx\b\a\b
2313 0x00061f64 0x0048d764 47  48   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\output.c
2314 0x00061fa0 0x0048d7a0 36  74   .rdata  utf16le ("'n' format specifier disabled", 0)
2315 0x00061ff8 0x0048d7f8 16  34   .rdata  utf16le (ch != _T('\0'))
2316 0x00062020 0x0048d820 127 256  .rdata  utf16le ( (_Stream->_flag & _IOSTRG) || ( fn = _fileno(_Stream), ( (_textmode_safe(fn) == __IOINFO_TM_ANSI) && !_tm_unicode_safe(fn))))
2317 0x00062154 0x0048d954 9   20   .rdata  utf16le _output_l
2318 0x00062170 0x0048d970 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\output.c
2319 0x000621e4 0x0048d9e4 16  34   .rdata  utf16le (stream != NULL)
2320 0x0006220c 0x0048da0c 11  24   .rdata  utf16le _vsprintf_l
2321 0x00062228 0x0048da28 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\vsprintf.c
2322 0x000622a0 0x0048daa0 17  36   .rdata  utf16le _vscprintf_helper
2323 0x000622d0 0x0048dad0 32  66   .rdata  utf16le (count == 0) || (string != NULL)
2324 0x00062320 0x0048db20 17  36   .rdata  utf16le _vsnprintf_helper
2325 0x0006234c 0x0048db4c 23  48   .rdata  utf16le ("Buffer too small", 0)
2326 0x00062388 0x0048db88 33  68   .rdata  utf16le string != NULL && sizeInBytes > 0
2327 0x000623dc 0x0048dbdc 13  28   .rdata  utf16le _vsprintf_s_l
2328 0x00062400 0x0048dc00 14  30   .rdata  utf16le format != NULL
2329 0x00062424 0x0048dc24 14  30   .rdata  utf16le _vsnprintf_s_l
2330 0x00062448 0x0048dc48 18  38   .rdata  utf16le _mbstowcs_l_helper
2331 0x00062478 0x0048dc78 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\mbstowcs.c
2332 0x000624f0 0x0048dcf0 9   20   .rdata  utf16le s != NULL
2333 0x00062508 0x0048dd08 22  46   .rdata  utf16le retsize <= sizeInWords
2334 0x00062540 0x0048dd40 21  44   .rdata  utf16le bufferSize <= INT_MAX
2335 0x00062574 0x0048dd74 13  28   .rdata  utf16le _mbstowcs_s_l
2336 0x00062598 0x0048dd98 71  144  .rdata  utf16le (pwcs == NULL && sizeInWords == 0) || (pwcs != NULL && sizeInWords > 0)
2337 0x00062644 0x0048de44 21  44   .rdata  utf16le length < sizeInTChars
2338 0x00062678 0x0048de78 25  52   .rdata  utf16le 2 <= radix && radix <= 36
2339 0x000626b8 0x0048deb8 39  80   .rdata  utf16le sizeInTChars > (size_t)(is_neg ? 2 : 1)
2340 0x00062718 0x0048df18 16  34   .rdata  utf16le sizeInTChars > 0
2341 0x00062740 0x0048df40 6   14   .rdata  utf16le xtoa_s
2342 0x00062750 0x0048df50 45  92   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\xtoa.c
2343 0x000627c0 0x0048dfc0 11  24   .rdata  utf16le buf != NULL
2344 0x000627dc 0x0048dfdc 8   18   .rdata  utf16le x64toa_s
2345 0x000627f4 0x0048dff4 18  38   .rdata  utf16le _wcstombs_l_helper
2346 0x00062828 0x0048e028 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\wcstombs.c
2347 0x000628a0 0x0048e0a0 12  26   .rdata  utf16le pwcs != NULL
2348 0x000628c0 0x0048e0c0 21  44   .rdata  utf16le sizeInBytes > retsize
2349 0x000628f4 0x0048e0f4 13  28   .rdata  utf16le _wcstombs_s_l
2350 0x00062918 0x0048e118 69  140  .rdata  utf16le (dst != NULL && sizeInBytes > 0) || (dst == NULL && sizeInBytes == 0)
2351 0x000629c0 0x0048e1c0 8   18   .rdata  utf16le wcscat_s
2352 0x000629d8 0x0048e1d8 17  36   .rdata  utf16le _vswprintf_helper
2353 0x00062a08 0x0048e208 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\vswprint.c
2354 0x00062a80 0x0048e280 33  68   .rdata  utf16le string != NULL && sizeInWords > 0
2355 0x00062ad4 0x0048e2d4 14  30   .rdata  utf16le _vswprintf_s_l
2356 0x00062af8 0x0048e2f8 15  32   .rdata  utf16le _vsnwprintf_s_l
2357 0x00062b20 0x0048e320 6   14   .rdata  utf16le xtow_s
2358 0x00062b30 0x0048e330 8   18   .rdata  utf16le x64tow_s
2359 0x00062b48 0x0048e348 10  22   .rdata  utf16le _woutput_l
2360 0x00062b64 0x0048e364 12  26   .rdata  utf16le _vswprintf_l
2361 0x00062b84 0x0048e384 18  38   .rdata  utf16le _vscwprintf_helper
2362 0x00062bb4 0x0048e3b4 14  15   .rdata  ascii   bad allocation
2363 0x00062bcc 0x0048e3cc 13  14   .rdata  ascii   bad exception
2364 0x00062bec 0x0048e3ec 49  50   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\convrtcp.c
2365 0x00062c28 0x0048e428 21  22   .rdata  ascii   SunMonTueWedThuFriSat
2366 0x00062c40 0x0048e440 36  37   .rdata  ascii   JanFebMarAprMayJunJulAugSepOctNovDec
2367 0x00062c74 0x0048e474 13  28   .rdata  utf16le _get_daylight
2368 0x00062c98 0x0048e498 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\timeset.c
2369 0x00062d10 0x0048e510 19  40   .rdata  utf16le (_Daylight != NULL)
2370 0x00062d40 0x0048e540 12  26   .rdata  utf16le _get_dstbias
2371 0x00062d60 0x0048e560 32  66   .rdata  utf16le (_Daylight_savings_bias != NULL)
2372 0x00062db0 0x0048e5b0 13  28   .rdata  utf16le _get_timezone
2373 0x00062dd4 0x0048e5d4 19  40   .rdata  utf16le (_Timezone != NULL)
2374 0x00062e04 0x0048e604 26  54   .rdata  utf16le _Index == 0 || _Index == 1
2375 0x00062e44 0x0048e644 20  42   .rdata  utf16le _ReturnValue != NULL
2376 0x00062e78 0x0048e678 11  24   .rdata  utf16le _get_tzname
2377 0x00062e98 0x0048e698 79  160  .rdata  utf16le (_Buffer != NULL && _SizeInBytes > 0) || (_Buffer == NULL && _SizeInBytes == 0)
2378 0x00062f58 0x0048e758 31  64   .rdata  utf16le strncpy_s(tzname[1], 64, TZ, 3)
2379 0x00062fa8 0x0048e7a8 31  64   .rdata  utf16le strncpy_s(tzname[0], 64, TZ, 3)
2380 0x00062ff8 0x0048e7f8 36  74   .rdata  utf16le strcpy_s(lastTZ, strlen(TZ) + 1, TZ)
2381 0x00063050 0x0048e850 46  47   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\tzset.c
2382 0x0006308c 0x0048e88c 22  46   .rdata  utf16le _get_dstbias(&dstbias)
2383 0x000630c4 0x0048e8c4 24  50   .rdata  utf16le _get_daylight(&daylight)
2384 0x00063100 0x0048e900 24  50   .rdata  utf16le _get_timezone(&timezone)
2385 0x0006313c 0x0048e93c 13  28   .rdata  utf16le _tzset_nolock
2386 0x00063160 0x0048e960 46  94   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\tzset.c
2387 0x000631d0 0x0048e9d0 15  32   .rdata  utf16le _isindst_nolock
2388 0x000631f8 0x0048e9f8 7   16   .rdata  utf16le cvtdate
2389 0x0006320c 0x0048ea0c 10  22   .rdata  utf16le _stricmp_l
2390 0x00063228 0x0048ea28 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\stricmp.c
2391 0x000632a0 0x0048eaa0 8   18   .rdata  utf16le _stricmp
2392 0x000632b8 0x0048eab8 16  34   .rdata  utf16le count <= INT_MAX
2393 0x000632e0 0x0048eae0 11  24   .rdata  utf16le _strnicmp_l
2394 0x00063300 0x0048eb00 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\strnicmp.c
2395 0x00063378 0x0048eb78 9   20   .rdata  utf16le _strnicmp
2396 0x00063390 0x0048eb90 73  148  .rdata  utf16le ("Invalid file descriptor. File possibly closed by a different thread",0)
2397 0x00063444 0x0048ec44 21  44   .rdata  utf16le (_osfile(fh) & FOPEN)
2398 0x00063478 0x0048ec78 9   20   .rdata  utf16le _lseeki64
2399 0x00063490 0x0048ec90 49  100  .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\lseeki64.c
2400 0x00063508 0x0048ed08 46  94   .rdata  utf16le (fh >= 0 && (unsigned)fh < (unsigned)_nhandle)
2401 0x00063578 0x0048ed78 6   14   .rdata  utf16le _write
2402 0x00063588 0x0048ed88 46  94   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\write.c
2403 0x000635f8 0x0048edf8 27  56   .rdata  utf16le isleadbyte(_dbcsBuffer(fh))
2404 0x0006363c 0x0048ee3c 16  34   .rdata  utf16le ((cnt & 1) == 0)
2405 0x00063664 0x0048ee64 13  28   .rdata  utf16le _write_nolock
2406 0x00063688 0x0048ee88 13  28   .rdata  utf16le (buf != NULL)
2407 0x000636ac 0x0048eeac 48  49   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\_getbuf.c
2408 0x000636e8 0x0048eee8 48  98   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\_getbuf.c
2409 0x00063760 0x0048ef60 7   16   .rdata  utf16le _isatty
2410 0x00063778 0x0048ef78 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\isatty.c
2411 0x000637ec 0x0048efec 46  47   .rdata  ascii   f:\dd\vctools\crt_bld\self_x86\crt\src\_file.c
2412 0x00063824 0x0048f024 7   16   .rdata  utf16le _fileno
2413 0x00063838 0x0048f038 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\fileno.c
2414 0x000638ac 0x0048f0ac 6   14   .rdata  utf16le printf
2415 0x000638c0 0x0048f0c0 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\printf.c
2416 0x00063934 0x0048f134 15  32   .rdata  utf16le sizeInBytes > 0
2417 0x0006395c 0x0048f15c 11  24   .rdata  utf16le _wctomb_s_l
2418 0x00063978 0x0048f178 47  96   .rdata  utf16le f:\dd\vctools\crt_bld\self_x86\crt\src\wctomb.c
2419 0x000639ec 0x0048f1ec 22  46   .rdata  utf16le sizeInBytes <= INT_MAX
2420 0x00063a28 0x0048f228 44  90   .rdata  utf16le ("Missing position in the format string", 0)
2421 0x00063a98 0x0048f298 44  90   .rdata  utf16le ((state == ST_NORMAL) || (state == ST_TYPE))
2422 0x00063b08 0x0048f308 72  146  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_long_long_arg, ch, flags)
2423 0x00063bb8 0x0048f3b8 68  138  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_int64_arg, ch, flags)
2424 0x00063c60 0x0048f460 26  54   .rdata  utf16le pass == FORMAT_OUTPUT_PASS
2425 0x00063ca0 0x0048f4a0 69  140  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_double_arg, ch, flags)
2426 0x00063d48 0x0048f548 66  134  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_ptr_arg, ch, flags)
2427 0x00063de8 0x0048f5e8 66  134  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_int_arg, ch, flags)
2428 0x00063e88 0x0048f688 68  138  .rdata  utf16le _tvalidate_param_reuse(&pos_value[type_pos], e_short_arg, ch, flags)
2429 0x00063f30 0x0048f730 37  76   .rdata  utf16le ((type_pos>=0) && (type_pos<_ARGMAX))
2430 0x00063f90 0x0048f790 68  138  .rdata  utf16le _tvalidate_param_reuse(&pos_value[precis_pos], e_int_arg, ch, flags)
