[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
6114 0x0009aaad 0x0049c6ad 7   8    .aspack ascii   U[tEW)h
6115 0x0009ab4c 0x0049c74c 4   5    .aspack ascii   @-qQ
6116 0x0009ab78 0x0049c778 6   7    .aspack ascii   R#\bIny
6117 0x0009aba1 0x0049c7a1 5   8    .aspack utf8    酶.\bHA blocks=CJK Unified Ideographs,Basic Latin
6118 0x0009aba9 0x0049c7a9 5   6    .aspack ascii   \nFZO1
6119 0x0009abaf 0x0049c7af 4   5    .aspack ascii   2XYe
6120 0x0009abee 0x0049c7ee 6   8    .aspack utf8    Ud0 ԍu blocks=Basic Latin,Cyrillic Supplement
6121 0x0009ac13 0x0049c813 4   5    .aspack ascii   C@d2
6122 0x0009ac56 0x0049c856 6   8    .aspack utf8    \tՀ?:t= blocks=Basic Latin,Armenian
6123 0x0009ace1 0x0049c8e1 5   7    .aspack utf8    (Iي[5 blocks=Basic Latin,Arabic
6124 0x0009ad02 0x0049c902 5   6    .aspack ascii   C~:;M
6125 0x0009ad17 0x0049c917 4   5    .aspack ascii   z0TC
6126 0x0009ad1d 0x0049c91d 8   9    .aspack ascii   4<*u*uUq
6127 0x0009ad60 0x0049c960 5   6    .aspack ascii   \nhTKk
6128 0x0009ad6d 0x0049c96d 4   6    .aspack utf8    s/:̳ blocks=Basic Latin,Combining Diacritical Marks
6129 0x0009adf8 0x0049c9f8 7   8    .aspack ascii   EjrhQ%0
6130 0x0009ae04 0x0049ca04 5   6    .aspack ascii   c)"kk
6131 0x0009ae18 0x0049ca18 6   8    .aspack utf8    X݅\vD)q blocks=Basic Latin,Syriac
6132 0x0009ae4c 0x0049ca4c 5   6    .aspack ascii   sqb}9
6133 0x0009ae63 0x0049ca63 4   5    .aspack ascii   \t4&{
6134 0x0009ae69 0x0049ca69 6   9    .aspack utf8    O⬴91R; blocks=Basic Latin,Miscellaneous Symbols and Arrows
6135 0x0009afd9 0x0049cbd9 6   8    .aspack utf8    hys\tNǏ blocks=Basic Latin,Latin Extended-B
6136 0x0009afe5 0x0049cbe5 4   5    .aspack ascii   @szC
6137 0x0009b036 0x0049cc36 4   6    .aspack utf8    rј_y blocks=Basic Latin,Cyrillic
6138 0x0009b066 0x0049cc66 8   11   .aspack utf8    ;ވH\vRX4ҹ blocks=Basic Latin,Thaana,Cyrillic
6139 0x0009b083 0x0049cc83 7   8    .aspack ascii   CdA&|u|
6140 0x0009b097 0x0049cc97 4   8    .aspack utf8    悇ٌg< blocks=CJK Unified Ideographs,Arabic,Basic Latin
6141 0x0009b0ac 0x0049ccac 4   5    .aspack ascii   Bf`\n
6142 0x0009b0d0 0x0049ccd0 4   5    .aspack ascii   q\f8n
6143 0x0009b0ee 0x0049ccee 4   6    .aspack utf8    y=Քe blocks=Basic Latin,Armenian
6144 0x0009b127 0x0049cd27 4   5    .aspack ascii   ON8S
6145 0x0009b16e 0x0049cd6e 4   6    .aspack utf8    ߧ<#- blocks=NKo,Basic Latin
6146 0x0009b1ac 0x0049cdac 8   9    .aspack ascii   <Fp.0p3.
6147 0x0009b1e9 0x0049cde9 4   6    .aspack utf8    P8/}
6148 0x0009b253 0x0049ce53 7   8    .aspack ascii   RlKV?M.
6149 0x0009b276 0x0049ce76 6   8    .aspack utf8    \fP6Tоk blocks=Basic Latin,Cyrillic
6150 0x0009b2c8 0x0049cec8 7   9    .aspack utf8    U=VɤY-? blocks=Basic Latin,IPA Extensions
6151 0x0009b360 0x0049cf60 8   10   .aspack utf8    vMѮc."3{ blocks=Basic Latin,Cyrillic
6152 0x0009b390 0x0049cf90 4   5    .aspack ascii   .!uM
6153 0x0009b39e 0x0049cf9e 4   5    .aspack ascii   \n}\vo
6154 0x0009b3b5 0x0049cfb5 5   6    .aspack ascii   dL2mx
6155 0x0009b3bf 0x0049cfbf 6   7    .aspack ascii   ~0O3Fc
6156 0x0009b3e7 0x0049cfe7 4   5    .aspack ascii   [ig7
6157 0x0009b409 0x0049d009 5   6    .aspack ascii   J#h4W
6158 0x0009b4e2 0x0049d0e2 4   5    .aspack ascii   ^FBR
6159 0x0009b4fa 0x0049d0fa 5   6    .aspack ascii   LB[lL
6160 0x0009b542 0x0049d142 4   5    .aspack ascii   @_at
6161 0x0009b5b0 0x0049d1b0 4   6    .aspack utf8    ߚ+^s blocks=NKo,Basic Latin
6162 0x0009b5e8 0x0049d1e8 5   6    .aspack ascii   -3%vt
6163 0x0009b626 0x0049d226 5   6    .aspack ascii   \vo\:u
6164 0x0009b69c 0x0049d29c 4   7    .aspack utf8    ֭?ŉG blocks=Hebrew,Basic Latin,Latin Extended-A
6165 0x0009b6a5 0x0049d2a5 4   5    .aspack ascii   C #t
6166 0x0009b727 0x0049d327 4   5    .aspack ascii    NEk
6167 0x0009b734 0x0049d334 4   6    .aspack utf8    wŷ{o blocks=Basic Latin,Latin Extended-A
6168 0x0009b800 0x0049d400 4   5    .aspack ascii   f2g6
6169 0x0009b80a 0x0049d40a 5   8    .aspack utf8    ϙnΙOj blocks=Greek and Coptic,Basic Latin
6170 0x0009b829 0x0049d429 4   5    .aspack ascii   aA!w
6171 0x0009b83b 0x0049d43b 5   6    .aspack ascii   H/2d!
6172 0x0009b841 0x0049d441 6   7    .aspack ascii   u[/Ka|
6173 0x0009b854 0x0049d454 4   7    .aspack utf8    \vv<奻 blocks=Basic Latin,CJK Unified Ideographs
6174 0x0009b88d 0x0049d48d 4   5    .aspack ascii   QVF-
6175 0x0009b8ab 0x0049d4ab 4   5    .aspack ascii   <\fQV
6176 0x0009b8b8 0x0049d4b8 4   6    .aspack utf8    'ɝwP blocks=Basic Latin,IPA Extensions
6177 0x0009b938 0x0049d538 9   10   .aspack ascii   \f=D0@t= 9
6178 0x0009b963 0x0049d563 6   8    .aspack utf8    KլII(f blocks=Basic Latin,Armenian
6179 0x0009b995 0x0049d595 4   5    .aspack ascii   y\rUU
6180 0x0009b9b0 0x0049d5b0 6   8    .aspack utf8    @ShPʔK blocks=Basic Latin,IPA Extensions
6181 0x0009b9cd 0x0049d5cd 5   7    .aspack utf8    \١dK\b blocks=Basic Latin,Arabic
6182 0x0009b9fd 0x0049d5fd 4   5    .aspack ascii   @\(\v
6183 0x0009ba2a 0x0049d62a 6   7    .aspack ascii   Xh*0+Z
6184 0x0009ba7d 0x0049d67d 4   5    .aspack ascii   \\(.
6185 0x0009ba88 0x0049d688 4   5    .aspack ascii   FK\v+
6186 0x0009bb8a 0x0049d78a 4   5    .aspack ascii   "L6g
6187 0x0009bba2 0x0049d7a2 4   5    .aspack ascii   OBKG
6188 0x0009bbd5 0x0049d7d5 4   7    .aspack utf8    0㒽{9 blocks=Basic Latin,CJK Unified Ideographs Extension A
6189 0x0009bc48 0x0049d848 5   6    .aspack ascii   V\vMD$
6190 0x0009bc96 0x0049d896 4   5    .aspack ascii   x2F`
6191 0x0009bcb9 0x0049d8b9 4   5    .aspack ascii   IDAT
6192 0x0009bcc2 0x0049d8c2 6   7    .aspack ascii   xLmH$[
6193 0x0009bcdc 0x0049d8dc 6   8    .aspack utf8    knYciؚ blocks=Basic Latin,Arabic
6194 0x0009bce6 0x0049d8e6 4   6    .aspack utf8    Qz$Ɵ blocks=Basic Latin,Latin Extended-B
6195 0x0009bd34 0x0049d934 6   8    .aspack utf8    Z$>pkב blocks=Basic Latin,Hebrew
6196 0x0009bd3e 0x0049d93e 4   5    .aspack ascii   LJ'_
6197 0x0009bd51 0x0049d951 4   5    .aspack ascii   \fEI&
6198 0x0009bd67 0x0049d967 4   5    .aspack ascii   -.5l
6199 0x0009bd7a 0x0049d97a 7   8    .aspack ascii   Lkfm`:n
6200 0x0009bd97 0x0049d997 6   7    .aspack ascii   FHPo1\e
6201 0x0009bda8 0x0049d9a8 4   5    .aspack ascii   _[Ug
6202 0x0009bdd5 0x0049d9d5 5   6    .aspack ascii   \b6W-e
6203 0x0009bdf2 0x0049d9f2 4   6    .aspack utf8    ̭(\bz blocks=Combining Diacritical Marks,Basic Latin
6204 0x0009be0f 0x0049da0f 4   5    .aspack ascii   bXar
6205 0x0009be2b 0x0049da2b 4   5    .aspack ascii   \b\r~s
6206 0x0009be72 0x0049da72 4   5    .aspack ascii   -v\n\t
6207 0x0009be8c 0x0049da8c 4   5    .aspack ascii   `sF=
6208 0x0009be97 0x0049da97 4   7    .aspack utf8    ߔJ\f\ blocks=NKo,Basic Latin
6209 0x0009bea5 0x0049daa5 5   7    .aspack utf8    )%ݕ*o blocks=Basic Latin,Arabic Supplement
6210 0x0009bed5 0x0049dad5 4   6    .aspack utf8    }İ-? blocks=Basic Latin,Latin Extended-A
6211 0x0009bef3 0x0049daf3 5   7    .aspack utf8    bےg<+ blocks=Basic Latin,Arabic
6212 0x0009bf26 0x0049db26 6   7    .aspack ascii   [\}rw_
6213 0x0009bfbb 0x0049dbbb 4   5    .aspack ascii   6t`v
6214 0x0009bfc8 0x0049dbc8 4   5    .aspack ascii   (8ul
6215 0x0009bfdc 0x0049dbdc 5   7    .aspack utf8    6NN^С blocks=Basic Latin,Cyrillic
6216 0x0009c00b 0x0049dc0b 4   5    .aspack ascii   -J/-
6217 0x0009c088 0x0049dc88 7   8    .aspack ascii   [g$AI52
6218 0x0009c096 0x0049dc96 4   5    .aspack ascii   W[yH
6219 0x0009c10d 0x0049dd0d 6   8    .aspack utf8    3/>;]- blocks=Basic Latin,Greek and Coptic
6220 0x0009c153 0x0049dd53 4   5    .aspack ascii   ?QN\a
6221 0x0009c16e 0x0049dd6e 6   7    .aspack ascii   mh4nE&
6222 0x0009c1af 0x0049ddaf 4   6    .aspack utf8    \nވ=B blocks=Basic Latin,Thaana
6223 0x0009c1d6 0x0049ddd6 5   8    .aspack utf8    ϔͨH1~ blocks=Greek and Coptic,Combining Diacritical Marks,Basic Latin
6224 0x0009c1ea 0x0049ddea 4   6    .aspack utf8    N6͞o blocks=Basic Latin,Combining Diacritical Marks
6225 0x0009c1f3 0x0049ddf3 7   8    .aspack ascii   \n`uyTF?
6226 0x0009c236 0x0049de36 4   5    .aspack ascii   #bS0
6227 0x0009c244 0x0049de44 4   6    .aspack utf8    O:6߭ blocks=Basic Latin,NKo
6228 0x0009c24a 0x0049de4a 4   7    .aspack utf8    ߹x:ɇ blocks=NKo,Basic Latin,Latin Extended-B
6229 0x0009c258 0x0049de58 4   6    .aspack utf8    ̦em* blocks=Combining Diacritical Marks,Basic Latin
6230 0x0009c279 0x0049de79 9   13   .aspack utf8    wgEήC\bǴ-܄ blocks=Basic Latin,Greek and Coptic,Latin Extended-B,Syriac
6231 0x0009c296 0x0049de96 4   5    .aspack ascii   2p&l
6232 0x0009c2af 0x0049deaf 4   5    .aspack ascii   skf\r
6233 0x0009c313 0x0049df13 4   6    .aspack utf8    B(\nɞ blocks=Basic Latin,IPA Extensions
6234 0x0009c377 0x0049df77 5   7    .aspack utf8    ;'ߥ59 blocks=Basic Latin,NKo
6235 0x0009c393 0x0049df93 6   8    .aspack utf8    ʒ"-r0k blocks=IPA Extensions,Basic Latin
6236 0x0009c3a0 0x0049dfa0 5   8    .aspack utf8    輪@gic blocks=CJK Unified Ideographs,Basic Latin
6237 0x0009c3eb 0x0049dfeb 5   6    .aspack ascii   {(`zr
6238 0x0009c419 0x0049e019 4   5    .aspack ascii   '^)<
6239 0x0009c441 0x0049e041 6   7    .aspack ascii   )(;l\vn
6240 0x0009c464 0x0049e064 5   6    .aspack ascii   q:2os
6241 0x0009c483 0x0049e083 4   5    .aspack ascii   .8f\e
6242 0x0009c4a3 0x0049e0a3 5   8    .aspack utf8    ḾI9\r\f blocks=Latin Extended Additional,Basic Latin
6243 0x0009c4b6 0x0049e0b6 5   7    .aspack utf8    cԌM:b blocks=Basic Latin,Cyrillic Supplement
6244 0x0009c4d8 0x0049e0d8 5   6    .aspack ascii   !65!z
6245 0x0009c4f3 0x0049e0f3 4   5    .aspack ascii   8k`J
6246 0x0009c5a0 0x0049e1a0 4   5    .aspack ascii   l=BY
6247 0x0009c5b3 0x0049e1b3 4   5    .aspack ascii   O!\v\v
6248 0x0009c5ba 0x0049e1ba 4   5    .aspack ascii   f['?
6249 0x0009c602 0x0049e202 4   5    .aspack ascii   S,2W
6250 0x0009c608 0x0049e208 5   6    .aspack ascii   m_Z,W
6251 0x0009c67e 0x0049e27e 6   7    .aspack ascii   r|2D\*
6252 0x0009c685 0x0049e285 5   6    .aspack ascii   \t]J()
6253 0x0009c6e3 0x0049e2e3 4   5    .aspack ascii   xb;W
6254 0x0009c740 0x0049e340 5   6    .aspack ascii   -uq?q
6255 0x0009c764 0x0049e364 8   10   .aspack utf8    \t! 1P\ax݇ blocks=Basic Latin,Syriac
6256 0x0009c779 0x0049e379 4   7    .aspack utf8    Qߐ;ު blocks=Basic Latin,NKo,Thaana
6257 0x0009c7c5 0x0049e3c5 4   5    .aspack ascii   GjEG
6258 0x0009c7ed 0x0049e3ed 4   5    .aspack ascii   aAN\r
6259 0x0009c809 0x0049e409 4   5    .aspack ascii   _W9y
6260 0x0009c844 0x0049e444 7   10   .aspack utf8    Ǒ0WBOR^ blocks=Latin Extended-B,Basic Latin
6261 0x0009c89c 0x0049e49c 4   5    .aspack ascii   ZJ\nT
6262 0x0009c8cf 0x0049e4cf 4   6    .aspack utf8    \Qjɬ blocks=Basic Latin,IPA Extensions
6263 0x0009c8f1 0x0049e4f1 4   5    .aspack ascii   i&3b
6264 0x0009c925 0x0049e525 5   6    .aspack ascii   sK-;s
6265 0x0009c94a 0x0049e54a 5   6    .aspack ascii   @I`Sx
6266 0x0009c970 0x0049e570 4   6    .aspack utf8    zqg_
6267 0x0009c979 0x0049e579 4   5    .aspack ascii   !;V=
6268 0x0009ca1d 0x0049e61d 4   5    .aspack ascii   u>&\v
6269 0x0009ca2e 0x0049e62e 5   6    .aspack ascii   6 in^
6270 0x0009ca3c 0x0049e63c 5   6    .aspack ascii   l\r$s@
6271 0x0009ca70 0x0049e670 4   5    .aspack ascii   3[P[
6272 0x0009ca8d 0x0049e68d 4   5    .aspack ascii   -}o:
6273 0x0009ca9e 0x0049e69e 7   9    .aspack utf8    W\~Ŏ;Np blocks=Basic Latin,Latin Extended-A
6274 0x0009cabd 0x0049e6bd 4   5    .aspack ascii   VVK~
6275 0x0009cacd 0x0049e6cd 4   5    .aspack ascii   -iw)
6276 0x0009cae6 0x0049e6e6 4   6    .aspack utf8    \fňPG blocks=Basic Latin,Latin Extended-A
6277 0x0009caf3 0x0049e6f3 4   6    .aspack utf8    \tFϢ' blocks=Basic Latin,Greek and Coptic
6278 0x0009cb19 0x0049e719 6   7    .aspack ascii   1v))q0
6279 0x0009cb4c 0x0049e74c 4   5    .aspack ascii   kR{5
6280 0x0009cb53 0x0049e753 7   9    .aspack utf8    ǚrNEKi3 blocks=Latin Extended-B,Basic Latin
6281 0x0009cbab 0x0049e7ab 5   7    .aspack utf8    mݶZ`% blocks=Basic Latin,Arabic Supplement
6282 0x0009cbb7 0x0049e7b7 4   5    .aspack ascii   EI4`
6283 0x0009cbdc 0x0049e7dc 4   5    .aspack ascii   7U\vp
6284 0x0009cbe4 0x0049e7e4 4   7    .aspack utf8    ^/p blocks=Basic Latin,Private Use Area
6285 0x0009cc0d 0x0049e80d 4   5    .aspack ascii   (\$H
6286 0x0009cc18 0x0049e818 5   6    .aspack ascii   +uqE 
6287 0x0009cc54 0x0049e854 4   7    .aspack utf8    [a4 blocks=Basic Latin,Private Use Area
6288 0x0009cc66 0x0049e866 4   5    .aspack ascii   ;a/T
6289 0x0009cc6e 0x0049e86e 4   6    .aspack utf8    QI%Ш blocks=Basic Latin,Cyrillic
6290 0x0009cc8b 0x0049e88b 5   6    .aspack ascii   \v-]'Z
6291 0x0009cc95 0x0049e895 6   7    .aspack ascii   `o!lI?
6292 0x0009cca0 0x0049e8a0 5   6    .aspack ascii   .|HUu
6293 0x0009ccb1 0x0049e8b1 5   6    .aspack ascii   0Xedk
6294 0x0009ccd1 0x0049e8d1 4   5    .aspack ascii   S_~6
6295 0x0009cd06 0x0049e906 7   8    .aspack ascii   5XUJSMo
6296 0x0009cd33 0x0049e933 4   6    .aspack utf8    ŭJ F blocks=Latin Extended-A,Basic Latin
6297 0x0009cdeb 0x0049e9eb 7   8    .aspack ascii    \eTBYti
6298 0x0009cdf3 0x0049e9f3 4   5    .aspack ascii   J\nk
6299 0x0009ce2e 0x0049ea2e 4   6    .aspack utf8    jŗN6 blocks=Basic Latin,Latin Extended-A
6300 0x0009ce4c 0x0049ea4c 4   6    .aspack utf8    {j̺' blocks=Basic Latin,Combining Diacritical Marks
6301 0x0009ce60 0x0049ea60 6   7    .aspack ascii   =`^BW=
6302 0x0009ce79 0x0049ea79 4   5    .aspack ascii   Q(u\f
6303 0x0009ce7e 0x0049ea7e 6   7    .aspack ascii   =_\n\rc4
6304 0x0009cea2 0x0049eaa2 4   5    .aspack ascii   Hcds
6305 0x0009ceb3 0x0049eab3 5   6    .aspack ascii   <: WY
6306 0x0009ceec 0x0049eaec 8   12   .aspack utf8    7qZKv:Ӎ blocks=Basic Latin,Private Use Area,Cyrillic
6307 0x0009cf27 0x0049eb27 4   6    .aspack utf8    W!á1 blocks=Basic Latin,Latin-1 Supplement
6308 0x0009cf38 0x0049eb38 7   12   .aspack utf8    qVĄƋ֫04 blocks=Basic Latin,Latin Extended-A,Latin Extended-B,Hebrew
6309 0x0009cf81 0x0049eb81 5   6    .aspack ascii   9?~\f7
6310 0x0009cfab 0x0049ebab 4   5    .aspack ascii   S)T9
6311 0x0009d031 0x0049ec31 4   5    .aspack ascii   2$\b
6312 0x0009d051 0x0049ec51 4   5    .aspack ascii   e}>B
6313 0x0009d057 0x0049ec57 7   9    .aspack utf8    wyNcYީm blocks=Basic Latin,Thaana
6314 0x0009d064 0x0049ec64 4   5    .aspack ascii   h&0^
6315 0x0009d06a 0x0049ec6a 4   5    .aspack ascii   5]\f\n
6316 0x0009d06f 0x0049ec6f 5   6    .aspack ascii   {X8(l
6317 0x0009d086 0x0049ec86 5   6    .aspack ascii   +*K\e\e
6318 0x0009d0d1 0x0049ecd1 4   6    .aspack utf8    آSvc blocks=Arabic,Basic Latin
6319 0x0009d122 0x0049ed22 4   5    .aspack ascii   y}a`
6320 0x0009d130 0x0049ed30 4   6    .aspack utf8    ǰ@g+ blocks=Latin Extended-B,Basic Latin
6321 0x0009d148 0x0049ed48 4   5    .aspack ascii   6nzt
6322 0x0009d173 0x0049ed73 5   9    .aspack utf8    \e᧔t%P blocks=Basic Latin,New Tai Lue
6323 0x0009d19b 0x0049ed9b 4   5    .aspack ascii   GOLm
6324 0x0009d1a0 0x0049eda0 5   6    .aspack ascii   UK]s\
6325 0x0009d1ac 0x0049edac 7   8    .aspack ascii   1~Qi,_-
6326 0x0009d1b4 0x0049edb4 6   7    .aspack ascii   \e"Ui8@
6327 0x0009d1da 0x0049edda 4   5    .aspack ascii   \tefa
6328 0x0009d209 0x0049ee09 4   5    .aspack ascii   :l#M
6329 0x0009d21e 0x0049ee1e 4   5    .aspack ascii   o{$+
6330 0x0009d22c 0x0049ee2c 5   6    .aspack ascii   IsNI&
6331 0x0009d288 0x0049ee88 4   5    .aspack ascii   b\eN7
6332 0x0009d2b0 0x0049eeb0 4   7    .aspack utf8    f季O\ blocks=Basic Latin,CJK Unified Ideographs
6333 0x0009d31d 0x0049ef1d 4   5    .aspack ascii   SA.\f
6334 0x0009d347 0x0049ef47 4   6    .aspack utf8    2)ɤd blocks=Basic Latin,IPA Extensions
6335 0x0009d360 0x0049ef60 5   7    .aspack utf8    dM-ΏA blocks=Basic Latin,Greek and Coptic
6336 0x0009d367 0x0049ef67 6   8    .aspack utf8    |)!ԖQL blocks=Basic Latin,Cyrillic Supplement
6337 0x0009d3cc 0x0049efcc 4   5    .aspack ascii   I\n""
6338 0x0009d3e6 0x0049efe6 5   10   .aspack utf8    ɯઊT?е blocks=IPA Extensions,Gujarati,Basic Latin,Cyrillic
6339 0x0009d427 0x0049f027 4   6    .aspack utf8    I\tÑY blocks=Basic Latin,Latin-1 Supplement
6340 0x0009d437 0x0049f037 4   5    .aspack ascii   xYXQ
6341 0x0009d45b 0x0049f05b 4   6    .aspack utf8    5uǩ_ blocks=Basic Latin,Latin Extended-B
6342 0x0009d461 0x0049f061 9   11   .aspack utf8    0L^\fh&~sv
6343 0x0009d4b9 0x0049f0b9 4   5    .aspack ascii   nC\ea
6344 0x0009d554 0x0049f154 4   5    .aspack ascii   JZ<4
6345 0x0009d566 0x0049f166 6   7    .aspack ascii   ;7w0Rw
6346 0x0009d574 0x0049f174 5   6    .aspack ascii   224k/
6347 0x0009d58f 0x0049f18f 7   9    .aspack utf8    '# Á^vO blocks=Basic Latin,Latin-1 Supplement
6348 0x0009d5bb 0x0049f1bb 4   5    .aspack ascii   \nO\f)
6349 0x0009d600 0x0049f200 4   5    .aspack ascii   #f~\a
6350 0x0009d611 0x0049f211 4   5    .aspack ascii   jR\b`
6351 0x0009d61d 0x0049f21d 6   7    .aspack ascii   KW\yYy
6352 0x0009d6ab 0x0049f2ab 5   8    .aspack utf8    峻?XPO blocks=CJK Unified Ideographs,Basic Latin
6353 0x0009d71e 0x0049f31e 4   5    .aspack ascii   a$%R
6354 0x0009d734 0x0049f334 4   5    .aspack ascii   O`-v
6355 0x0009d74a 0x0049f34a 4   6    .aspack utf8    ʧE\n^ blocks=IPA Extensions,Basic Latin
6356 0x0009d782 0x0049f382 4   5    .aspack ascii   %O@-
6357 0x0009d78d 0x0049f38d 4   5    .aspack ascii   Xq8\t
6358 0x0009d7e5 0x0049f3e5 4   5    .aspack ascii   ;_Tj
6359 0x0009d7eb 0x0049f3eb 4   5    .aspack ascii   K0ZV
6360 0x0009d84d 0x0049f44d 7   8    .aspack ascii   x]@dD\f=
6361 0x0009d91b 0x0049f51b 4   5    .aspack ascii   J}M5
6362 0x0009d926 0x0049f526 5   8    .aspack utf8    .\r´߷\ blocks=Basic Latin,Latin-1 Supplement,NKo
6363 0x0009d947 0x0049f547 4   5    .aspack ascii   NcAY
6364 0x0009d969 0x0049f569 5   6    .aspack ascii   SD=J@
6365 0x0009d96f 0x0049f56f 6   7    .aspack ascii   B\vfR']
6366 0x0009d99a 0x0049f59a 5   6    .aspack ascii   WEH8B
6367 0x0009d9bc 0x0049f5bc 5   7    .aspack utf8    xڦ}t6 blocks=Basic Latin,Arabic
6368 0x0009d9d7 0x0049f5d7 4   5    .aspack ascii   w\eRL
6369 0x0009d9dc 0x0049f5dc 4   5    .aspack ascii   KOPz
6370 0x0009da1a 0x0049f61a 4   6    .aspack utf8    \rRFϟ blocks=Basic Latin,Greek and Coptic
6371 0x0009da60 0x0049f660 4   5    .aspack ascii   p\n}I
6372 0x0009da6d 0x0049f66d 5   6    .aspack ascii   k-\~\n
6373 0x0009da9c 0x0049f69c 8   9    .aspack ascii    H\fHt\b\n"
6374 0x0009dad1 0x0049f6d1 6   7    .aspack ascii   '%`F\\
6375 0x0009db22 0x0049f722 5   6    .aspack ascii   %~6c~
6376 0x0009db57 0x0049f757 4   5    .aspack ascii   ribo
6377 0x0009db80 0x0049f780 4   5    .aspack ascii   %a+\n
6378 0x0009dbaf 0x0049f7af 4   5    .aspack ascii   eLaH
6379 0x0009dbd8 0x0049f7d8 5   7    .aspack utf8    y`H4ן blocks=Basic Latin,Hebrew
6380 0x0009dbe2 0x0049f7e2 5   8    .aspack utf8    ck픢R\n blocks=Basic Latin,Hangul Syllables
6381 0x0009dc1a 0x0049f81a 4   6    .aspack utf8    pξtC blocks=Basic Latin,Greek and Coptic
6382 0x0009dc35 0x0049f835 4   5    .aspack ascii   \(0k
6383 0x0009dc81 0x0049f881 6   7    .aspack ascii   mhh2}M
6384 0x0009dc8a 0x0049f88a 4   6    .aspack utf8    Z Ҙ+ blocks=Basic Latin,Cyrillic
6385 0x0009dc9c 0x0049f89c 5   6    .aspack ascii   n}5TA
6386 0x0009dcac 0x0049f8ac 4   5    .aspack ascii   ~b9T
6387 0x0009dcb6 0x0049f8b6 4   5    .aspack ascii   ysAO
6388 0x0009dcc5 0x0049f8c5 4   5    .aspack ascii   IDAT
6389 0x0009dcd5 0x0049f8d5 4   5    .aspack ascii   %[Hh
6390 0x0009dd04 0x0049f904 9   10   .aspack ascii   ^s*q\b@;P+
6391 0x0009dd10 0x0049f910 6   8    .aspack utf8    BeFԥ6n blocks=Basic Latin,Cyrillic Supplement
6392 0x0009dd27 0x0049f927 5   6    .aspack ascii   }S'a+
6393 0x0009dd80 0x0049f980 4   5    .aspack ascii   \v[7N
6394 0x0009ddca 0x0049f9ca 4   5    .aspack ascii   Ydb&
6395 0x0009ddf3 0x0049f9f3 6   7    .aspack ascii   U+ZM'1
6396 0x0009de41 0x0049fa41 4   5    .aspack ascii   6A//
6397 0x0009de65 0x0049fa65 5   6    .aspack ascii   JtfD 
6398 0x0009de6b 0x0049fa6b 4   6    .aspack utf8    >ĸUQ blocks=Basic Latin,Latin Extended-A
6399 0x0009deee 0x0049faee 5   6    .aspack ascii   .+ Bh
6400 0x0009df39 0x0049fb39 4   6    .aspack utf8    þGa- blocks=Latin-1 Supplement,Basic Latin
6401 0x0009df5d 0x0049fb5d 4   5    .aspack ascii   B-:'
6402 0x0009dfbd 0x0049fbbd 9   10   .aspack ascii    i,]V\b\t\v\t
6403 0x0009dfcf 0x0049fbcf 5   6    .aspack ascii   H(t!J
6404 0x0009dfd8 0x0049fbd8 4   6    .aspack utf8    @|Ԋ> blocks=Basic Latin,Cyrillic Supplement
6405 0x0009dfec 0x0049fbec 4   5    .aspack ascii   -pk.
6406 0x0009e02c 0x0049fc2c 4   6    .aspack utf8    Sݸ@! blocks=Basic Latin,Arabic Supplement
6407 0x0009e066 0x0049fc66 5   7    .aspack utf8    Y\Bʘ' blocks=Basic Latin,IPA Extensions
6408 0x0009e085 0x0049fc85 4   5    .aspack ascii   T a\a
6409 0x0009e0ae 0x0049fcae 4   5    .aspack ascii   "$n}
6410 0x0009e102 0x0049fd02 4   5    .aspack ascii   `K2"
6411 0x0009e122 0x0049fd22 4   5    .aspack ascii   }KW5
6412 0x0009e15e 0x0049fd5e 6   8    .aspack utf8    \r5σjP\r blocks=Basic Latin,Greek and Coptic
6413 0x0009e171 0x0049fd71 6   7    .aspack ascii   nw7&p;
6414 0x0009e191 0x0049fd91 4   5    .aspack ascii    \f\bd
6415 0x0009e1b4 0x0049fdb4 4   6    .aspack utf8    ,\taՎ blocks=Basic Latin,Armenian
6416 0x0009e21a 0x0049fe1a 4   6    .aspack utf8    ZGȃv blocks=Basic Latin,Latin Extended-B
6417 0x0009e227 0x0049fe27 4   5    .aspack ascii   /3,4
6418 0x0009e22f 0x0049fe2f 5   6    .aspack ascii   i^)dZ
6419 0x0009e23d 0x0049fe3d 4   5    .aspack ascii   4+,M
6420 0x0009e24b 0x0049fe4b 5   7    .aspack utf8    մk<EN blocks=Armenian,Basic Latin
6421 0x0009e295 0x0049fe95 4   5    .aspack ascii   KMCv
6422 0x0009e2dc 0x0049fedc 4   5    .aspack ascii   Q3! 
6423 0x0009e380 0x0049ff80 7   8    .aspack ascii   ;quGM)c
6424 0x0009e3a5 0x0049ffa5 4   5    .aspack ascii   SF\a?
6425 0x0009e3bb 0x0049ffbb 7   8    .aspack ascii   2LK+#.P
6426 0x0009e3c4 0x0049ffc4 5   7    .aspack utf8    zV/ߞ| blocks=Basic Latin,NKo
6427 0x0009e3e5 0x0049ffe5 5   6    .aspack ascii   :*VEy
6428 0x0009e3ff 0x0049ffff 6   7    .aspack ascii   @SK7lj
6429 0x0009e419 0x004a0019 4   6    .aspack utf8    φn7C blocks=Greek and Coptic,Basic Latin
