[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x00000080 0x00000080 17  18           ascii   }f?\e9\aQH9\aQH9\aQH"
3    0x00000093 0x00000093 6   7            ascii   Hu\aQH"
4    0x0000009b 0x0000009b 6   7            ascii   H:\aQH"
5    0x000000a3 0x000000a3 13  14           ascii   H8\aQHRich9\aQH
6    0x000001b0 0x000001b0 5   6            ascii   .text
324  0x00008506 0x00408506 11  14   .text   utf8    O(Qj\fj\jdV苸 blocks=Basic Latin,CJK Unified Ideographs
325  0x0000852a 0x0040852a 10  11   .text   ascii   W(Rj\bj\jeV
326  0x0000854e 0x0040854e 10  11   .text   ascii   G(Pj\tj\jfV
327  0x00008572 0x00408572 10  11   .text   ascii   O(Qj\bj\jgV
328  0x00008592 0x00408592 10  11   .text   ascii   W(Rj\tj\jhV
329  0x000085b2 0x004085b2 4   5    .text   ascii   G(Pj
330  0x000085b7 0x004085b7 5   6    .text   ascii   j\jiV
331  0x000085ec 0x004085ec 4   5    .text   ascii   F0_^
332  0x000085f5 0x004085f5 4   6    .text   utf8    []ËN blocks=Basic Latin,Latin-1 Supplement
333  0x0000861b 0x0040861b 4   6    .text   utf8    1+IE
334  0x0000862d 0x0040862d 4   5    .text   ascii   ?$\U
335  0x0000872d 0x0040872d 4   6    .text   utf8    rыu\b blocks=Basic Latin,Cyrillic
336  0x00008758 0x00408758 4   5    .text   ascii   t\nPV
337  0x00008789 0x00408789 4   6    .text   utf8    \O~ʏ blocks=Basic Latin,IPA Extensions
338  0x000087b0 0x004087b0 5   8    .text   utf8    EىE݉E blocks=Basic Latin,Arabic,Syriac
339  0x000087cb 0x004087cb 9   14   .text   utf8    EIEŉEɉE͉E blocks=Basic Latin,Latin Extended-A,Latin Extended-B,Combining Diacritical Marks
340  0x000087ff 0x004087ff 5   8    .text   utf8    ]؈]\b] blocks=Basic Latin,Arabic
341  0x000088a8 0x004088a8 5   6    .text   ascii   www.u
342  0x000088d3 0x004088d3 4   6    .text   utf8    ]æ99 blocks=Basic Latin,Latin-1 Supplement
343  0x000089b5 0x004089b5 4   6    .text   utf8    1+IE
344  0x00008a09 0x00408a09 5   7    .text   utf8    \f]ÁB# blocks=Basic Latin,Latin-1 Supplement
345  0x00008a47 0x00408a47 4   5    .text   ascii   M\bPQ
346  0x00008a6d 0x00408a6d 4   5    .text   ascii   FDWP
347  0x00008a82 0x00408a82 4   5    .text   ascii   FDPS
348  0x00008a90 0x00408a90 4   5    .text   ascii   VQR3
349  0x00008ba4 0x00408ba4 6   8    .text   utf8    U\bVW3ɿ blocks=Basic Latin,IPA Extensions
350  0x00008c54 0x00408c54 5   7    .text   utf8    E\b3ɉH blocks=Basic Latin,Latin Extended-B
351  0x00008c76 0x00408c76 5   6    .text   ascii   @\fvT2
352  0x00008c9c 0x00408c9c 6   8    .text   utf8    u\bW3ɍF blocks=Basic Latin,Latin Extended-B
353  0x00008d63 0x00408d63 4   5    .text   ascii   3\b3X
354  0x00008d80 0x00408d80 5   6    .text   ascii   H 3X\b
355  0x00009152 0x00409152 4   7    .text   utf8    bʋI] blocks=Basic Latin,IPA Extensions
356  0x000091db 0x004091db 5   7    .text   utf8    arҫ!U blocks=Basic Latin,Cyrillic
357  0x000091fd 0x004091fd 4   5    .text   ascii   F\~A
358  0x0000922c 0x0040922c 5   6    .text   ascii   9N\}-
359  0x00009239 0x00409239 6   7    .text   ascii   ~\9N\|
360  0x0000929f 0x0040929f 4   5    .text   ascii   _^[]
361  0x0000930c 0x0040930c 4   6    .text   utf8    OGōU blocks=Basic Latin,Latin Extended-A
362  0x0000931a 0x0040931a 4   5    .text   ascii   E\bSV
363  0x0000932a 0x0040932a 4   5    .text   ascii   ABCD
364  0x00009331 0x00409331 4   5    .text   ascii   EFGH
365  0x00009338 0x00409338 4   5    .text   ascii   IJKL
366  0x0000933f 0x0040933f 4   5    .text   ascii   MNOP
367  0x00009346 0x00409346 4   5    .text   ascii   QRST
368  0x0000934d 0x0040934d 4   5    .text   ascii   UVWX
369  0x00009354 0x00409354 4   5    .text   ascii   YZab
370  0x0000935b 0x0040935b 4   5    .text   ascii   cdef
371  0x00009362 0x00409362 4   5    .text   ascii   ghij
372  0x00009369 0x00409369 4   5    .text   ascii   klmn
373  0x00009370 0x00409370 4   5    .text   ascii   opqr
374  0x00009377 0x00409377 4   5    .text   ascii   stuv
375  0x0000937e 0x0040937e 4   5    .text   ascii   wxyz
376  0x00009385 0x00409385 4   5    .text   ascii   0123
377  0x0000938c 0x0040938c 4   5    .text   ascii   4567
378  0x00009393 0x00409393 4   5    .text   ascii   89+/
379  0x00009467 0x00409467 7   8    .text   ascii   +E\b_^@[
380  0x0000948a 0x0040948a 4   6    .text   utf8    M\fVǅ blocks=Basic Latin,Latin Extended-B
381  0x00009493 0x00409493 5   7    .text   utf8    @@@@ǅ blocks=Basic Latin,Latin Extended-B
382  0x0000949d 0x0040949d 6   8    .text   utf8    @@@@ǅ\b blocks=Basic Latin,Latin Extended-B
383  0x000094a7 0x004094a7 6   8    .text   utf8    @@@@ǅ\f blocks=Basic Latin,Latin Extended-B
384  0x000094b1 0x004094b1 5   7    .text   utf8    @@@@ǅ blocks=Basic Latin,Latin Extended-B
385  0x000094bb 0x004094bb 5   7    .text   utf8    @@@@ǅ blocks=Basic Latin,Latin Extended-B
386  0x000094c5 0x004094c5 5   7    .text   utf8    @@@@ǅ blocks=Basic Latin,Latin Extended-B
387  0x000094cf 0x004094cf 5   7    .text   utf8    @@@@ǅ blocks=Basic Latin,Latin Extended-B
388  0x000094d9 0x004094d9 6   8    .text   utf8    @@@@ǅ  blocks=Basic Latin,Latin Extended-B
389  0x000094e3 0x004094e3 6   8    .text   utf8    @@@@ǅ$ blocks=Basic Latin,Latin Extended-B
390  0x000094ed 0x004094ed 6   8    .text   utf8    @@@@ǅ( blocks=Basic Latin,Latin Extended-B
391  0x000094f7 0x004094f7 4   5    .text   ascii   @@@>
392  0x00009503 0x00409503 6   8    .text   utf8    @@@?ǅ0 blocks=Basic Latin,Latin Extended-B
393  0x0000950d 0x0040950d 6   8    .text   utf8    4567ǅ4 blocks=Basic Latin,Latin Extended-B
394  0x00009517 0x00409517 6   8    .text   utf8    89:;ǅ8 blocks=Basic Latin,Latin Extended-B
395  0x00009521 0x00409521 6   8    .text   utf8    <=@@ǅ< blocks=Basic Latin,Latin Extended-B
396  0x0000952b 0x0040952b 6   8    .text   utf8    @@@@ǅ@ blocks=Basic Latin,Latin Extended-B
397  0x00009549 0x00409549 6   8    .text   utf8    \a\b\t\nǅL blocks=Basic Latin,Latin Extended-B
398  0x0000957b 0x0040957b 6   8    .text   utf8    @@@@ǅ` blocks=Basic Latin,Latin Extended-B
399  0x00009599 0x00409599 6   8    .text   utf8    !"#$ǅl blocks=Basic Latin,Latin Extended-B
400  0x000095a3 0x004095a3 6   8    .text   utf8    %&'(ǅp blocks=Basic Latin,Latin Extended-B
401  0x000095ad 0x004095ad 6   8    .text   utf8    )*+,ǅt blocks=Basic Latin,Latin Extended-B
402  0x000095b7 0x004095b7 6   8    .text   utf8    -./0ǅx blocks=Basic Latin,Latin Extended-B
403  0x000095c1 0x004095c1 6   8    .text   utf8    123@ǅ| blocks=Basic Latin,Latin Extended-B
404  0x000095cb 0x004095cb 4   5    .text   ascii   @@@@
405  0x000095d2 0x004095d2 4   5    .text   ascii   @@@@
406  0x000095d9 0x004095d9 4   5    .text   ascii   @@@@
407  0x000095e0 0x004095e0 4   5    .text   ascii   @@@@
408  0x000095e7 0x004095e7 4   5    .text   ascii   @@@@
409  0x000095ee 0x004095ee 4   5    .text   ascii   @@@@
410  0x000095f5 0x004095f5 4   5    .text   ascii   @@@@
411  0x000095fc 0x004095fc 4   5    .text   ascii   @@@@
412  0x00009603 0x00409603 4   5    .text   ascii   @@@@
413  0x0000960a 0x0040960a 4   5    .text   ascii   @@@@
414  0x00009611 0x00409611 4   5    .text   ascii   @@@@
415  0x00009618 0x00409618 4   5    .text   ascii   @@@@
416  0x0000961f 0x0040961f 4   5    .text   ascii   @@@@
417  0x00009626 0x00409626 4   5    .text   ascii   @@@@
418  0x0000962d 0x0040962d 4   5    .text   ascii   @@@@
419  0x00009634 0x00409634 4   5    .text   ascii   @@@@
420  0x0000963b 0x0040963b 4   5    .text   ascii   @@@@
421  0x00009642 0x00409642 4   5    .text   ascii   @@@@
422  0x00009649 0x00409649 4   5    .text   ascii   @@@@
423  0x00009650 0x00409650 4   5    .text   ascii   @@@@
424  0x00009657 0x00409657 4   5    .text   ascii   @@@@
425  0x0000965e 0x0040965e 4   5    .text   ascii   @@@@
426  0x00009665 0x00409665 4   5    .text   ascii   @@@@
427  0x0000966c 0x0040966c 4   5    .text   ascii   @@@@
428  0x00009673 0x00409673 4   5    .text   ascii   @@@@
429  0x0000967a 0x0040967a 4   5    .text   ascii   @@@@
430  0x00009681 0x00409681 4   5    .text   ascii   @@@@
431  0x00009688 0x00409688 4   5    .text   ascii   @@@@
432  0x0000968f 0x0040968f 4   5    .text   ascii   @@@@
433  0x00009696 0x00409696 4   5    .text   ascii   @@@@
434  0x0000969d 0x0040969d 4   5    .text   ascii   @@@@
435  0x000096a4 0x004096a4 4   5    .text   ascii   @@@@
436  0x000096ab 0x004096ab 4   5    .text   ascii   @@@@
437  0x000096c0 0x004096c0 5   7    .text   utf8    u\b+Mx
438  0x00009845 0x00409845 4   6    .text   utf8    u\f3Ʌ blocks=Basic Latin,Latin Extended-B
439  0x00009853 0x00409853 11  12   .text   ascii   <+t\f</t\b<=t
440  0x00009880 0x00409880 6   8    .text   utf8    3ɸgfff blocks=Basic Latin,IPA Extensions
441  0x00009914 0x00409914 5   6    .text   ascii   9E\fvx
442  0x00009985 0x00409985 4   6    .text   utf8    2ʈL8 blocks=Basic Latin,IPA Extensions
443  0x0000998b 0x0040998b 4   5    .text   ascii   ;E\fr
444  0x000099af 0x004099af 5   7    .text   utf8    ^]Ã~` blocks=Basic Latin,Latin-1 Supplement
445  0x000099e7 0x004099e7 4   5    .text   ascii   uKSW
446  0x00009a0d 0x00409a0d 4   5    .text   ascii   F\u\b
447  0x00009a1b 0x00409a1b 4   5    .text   ascii   @u\tV
448  0x00009a2f 0x00409a2f 4   5    .text   ascii   _[^]
449  0x00009a4d 0x00409a4d 4   5    .text   ascii   kh"U
450  0x00009ac9 0x00409ac9 8   9    .text   ascii   lls~j.;U
451  0x00009c44 0x00409c44 5   6    .text   ascii   \t\a;F
452  0x00009cfa 0x00409cfa 5   7    .text   utf8    ]ËE\bj blocks=Basic Latin,Latin-1 Supplement
453  0x00009e8b 0x00409e8b 4   5    .text   ascii   E\fVP
454  0x00009f1f 0x00409f1f 4   5    .text   ascii   ]\bVW
455  0x00009f48 0x00409f48 4   5    .text   ascii   E\fVP
456  0x0000a029 0x0040a029 4   5    .text   ascii   SVW3
457  0x0000a13c 0x0040a13c 4   5    .text   ascii   E\f_3
458  0x0000a149 0x0040a149 5   7    .text   utf8    ]ËU\f3 blocks=Basic Latin,Latin-1 Supplement
459  0x0000a169 0x0040a169 4   5    .text   ascii   SVWh
460  0x0000a1d0 0x0040a1d0 4   5    .text   ascii   </t\f
461  0x0000a2a6 0x0040a2a6 6   8    .text   utf8    rȋE\f_3 blocks=Basic Latin,Latin Extended-B
462  0x0000a2b6 0x0040a2b6 6   8    .text   utf8    ]ËU\f_3 blocks=Basic Latin,Latin-1 Supplement
463  0x0000a2db 0x0040a2db 4   5    .text   ascii   u\fWj
464  0x0000a385 0x0040a385 4   6    .text   utf8    ]ÁB2 blocks=Basic Latin,Latin-1 Supplement
465  0x0000a39e 0x0040a39e 5   7    .text   utf8    SV3ۉE blocks=Basic Latin,Arabic
466  0x0000a434 0x0040a434 5   6    .text   ascii   DESTf
467  0x0000a457 0x0040a457 6   9    .text   utf8    Mċ}ċM\f blocks=Basic Latin,Latin Extended-A
468  0x0000a493 0x0040a493 5   8    .text   utf8    Eċ}čE blocks=Basic Latin,Latin Extended-A
469  0x0000a566 0x0040a566 5   8    .text   utf8    Uċ}ĉ8 blocks=Basic Latin,Latin Extended-A
470  0x0000a57c 0x0040a57c 4   6    .text   utf8    UЉP\f blocks=Basic Latin,Cyrillic
471  0x0000a7c4 0x0040a7c4 4   5    .text   ascii   j@Sj
472  0x0000a7dc 0x0040a7dc 4   5    .text   ascii   RPQV
473  0x0000a8bf 0x0040a8bf 4   5    .text   ascii   j@Sj
474  0x0000a8d7 0x0040a8d7 4   5    .text   ascii   RPQV
475  0x0000a9b2 0x0040a9b2 5   6    .text   ascii   M\fj@j
476  0x0000aa4d 0x0040aa4d 4   5    .text   ascii   M\bPQ
477  0x0000aa6c 0x0040aa6c 4   6    .text   utf8    +Ƌu\b blocks=Basic Latin,Latin Extended-B
478  0x0000ab7d 0x0040ab7d 4   7    .text   utf8    M쉏$\n blocks=Basic Latin,Hangul Syllables
479  0x0000aba3 0x0040aba3 8   9    .text   ascii   5%au\f>pu
480  0x0000abbe 0x0040abbe 4   5    .text   ascii   }\bPj
481  0x0000abf1 0x0040abf1 5   6    .text   ascii   QRPVW
482  0x0000ac94 0x0040ac94 4   5    .text   ascii   U\bRV
483  0x0000acad 0x0040acad 7   11   .text   utf8    ]ԉ]܉]؉] blocks=Basic Latin,Cyrillic Supplement,Syriac,Arabic
484  0x0000acd8 0x0040acd8 4   5    .text   ascii   M\bSj
485  0x0000ad2c 0x0040ad2c 4   5    .text   ascii   PQRV
486  0x0000ad53 0x0040ad53 4   5    .text   ascii   U\bRV
487  0x0000ad66 0x0040ad66 8   9    .text   ascii   U\fSWPQRV
488  0x0000ad8e 0x0040ad8e 4   5    .text   ascii   \b_^[
489  0x0000ada6 0x0040ada6 4   5    .text   ascii   E\bj 
490  0x0000adbe 0x0040adbe 4   5    .text   ascii   M\bQV
491  0x0000adc9 0x0040adc9 4   5    .text   ascii   \b_^[
492  0x0000adcf 0x0040adcf 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
493  0x0000adf4 0x0040adf4 5   6    .text   ascii   U\bRWV
494  0x0000ae2d 0x0040ae2d 4   5    .text   ascii   M\bQV
495  0x0000ae78 0x0040ae78 6   7    .text   ascii   SSSPQV
496  0x0000ae92 0x0040ae92 4   5    .text   ascii   E\bPV
497  0x0000aeca 0x0040aeca 4   5    .text   ascii   \b_^[
498  0x0000b0bb 0x0040b0bb 6   7    .text   ascii   u!j@j+
499  0x0000b1c0 0x0040b1c0 5   6    .text   ascii   jZjAf
500  0x0000b384 0x0040b384 5   6    .text   ascii   Rj\bPV
501  0x0000b466 0x0040b466 4   9    .text   utf16le jjjj
502  0x0000b47c 0x0040b47c 5   6    .text   ascii   U\fQRP
503  0x0000b501 0x0040b501 4   5    .text   ascii   Dj\fj
504  0x0000b562 0x0040b562 4   5    .text   ascii   U\bQR
505  0x0000b589 0x0040b589 4   5    .text   ascii   SVW3
506  0x0000b5d5 0x0040b5d5 4   6    .text   utf8    Q3\tE
507  0x0000b69a 0x0040b69a 4   5    .text   ascii   \b_^3
508  0x0000b6fb 0x0040b6fb 5   6    .text   ascii   \fhYd8
509  0x0000b8b6 0x0040b8b6 4   5    .text   ascii   j\vj\n
510  0x0000b901 0x0040b901 4   5    .text   ascii   U\bRV
511  0x0000b916 0x0040b916 4   5    .text   ascii   E\bPV
512  0x0000b950 0x0040b950 4   5    .text   ascii   M\bQV
513  0x0000b95a 0x0040b95a 4   5    .text   ascii   U\bRV
514  0x0000b994 0x0040b994 4   5    .text   ascii   E\bPV
515  0x0000b99e 0x0040b99e 4   5    .text   ascii   M\fQj
516  0x0000b9a4 0x0040b9a4 4   5    .text   ascii   U\bRV
517  0x0000b9ae 0x0040b9ae 4   5    .text   ascii   E\bPV
518  0x0000b9f0 0x0040b9f0 4   5    .text   ascii   M\bQV
519  0x0000b9fa 0x0040b9fa 4   5    .text   ascii   U\fRj
520  0x0000ba00 0x0040ba00 4   5    .text   ascii   E\bPV
521  0x0000ba3b 0x0040ba3b 4   5    .text   ascii   M\bQV
522  0x0000bb70 0x0040bb70 4   5    .text   ascii   j\nWV
523  0x0000bb83 0x0040bb83 4   5    .text   ascii   E\bPV
524  0x0000bc1b 0x0040bc1b 4   5    .text   ascii   j\vWV
525  0x0000bc31 0x0040bc31 4   5    .text   ascii   U\bRV
526  0x0000bc46 0x0040bc46 4   5    .text   ascii   E\bPV
527  0x0000bc80 0x0040bc80 4   5    .text   ascii   M\bQV
528  0x0000bc8a 0x0040bc8a 4   5    .text   ascii   U\bRV
529  0x0000bcc4 0x0040bcc4 4   5    .text   ascii   E\bPV
530  0x0000bcda 0x0040bcda 4   5    .text   ascii   U\bRV
531  0x0000bd39 0x0040bd39 8   9    .text   ascii   G}{QO\b6U
532  0x0000bd57 0x0040bd57 4   5    .text   ascii   t\WV
533  0x0000bd65 0x0040bd65 4   5    .text   ascii   j WV
534  0x0000bd73 0x0040bd73 4   5    .text   ascii   j\aWV
535  0x0000bd81 0x0040bd81 4   5    .text   ascii   u\nWV
536  0x0000bd8f 0x0040bd8f 4   5    .text   ascii   j\bWV
537  0x0000bee7 0x0040bee7 4   5    .text   ascii   Wj?V
538  0x0000c123 0x0040c123 4   5    .text   ascii   LjBV
539  0x0000c1a2 0x0040c1a2 4   5    .text   ascii   t\aHf
540  0x0000c2c5 0x0040c2c5 5   6    .text   ascii   \fSVWD
541  0x0000c375 0x0040c375 6   7    .text   ascii   ,nKz3<
542  0x0000c3a4 0x0040c3a4 4   5    .text   ascii   \f4+\a
543  0x0000c3b0 0x0040c3b0 4   5    .text   ascii   a^HB
544  0x0000c411 0x0040c411 6   7    .text   ascii   pcMsTo
545  0x0000c437 0x0040c437 5   6    .text   ascii   @\bVW3
546  0x0000c49c 0x0040c49c 4   6    .text   utf8    _^]Ã blocks=Basic Latin,Latin-1 Supplement
547  0x0000c4c0 0x0040c4c0 4   5    .text   ascii   u\bj\f
548  0x0000c4e9 0x0040c4e9 4   5    .text   ascii   u\bj\f
549  0x0000c515 0x0040c515 4   5    .text   ascii   u\bj\f
550  0x0000c5b7 0x0040c5b7 4   6    .text   utf8    ZvLƆ blocks=Basic Latin,Latin Extended-B
551  0x0000c606 0x0040c606 6   8    .text   utf8    _^[]ñx blocks=Basic Latin,Latin-1 Supplement
552  0x0000c620 0x0040c620 5   6    .text   ascii   u\fWt\t
553  0x0000c763 0x0040c763 4   5    .text   ascii   ,_^[
554  0x0000c775 0x0040c775 4   5    .text   ascii   \b_^[
555  0x0000c79c 0x0040c79c 5   7    .text   utf8    \b^]ËU blocks=Basic Latin,Latin-1 Supplement
556  0x0000c7be 0x0040c7be 4   5    .text   ascii   PRVQ
557  0x0000c7e2 0x0040c7e2 4   5    .text   ascii   PRVQ
558  0x0000c878 0x0040c878 4   5    .text   ascii   u\bWV
559  0x0000c9aa 0x0040c9aa 7   9    .text   utf8    \frjjDVǆ blocks=Basic Latin,Latin Extended-B
560  0x0000c9ea 0x0040c9ea 4   5    .text   ascii   hO\bu
561  0x0000ca5f 0x0040ca5f 4   7    .text   utf8    SPV蹼 blocks=Basic Latin,CJK Unified Ideographs
562  0x0000ca75 0x0040ca75 4   6    .text   utf8    Rǆ(\n blocks=Basic Latin,Latin Extended-B
563  0x0000ca96 0x0040ca96 4   5    .text   ascii   M\bQV
564  0x0000cb92 0x0040cb92 4   5    .text   ascii   M\bQV
565  0x0000cc32 0x0040cc32 5   7    .text   utf8    RWǆD  blocks=Basic Latin,Latin Extended-B
566  0x0000cc6d 0x0040cc6d 4   5    .text   ascii   ':?U
567  0x0000cc84 0x0040cc84 6   7    .text   ascii   t?Vhts
568  0x0000cc8c 0x0040cc8c 4   6    .text   utf8    Wǀ8  blocks=Basic Latin,Latin Extended-B
569  0x0000ccc3 0x0040ccc3 4   5    .text   ascii    ^_]
570  0x0000ccd5 0x0040ccd5 4   6    .text   utf8    u\bVǆ blocks=Basic Latin,Latin Extended-B
571  0x0000cd33 0x0040cd33 6   8    .text   utf8    W3ɉE\b3 blocks=Basic Latin,Latin Extended-B
572  0x0000ce06 0x0040ce06 5   7    .text   utf8    t\nǃ4  blocks=Basic Latin,Latin Extended-B
573  0x0000ce12 0x0040ce12 4   5    .text   ascii   _^[]
574  0x0000ce24 0x0040ce24 5   6    .text   ascii   M\fSVW
575  0x0000cfb1 0x0040cfb1 6   9    .text   utf8    Qj(RV赴 blocks=Basic Latin,CJK Unified Ideographs
576  0x0000d02f 0x0040d02f 5   6    .text   ascii   Pj\bQV
577  0x0000d082 0x0040d082 5   6    .text   ascii   _^H#E
578  0x0000d08a 0x0040d08a 4   6    .text   utf8    ]ÊO4 blocks=Basic Latin,Latin-1 Supplement
579  0x0000d09b 0x0040d09b 4   5    .text   ascii   ]\fW3
580  0x0000d155 0x0040d155 4   5    .text   ascii   M\fQV
581  0x0000d1db 0x0040d1db 4   5    .text   ascii   t\nPV
582  0x0000d1f9 0x0040d1f9 4   5    .text   ascii   u\nPV
583  0x0000d273 0x0040d273 5   6    .text   ascii   y\t_^3
584  0x0000d282 0x0040d282 4   5    .text   ascii   E\fVj
585  0x0000d2f7 0x0040d2f7 4   9    .text   utf16le jjjj
586  0x0000d316 0x0040d316 5   6    .text   ascii   u\a_^3
587  0x0000d345 0x0040d345 4   5    .text   ascii   \bPQW
588  0x0000d36b 0x0040d36b 4   5    .text   ascii   ]\bVW
589  0x0000d3ac 0x0040d3ac 4   5    .text   ascii   \aVPS
590  0x0000d3c7 0x0040d3c7 4   5    .text   ascii   \b_^3
591  0x0000d3e7 0x0040d3e7 5   7    .text   utf8    E\f3ɉM blocks=Basic Latin,Latin Extended-B
592  0x0000d44c 0x0040d44c 4   5    .text   ascii   h&M4
593  0x0000d4a6 0x0040d4a6 6   9    .text   utf8    }\bjqW萵 blocks=Basic Latin,CJK Unified Ideographs
594  0x0000d50e 0x0040d50e 6   7    .text   ascii   )v\fj)j
595  0x0000d558 0x0040d558 4   5    .text   ascii   um9]
596  0x0000d55d 0x0040d55d 4   5    .text   ascii   ttSj
597  0x0000d5dd 0x0040d5dd 4   5    .text   ascii   'DQU
598  0x0000d5ef 0x0040d5ef 4   5    .text   ascii   xlCo
599  0x0000d5f6 0x0040d5f6 5   6    .text   ascii   okief
600  0x0000d70e 0x0040d70e 4   6    .text   utf8    Qǆt  blocks=Basic Latin,Latin Extended-B
601  0x0000d8e9 0x0040d8e9 4   5    .text   ascii   VWh\b
602  0x0000d947 0x0040d947 4   5    .text   ascii   u\b_3
603  0x0000da76 0x0040da76 6   7    .text   ascii   h+Q0$j
604  0x0000dd2b 0x0040dd2b 4   6    .text   utf8    ]Ëu\f blocks=Basic Latin,Latin-1 Supplement
605  0x0000dde0 0x0040dde0 4   5    .text   ascii   }\fSj
606  0x0000de11 0x0040de11 12  13   .text   ascii   QSSj\fSSSSWSV
607  0x0000df15 0x0040df15 4   7    .text   utf8    RSV裖 blocks=Basic Latin,CJK Unified Ideographs
608  0x0000df2f 0x0040df2f 4   5    .text   ascii   \b_^[
609  0x0000dfdd 0x0040dfdd 5   8    .text   utf8    QRPV誧 blocks=Basic Latin,CJK Unified Ideographs
610  0x0000e094 0x0040e094 4   5    .text   ascii   j@Sj
611  0x0000e0ac 0x0040e0ac 4   5    .text   ascii   QRPV
612  0x0000e0c5 0x0040e0c5 5   6    .text   ascii   U\b_^[
613  0x0000e10f 0x0040e10f 4   5    .text   ascii   \b_^[
614  0x0000e131 0x0040e131 4   5    .text   ascii   \b_^[
615  0x0000e1bd 0x0040e1bd 5   6    .text   ascii   FHSPR
616  0x0000e214 0x0040e214 5   8    .text   utf8    FHPW胺 blocks=Basic Latin,CJK Unified Ideographs
617  0x0000e28e 0x0040e28e 4   7    .text   utf8    PQW蚇 blocks=Basic Latin,CJK Unified Ideographs
618  0x0000e2af 0x0040e2af 4   6    .text   utf8    t҃~  blocks=Basic Latin,Cyrillic
619  0x0000e2b5 0x0040e2b5 4   6    .text   utf8    t̃~$ blocks=Basic Latin,Combining Diacritical Marks
620  0x0000e2bb 0x0040e2bb 4   6    .text   utf8    tƃ~( blocks=Basic Latin,Latin Extended-B
621  0x0000e312 0x0040e312 4   5    .text   ascii   M\fPj
622  0x0000e32c 0x0040e32c 4   5    .text   ascii   FD^[
623  0x0000e345 0x0040e345 4   5    .text   ascii   <SVW
624  0x0000e37f 0x0040e37f 4   7    .text   utf8    ۉE߈E blocks=Arabic,Basic Latin,NKo
625  0x0000e413 0x0040e413 4   5    .text   ascii   M\bPj
626  0x0000e445 0x0040e445 4   5    .text   ascii   U\bQj
627  0x0000e455 0x0040e455 4   5    .text   ascii    _^3
628  0x0000e48a 0x0040e48a 4   5    .text   ascii   guid
629  0x0000e4c3 0x0040e4c3 4   5    .text   ascii   host
630  0x0000e4ca 0x0040e4ca 4   5    .text   ascii   name
631  0x0000e4eb 0x0040e4eb 4   5    .text   ascii   http
632  0x0000e4f2 0x0040e4f2 5   6    .text   ascii   Realf
633  0x0000e503 0x0040e503 5   8    .text   utf8    EƉEʉE blocks=Basic Latin,Latin Extended-B,IPA Extensions
634  0x0000e53c 0x0040e53c 4   6    .text   utf8    QSƅp blocks=Basic Latin,Latin Extended-B
635  0x0000e622 0x0040e622 4   5    .text   ascii   M\bPj
636  0x0000e680 0x0040e680 4   5    .text   ascii   U\bQj
637  0x0000e695 0x0040e695 6   7    .text   ascii   U\bPWQR
638  0x0000e6de 0x0040e6de 4   5    .text   ascii   @PQV
639  0x0000e6ea 0x0040e6ea 4   5    .text   ascii   E\bRj
640  0x0000e6ff 0x0040e6ff 6   7    .text   ascii   E\bQWRP
641  0x0000e72b 0x0040e72b 4   5    .text   ascii   E\bRP
642  0x0000e758 0x0040e758 4   5    .text   ascii   ]\bV3
643  0x0000e76a 0x0040e76a 4   5    .text   ascii   \r\nUR
644  0x0000e7b3 0x0040e7b3 5   8    .text   utf8    EIEŉE blocks=Basic Latin,Latin Extended-A
645  0x0000e7ff 0x0040e7ff 5   8    .text   utf8    ~hWS蘶 blocks=Basic Latin,CJK Unified Ideographs
646  0x0000e80c 0x0040e80c 5   6    .text   ascii   >2u\ej
647  0x0000e81e 0x0040e81e 5   6    .text   ascii   DFhPS
648  0x0000e836 0x0040e836 4   7    .text   utf8    LFj肻 blocks=Basic Latin,CJK Unified Ideographs
649  0x0000e8e4 0x0040e8e4 5   6    .text   ascii   FHPQS
650  0x0000e994 0x0040e994 4   5    .text   ascii   RVPS
651  0x0000e9e3 0x0040e9e3 7   11   .text   utf8    EщEՉEىE blocks=Basic Latin,Cyrillic,Armenian,Arabic
652  0x0000eb17 0x0040eb17 5   6    .text   ascii   TChRW
653  0x0000eb9c 0x0040eb9c 4   5    .text   ascii   DShP
654  0x0000ebfd 0x0040ebfd 5   6    .text   ascii   u\a_^[
655  0x0000ec82 0x0040ec82 5   6    .text   ascii   E\fSPW
656  0x0000ed15 0x0040ed15 4   5    .text   ascii   pVW3
657  0x0000ee02 0x0040ee02 4   5    .text   ascii   \fhts
658  0x0000eee5 0x0040eee5 4   5    .text   ascii   u\bWV
659  0x0000ef3a 0x0040ef3a 4   5    .text   ascii   \f_^]
660  0x0000efdc 0x0040efdc 5   6    .text   ascii   P\r{0U
661  0x0000efe9 0x0040efe9 4   5    .text   ascii   SVW3
662  0x0000f041 0x0040f041 4   5    .text   ascii   ~dra
663  0x0000f048 0x0040f048 4   5    .text   ascii   Gon~
664  0x0000f053 0x0040f053 4   5    .text   ascii   ~F@7
665  0x0000f06a 0x0040f06a 5   6    .text   ascii   %m$~<
