Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000001f8 0x000001f8 5   6            ascii   .text
2    0x0000021f 0x0000021f 7   8            ascii   `.itext
3    0x00000247 0x00000247 6   7            ascii   `.data
4    0x00000270 0x00000270 4   5            ascii   .bss
5    0x00000298 0x00000298 6   7            ascii   .idata
6    0x000002c0 0x000002c0 7   8            ascii   .didata
7    0x000002e8 0x000002e8 4   5            ascii   .tls
8    0x00000310 0x00000310 6   7            ascii   .rdata
9    0x00000337 0x00000337 7   8            ascii   @.reloc
10   0x0000035f 0x0000035f 6   7            ascii   B.rsrc
753  0x00009f95 0x0040ab95 8   9            ascii   \abiWidth
754  0x00009fa8 0x0040aba8 9   10           ascii   \bbiHeight
755  0x00009fbc 0x0040abbc 9   10           ascii   \bbiPlanes
756  0x00009fd0 0x0040abd0 11  12           ascii   \nbiBitCount
757  0x00009fe6 0x0040abe6 14  15           ascii   \rbiCompression
758  0x00009fff 0x0040abff 12  13           ascii   \vbiSizeImage
759  0x0000a017 0x0040ac17 15  16           ascii   biXPelsPerMeter
760  0x0000a032 0x0040ac32 15  16           ascii   biYPelsPerMeter
761  0x0000a04c 0x0040ac4c 10  11           ascii   \tbiClrUsed
762  0x0000a062 0x0040ac62 14  15           ascii   biClrImportant
763  0x0000a079 0x0040ac79 15  16           ascii   \rtagDIBSECTIONT
764  0x0000a09e 0x0040ac9e 4   5            ascii   dsBm
765  0x0000a0ae 0x0040acae 6   7            ascii   dsBmih
766  0x0000a0bf 0x0040acbf 12  13           ascii   \vdsBitfields
767  0x0000a0d6 0x0040acd6 11  12           ascii   \ndshSection
768  0x0000a0ec 0x0040acec 9   10           ascii   \bdsOffset
769  0x0000a102 0x0040ad02 6   7            ascii   tagMSG
770  0x0000a11f 0x0040ad1f 4   5            ascii   hwnd
771  0x0000a12e 0x0040ad2e 8   9            ascii   \amessage
772  0x0000a142 0x0040ad42 6   7            ascii   wParam
773  0x0000a154 0x0040ad54 6   7            ascii   lParam
774  0x0000a166 0x0040ad66 4   5            ascii   time
775  0x0000a191 0x0040ad91 131 132          ascii   \nodSelected\bodGrayed\nodDisabled\todChecked\todFocused\todDefault\nodHotLight\nodInactive\todNoAccel\rodNoFocusRect\vodReserved1\vodReserved2
776  0x0000a215 0x0040ae15 22  23           ascii   odComboBoxEdit\aWindows
777  0x0000a236 0x0040ae36 15  16           ascii   TOwnerDrawState
778  0x0000a252 0x0040ae52 4   5            ascii   HKEY
779  0x0000a269 0x0040ae69 15  16           ascii   \rGESTURECONFIG\f
780  0x0000a28e 0x0040ae8e 4   5            ascii   dwID
781  0x0000a29e 0x0040ae9e 6   7            ascii   dwWant
782  0x0000a2af 0x0040aeaf 8   9            ascii   \adwBlock
783  0x0000a3b5 0x0040afb5 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
784  0x0000a47b 0x0040b07b 4   6            utf8    Uhϰ@ blocks=Basic Latin,Greek and Coptic
785  0x0000a48c 0x0040b08c 4   5            ascii   u\vSV
786  0x0000a4bb 0x0040b0bb 4   5            ascii   ZYYd
787  0x0000a4d8 0x0040b0d8 4   5            ascii   ^[Y]
788  0x0000a671 0x0040b271 4   5            ascii   %|~R
789  0x0000a679 0x0040b279 4   5            ascii   %x~R
790  0x0000a681 0x0040b281 4   5            ascii   %t~R
791  0x0000a689 0x0040b289 4   5            ascii   %p~R
792  0x0000a691 0x0040b291 4   5            ascii   %l~R
793  0x0000a699 0x0040b299 4   5            ascii   %h~R
794  0x0000a6a1 0x0040b2a1 4   5            ascii   %d~R
795  0x0000a6a9 0x0040b2a9 4   5            ascii   %`~R
796  0x0000a6b1 0x0040b2b1 4   5            ascii   %\~R
797  0x0000a6b9 0x0040b2b9 4   5            ascii   %T~R
798  0x0000a6c1 0x0040b2c1 4   5            ascii   %P~R
799  0x0000a6c9 0x0040b2c9 4   5            ascii   %L~R
800  0x0000a6d9 0x0040b2d9 4   5            ascii   %D~R
801  0x0000a6e1 0x0040b2e1 4   5            ascii   %@~R
802  0x0000a6e9 0x0040b2e9 4   5            ascii   %<~R
803  0x0000a6f1 0x0040b2f1 4   5            ascii   %8~R
804  0x0000a6f9 0x0040b2f9 4   5            ascii   %4~R
805  0x0000a701 0x0040b301 4   5            ascii   %0~R
806  0x0000a709 0x0040b309 4   5            ascii   %,~R
807  0x0000a711 0x0040b311 4   5            ascii   %(~R
808  0x0000a719 0x0040b319 4   5            ascii   %$~R
809  0x0000a721 0x0040b321 4   5            ascii   % ~R
810  0x0000a749 0x0040b349 4   5            ascii   %\f~R
811  0x0000a751 0x0040b351 4   5            ascii   %\b~R
812  0x0000a869 0x0040b469 4   5            ascii   %|}R
813  0x0000a871 0x0040b471 4   5            ascii   %x}R
814  0x0000a879 0x0040b479 4   5            ascii   %t}R
815  0x0000a881 0x0040b481 4   5            ascii   %p}R
816  0x0000a889 0x0040b489 4   5            ascii   %l}R
817  0x0000a891 0x0040b491 4   5            ascii   %h}R
818  0x0000a899 0x0040b499 4   5            ascii   %d}R
819  0x0000a8a1 0x0040b4a1 4   5            ascii   %`}R
820  0x0000a8a9 0x0040b4a9 4   5            ascii   %\}R
821  0x0000a8b1 0x0040b4b1 4   5            ascii   %X}R
822  0x0000a8b9 0x0040b4b9 4   5            ascii   %T}R
823  0x0000a8c1 0x0040b4c1 4   5            ascii   %P}R
824  0x0000a8c9 0x0040b4c9 4   5            ascii   %L}R
825  0x0000a8d1 0x0040b4d1 4   5            ascii   %H}R
826  0x0000a8d9 0x0040b4d9 4   5            ascii   %D}R
827  0x0000a8e1 0x0040b4e1 4   5            ascii   %@}R
828  0x0000a8e9 0x0040b4e9 4   5            ascii   %<}R
829  0x0000a8f1 0x0040b4f1 4   5            ascii   %8}R
830  0x0000a8f9 0x0040b4f9 4   5            ascii   %4}R
831  0x0000a901 0x0040b501 4   5            ascii   %0}R
832  0x0000a909 0x0040b509 4   5            ascii   %,}R
833  0x0000a911 0x0040b511 4   5            ascii   %(}R
834  0x0000a919 0x0040b519 4   5            ascii   %$}R
835  0x0000a921 0x0040b521 4   5            ascii   % }R
836  0x0000a949 0x0040b549 4   5            ascii   %\f}R
837  0x0000a951 0x0040b551 4   5            ascii   %\b}R
838  0x0000aa69 0x0040b669 4   5            ascii   %||R
839  0x0000aa71 0x0040b671 4   5            ascii   %x|R
840  0x0000aa79 0x0040b679 4   5            ascii   %t|R
841  0x0000aa81 0x0040b681 4   5            ascii   %p|R
842  0x0000aa89 0x0040b689 4   5            ascii   %l|R
843  0x0000aa91 0x0040b691 4   5            ascii   %h|R
844  0x0000aa99 0x0040b699 4   5            ascii   %d|R
845  0x0000aaa1 0x0040b6a1 4   5            ascii   %`|R
846  0x0000aaa9 0x0040b6a9 4   5            ascii   %\|R
847  0x0000aab1 0x0040b6b1 4   5            ascii   %X|R
848  0x0000aab9 0x0040b6b9 4   5            ascii   %T|R
849  0x0000aac1 0x0040b6c1 4   5            ascii   %P|R
850  0x0000aac9 0x0040b6c9 4   5            ascii   %L|R
851  0x0000aad1 0x0040b6d1 4   5            ascii   %H|R
852  0x0000aad9 0x0040b6d9 4   5            ascii   %D|R
853  0x0000aae1 0x0040b6e1 4   5            ascii   %@|R
854  0x0000aae9 0x0040b6e9 4   5            ascii   %<|R
855  0x0000aaf1 0x0040b6f1 4   5            ascii   %8|R
856  0x0000aaf9 0x0040b6f9 4   5            ascii   %4|R
857  0x0000ab01 0x0040b701 4   5            ascii   %0|R
858  0x0000ab09 0x0040b709 4   5            ascii   %,|R
859  0x0000ab11 0x0040b711 4   5            ascii   %(|R
860  0x0000ab19 0x0040b719 4   5            ascii   %$|R
861  0x0000ab21 0x0040b721 4   5            ascii   % |R
862  0x0000ab49 0x0040b749 4   5            ascii   %\f|R
863  0x0000ab51 0x0040b751 4   5            ascii   %\b|R
864  0x0000ac81 0x0040b881 4   5            ascii   %|{R
865  0x0000ac89 0x0040b889 4   5            ascii   %|{R
866  0x0000ac91 0x0040b891 4   5            ascii   %x{R
867  0x0000ac99 0x0040b899 4   5            ascii   %t{R
868  0x0000aca1 0x0040b8a1 4   5            ascii   %p{R
869  0x0000aca9 0x0040b8a9 4   5            ascii   %l{R
870  0x0000acb1 0x0040b8b1 4   5            ascii   %h{R
871  0x0000acb9 0x0040b8b9 4   5            ascii   %h{R
872  0x0000acc1 0x0040b8c1 4   5            ascii   %d{R
873  0x0000acc9 0x0040b8c9 4   5            ascii   %\{R
874  0x0000acd1 0x0040b8d1 4   5            ascii   %`{R
875  0x0000acd9 0x0040b8d9 4   5            ascii   %X{R
876  0x0000ace1 0x0040b8e1 4   5            ascii   %T{R
877  0x0000ace9 0x0040b8e9 4   5            ascii   %P{R
878  0x0000acf1 0x0040b8f1 4   5            ascii   %L{R
879  0x0000acf9 0x0040b8f9 4   5            ascii   %H{R
880  0x0000ad01 0x0040b901 4   5            ascii   %D{R
881  0x0000ad09 0x0040b909 4   5            ascii   %@{R
882  0x0000ad11 0x0040b911 4   5            ascii   %<{R
883  0x0000ad19 0x0040b919 4   5            ascii   %8{R
884  0x0000ad21 0x0040b921 4   5            ascii   %4{R
885  0x0000ad29 0x0040b929 4   5            ascii   %0{R
886  0x0000ad31 0x0040b931 4   5            ascii   %,{R
887  0x0000ad39 0x0040b939 4   5            ascii   %({R
888  0x0000ad41 0x0040b941 4   5            ascii   %${R
889  0x0000ad49 0x0040b949 4   5            ascii   % {R
890  0x0000ad71 0x0040b971 4   5            ascii   %\f{R
891  0x0000ad81 0x0040b981 4   5            ascii   %\b{R
892  0x0000adde 0x0040b9de 4   5            ascii   PRQh
893  0x0000aebd 0x0040babd 4   5            ascii   %|zR
894  0x0000aec5 0x0040bac5 4   5            ascii   %xzR
895  0x0000aecd 0x0040bacd 4   5            ascii   %tzR
896  0x0000aed5 0x0040bad5 4   5            ascii   %pzR
897  0x0000aedd 0x0040badd 4   5            ascii   %pzR
898  0x0000aee5 0x0040bae5 4   5            ascii   %pzR
899  0x0000aeed 0x0040baed 4   5            ascii   %lzR
900  0x0000aef5 0x0040baf5 4   5            ascii   %hzR
901  0x0000aefd 0x0040bafd 4   5            ascii   %dzR
902  0x0000af05 0x0040bb05 4   5            ascii   %`zR
903  0x0000af0d 0x0040bb0d 4   5            ascii   %\zR
904  0x0000af15 0x0040bb15 4   5            ascii   %XzR
905  0x0000af1d 0x0040bb1d 4   5            ascii   %TzR
906  0x0000af25 0x0040bb25 4   5            ascii   %PzR
907  0x0000af35 0x0040bb35 4   5            ascii   %LzR
908  0x0000af3f 0x0040bb3f 4   5            ascii   QSVW
909  0x0000af50 0x0040bb50 4   6            utf8    ؋E\bP blocks=Arabic,Basic Latin
910  0x0000af8b 0x0040bb8b 5   6            ascii   _^[Y]
911  0x0000affa 0x0040bbfa 4   6            utf8    E\f3҉ blocks=Basic Latin,Cyrillic
912  0x0000b028 0x0040bc28 6   7            ascii   _^[YY]
913  0x0000b034 0x0040bc34 16  34           utf16le Magellan MSWHEEL
914  0x0000b058 0x0040bc58 6   14           utf16le MouseZ
915  0x0000b068 0x0040bc68 15  32           utf16le MSWHEEL_ROLLMSG
916  0x0000b088 0x0040bc88 20  42           utf16le MSH_WHEELSUPPORT_MSG
917  0x0000b0b4 0x0040bcb4 20  42           utf16le MSH_SCROLL_LINES_MSG
918  0x0000b0e6 0x0040bce6 4   5            ascii   PRQh
919  0x0000b0fa 0x0040bcfa 4   5            ascii   PRQh
920  0x0000b10e 0x0040bd0e 4   5            ascii   PRQh
921  0x0000b179 0x0040bd79 4   5            ascii   =L<R
922  0x0000b19d 0x0040bd9d 9   10           ascii   \bTMessage
923  0x0000b1cc 0x0040bdcc 6   7            ascii   WParam
924  0x0000b1de 0x0040bdde 6   7            ascii   LParam
925  0x0000b1f0 0x0040bdf0 6   7            ascii   Result
926  0x0000b201 0x0040be01 9   10           ascii   \bWParamLo
927  0x0000b215 0x0040be15 9   10           ascii   \bWParamHi
928  0x0000b229 0x0040be29 9   10           ascii   \bLParamLo
929  0x0000b23d 0x0040be3d 9   10           ascii   \bLParamHi
930  0x0000b251 0x0040be51 9   10           ascii   \bResultLo
931  0x0000b265 0x0040be65 9   10           ascii   \bResultHi
932  0x0000b27a 0x0040be7a 6   7            ascii   TWMKey
933  0x0000b2a5 0x0040bea5 9   10           ascii   \bCharCode
934  0x0000b2ba 0x0040beba 6   7            ascii   Unused
935  0x0000b2cb 0x0040becb 8   9            ascii   \aKeyData
936  0x0000b2df 0x0040bedf 6   7            ascii   Result
937  0x0000b2f1 0x0040bef1 12  13           ascii   \vTWMMenuChar
938  0x0000b323 0x0040bf23 4   5            ascii   User
939  0x0000b332 0x0040bf32 9   10           ascii   \bMenuFlag
940  0x0000b347 0x0040bf47 4   5            ascii   Menu
941  0x0000b357 0x0040bf57 6   7            ascii   Result
942  0x0000b369 0x0040bf69 6   7            ascii   ]\bSQRP
943  0x0000b381 0x0040bf81 13  14           ascii   \vtagMULTI_QI\f
944  0x0000b3d5 0x0040bfd5 9   10           ascii   \bTOleEnum
945  0x0000b3f2 0x0040bff2 14  15           ascii   tagCONTROLINFO
946  0x0000b425 0x0040c025 6   7            ascii   hAccel
947  0x0000b437 0x0040c037 6   7            ascii   cAccel
948  0x0000b448 0x0040c048 8   9            ascii   \adwFlags
949  0x0000b459 0x0040c059 10  11           ascii   \bIPersistL
950  0x0000b476 0x0040c076 9   10           ascii   F\aActiveX
951  0x0000b48d 0x0040c08d 12  13           ascii   \ntagSTATSTGH
952  0x0000b4ae 0x0040c0ae 9   10           ascii   \bpwcsName
953  0x0000b4c3 0x0040c0c3 6   7            ascii   dwType
954  0x0000b4d5 0x0040c0d5 6   7            ascii   cbSize
955  0x0000b4e7 0x0040c0e7 5   6            ascii   mtime
956  0x0000b4f8 0x0040c0f8 5   6            ascii   ctime
957  0x0000b509 0x0040c109 5   6            ascii   atime
958  0x0000b519 0x0040c119 8   9            ascii   \agrfMode
959  0x0000b52d 0x0040c12d 17  18           ascii   grfLocksSupported
960  0x0000b54a 0x0040c14a 5   6            ascii   clsid
961  0x0000b55a 0x0040c15a 13  14           ascii   \fgrfStateBits
962  0x0000b572 0x0040c172 9   10           ascii   \breserved
963  0x0000b586 0x0040c186 18  19           ascii   ISequentialStreamL
964  0x0000b59c 0x0040c19c 4   5            ascii   0:s\f
965  0x0000b5a9 0x0040c1a9 11  12           ascii   Dw=\aActiveX
966  0x0000b5c1 0x0040c1c1 8   9            ascii   \aIStream
967  0x0000b5dd 0x0040c1dd 10  11           ascii   F\aActiveX\t
968  0x0000b5f1 0x0040c1f1 12  13           ascii   \vPDispIDList
969  0x0000b608 0x0040c208 13  14           ascii   \r\vTDispIDList
970  0x0000b62d 0x0040c22d 12  13           ascii   \nPExcepInfot
971  0x0000b646 0x0040c246 17  18           ascii   TFNDeferredFillIn
972  0x0000b66a 0x0040c26a 6   7            ascii   ExInfo
973  0x0000b679 0x0040c279 14  15           ascii   \ftagEXCEPINFO 
974  0x0000b6b5 0x0040c2b5 5   6            ascii   wCode
975  0x0000b6c5 0x0040c2c5 10  11           ascii   \twReserved
976  0x0000b6da 0x0040c2da 11  12           ascii   \nbstrSource
977  0x0000b6f1 0x0040c2f1 15  16           ascii   bstrDescription
978  0x0000b70b 0x0040c30b 13  14           ascii   \fbstrHelpFile
979  0x0000b723 0x0040c323 14  15           ascii   \rdwHelpContext
980  0x0000b73c 0x0040c33c 11  12           ascii   \npvReserved
981  0x0000b753 0x0040c353 17  18           ascii   pfnDeferredFillIn
982  0x0000b770 0x0040c370 5   6            ascii   scode
983  0x0000b781 0x0040c381 11  12           ascii   \tITypeInfoL
984  0x0000b79f 0x0040c39f 9   10           ascii   F\aActiveX
985  0x0000b7b5 0x0040c3b5 12  13           ascii   \nIOleObjectL
986  0x0000b7d4 0x0040c3d4 9   10           ascii   F\aActiveX
987  0x0000b7e9 0x0040c3e9 12  13           ascii   \nIOleWindowL
988  0x0000b808 0x0040c408 9   10           ascii   F\aActiveX
989  0x0000b81e 0x0040c41e 23  24           ascii   IOleInPlaceActiveObject
990  0x0000b849 0x0040c449 9   10           ascii   F\aActiveX
991  0x0000b85e 0x0040c45e 17  18           ascii   IOleInPlaceObject
992  0x0000b883 0x0040c483 9   10           ascii   F\aActiveX
993  0x0000b899 0x0040c499 13  14           ascii   \vIOleControlL
994  0x0000b8b9 0x0040c4b9 9   10           ascii   \a\aActiveX
995  0x0000b8ce 0x0040c4ce 19  20           ascii   IPersistStreamInitT
996  0x0000b8f5 0x0040c4f5 8   9            ascii   \aActiveX
997  0x0000b90a 0x0040c50a 21  22           ascii   IPerPropertyBrowsingL
998  0x0000b925 0x0040c525 5   6            ascii   k7E8\e
999  0x0000b933 0x0040c533 8   9            ascii   \aActiveX
1000 0x0000b949 0x0040c549 10  11           ascii   \bIPictureL
1001 0x0000b967 0x0040c567 8   9            ascii   \aActiveX
1002 0x0000c03f 0x0040cc3f 4   5            ascii   =\<R
1003 0x0000c055 0x0040cc55 4   5            ascii   \rT<R
1004 0x0000c067 0x0040cc67 5   7            utf8    ы\rX<R blocks=Cyrillic,Basic Latin
1005 0x0000c076 0x0040cc76 4   6            utf8    С\<R blocks=Cyrillic,Basic Latin
1006 0x0000c0d9 0x0040ccd9 6   8            utf8    [Ã=\<R blocks=Basic Latin,Latin-1 Supplement
1007 0x0000c0f2 0x0040ccf2 4   5            ascii   \rT<R
1008 0x0000c104 0x0040cd04 5   7            utf8    ы\rX<R blocks=Cyrillic,Basic Latin
1009 0x0000c113 0x0040cd13 4   6            utf8    С\<R blocks=Cyrillic,Basic Latin
1010 0x0000c148 0x0040cd48 6   8            utf8    [Ã=\<R blocks=Basic Latin,Latin-1 Supplement
1011 0x0000c161 0x0040cd61 4   5            ascii   \rT<R
1012 0x0000c173 0x0040cd73 5   7            utf8    ы\rX<R blocks=Cyrillic,Basic Latin
1013 0x0000c182 0x0040cd82 4   6            utf8    С\<R blocks=Cyrillic,Basic Latin
1014 0x0000c196 0x0040cd96 6   8            utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1015 0x0000c347 0x0040cf47 4   5            ascii   ZYYd
1016 0x0000c3c6 0x0040cfc6 4   5            ascii   \rT<R
1017 0x0000c3d1 0x0040cfd1 4   5            ascii   \rX<R
1018 0x0000c3dc 0x0040cfdc 4   5            ascii   \r\<R
1019 0x0000c3e7 0x0040cfe7 4   5            ascii   \r`<R
1020 0x0000c3f2 0x0040cff2 4   5            ascii   \rd<R
1021 0x0000c404 0x0040d004 9   20           utf16le CHARTABLE
1022 0x0000c487 0x0040d087 4   6            utf8    ډt$\b blocks=Arabic,Basic Latin
1023 0x0000c49b 0x0040d09b 9   10           ascii   \bf;\ntJf;J
1024 0x0000c4a9 0x0040d0a9 7   8            ascii   \b;T$\br)
1025 0x0000c4b3 0x0040d0b3 5   6            ascii   ;T$\br
1026 0x0000c4be 0x0040d0be 4   5            ascii   $\vD$
1027 0x0000c4d3 0x0040d0d3 4   5            ascii   \b[^1
1028 0x0000c4dd 0x0040d0dd 5   6            ascii   t\tf;J
1029 0x0000c4f7 0x0040d0f7 4   5            ascii   0;\2
1030 0x0000c519 0x0040d119 5   6            ascii   ;T$\bw
1031 0x0000c523 0x0040d123 5   6            ascii   \f$\vL$
1032 0x0000c545 0x0040d145 5   7            utf8    \b[^Í@ blocks=Basic Latin,Latin-1 Supplement
1033 0x0000c552 0x0040d152 6   7            ascii   TBytes
1034 0x0000c568 0x0040d168 9   10           ascii   \bSysUtils
1035 0x0000c57e 0x0040d17e 16  17           ascii   PExceptionRecord
1036 0x0000c59a 0x0040d19a 17  18           ascii   TExceptionRecordP
1037 0x0000c5c0 0x0040d1c0 14  15           ascii   \rExceptionCode
1038 0x0000c5da 0x0040d1da 14  15           ascii   ExceptionFlags
1039 0x0000c5f4 0x0040d1f4 15  16           ascii   ExceptionRecord
1040 0x0000c60f 0x0040d20f 16  17           ascii   ExceptionAddress
1041 0x0000c62b 0x0040d22b 16  17           ascii   NumberParameters
1042 0x0000c647 0x0040d247 20  21           ascii   ExceptionInformation
1043 0x0000c666 0x0040d266 11  12           ascii   \nExceptAddr
1044 0x0000c67c 0x0040d27c 13  14           ascii   \fExceptObject
1045 0x0000c713 0x0040d313 9   10           ascii   \bFMessage
1046 0x0000c727 0x0040d327 13  14           ascii   \fFHelpContext
1047 0x0000c740 0x0040d340 15  16           ascii   FInnerException
1048 0x0000c75a 0x0040d35a 11  12           ascii   \nFStackInfo
1049 0x0000c771 0x0040d371 22  23           ascii   FAcquireInnerException
1050 0x0000c815 0x0040d415 11  12           ascii   \tException3
1051 0x0000c826 0x0040d426 6   7            ascii   Create
1052 0x0000c83d 0x0040d43d 4   5            ascii   Self
1053 0x0000c858 0x0040d458 11  12           ascii   \tCreateFmt8
1054 0x0000c868 0x0040d468 10  11           ascii   \tCreateRes
1055 0x0000c883 0x0040d483 4   5            ascii   Self
1056 0x0000c891 0x0040d491 5   6            ascii   Ident
1057 0x0000c8a0 0x0040d4a0 10  11           ascii   \tCreateRes
1058 0x0000c8bb 0x0040d4bb 4   5            ascii   Self
1059 0x0000c8c8 0x0040d4c8 13  14           ascii   \fResStringRec
1060 0x0000c8df 0x0040d4df 13  14           ascii   \fCreateResFmt
1061 0x0000c8f2 0x0040d4f2 14  15           ascii   \fCreateResFmtM
1062 0x0000c905 0x0040d505 11  12           ascii   \nCreateHelp
1063 0x0000c921 0x0040d521 4   5            ascii   Self
1064 0x0000c93b 0x0040d53b 13  14           ascii   \fAHelpContext
1065 0x0000c952 0x0040d552 15  16           ascii   \rCreateFmtHelpR
1066 0x0000c966 0x0040d566 14  15           ascii   \rCreateResHelp
1067 0x0000c985 0x0040d585 4   5            ascii   Self
1068 0x0000c993 0x0040d593 5   6            ascii   Ident
1069 0x0000c9a1 0x0040d5a1 13  14           ascii   \fAHelpContext
1070 0x0000c9b8 0x0040d5b8 14  15           ascii   \rCreateResHelp
1071 0x0000c9d7 0x0040d5d7 4   5            ascii   Self
1072 0x0000c9e4 0x0040d5e4 13  14           ascii   \fResStringRec
1073 0x0000c9fa 0x0040d5fa 13  14           ascii   \fAHelpContext
1074 0x0000ca12 0x0040d612 16  17           ascii   CreateResFmtHelp
1075 0x0000ca29 0x0040d629 17  18           ascii   CreateResFmtHelp'
1076 0x0000ca3f 0x0040d63f 8   9            ascii   \aDestroy
1077 0x0000ca58 0x0040d658 4   5            ascii   Self
1078 0x0000ca67 0x0040d667 16  17           ascii   GetBaseException
1079 0x0000ca88 0x0040d688 4   5            ascii   Self
1080 0x0000ca96 0x0040d696 9   10           ascii   \bToString
1081 0x0000cab0 0x0040d6b0 4   5            ascii   Self
1082 0x0000caca 0x0040d6ca 19  20           ascii   RaiseOuterException
1083 0x0000cafa 0x0040d6fa 19  20           ascii   ThrowOuterException
1084 0x0000cb28 0x0040d728 11  12           ascii   \a\tException
1085 0x0000cb3d 0x0040d73d 9   10           ascii   \bSysUtils
1086 0x0000cb90 0x0040d790 14  15           ascii   \rBaseException
1087 0x0000cbb8 0x0040d7b8 13  14           ascii   \vHelpContext$
1088 0x0000cbdf 0x0040d7df 15  16           ascii   InnerException@
1089 0x0000cc07 0x0040d807 9   10           ascii   \aMessage@
1090 0x0000cc29 0x0040d829 11  12           ascii   \nStackTrace
1091 0x0000cc4e 0x0040d84e 10  11           ascii   \tStackInfo
1092 0x0000ccb9 0x0040d8b9 18  19           ascii   EArgumentException
1093 0x0000ccd2 0x0040d8d2 18  19           ascii   EArgumentException
1094 0x0000ccee 0x0040d8ee 9   10           ascii   \bSysUtils
1095 0x0000cd61 0x0040d961 28  29           ascii   EArgumentOutOfRangeException
1096 0x0000cd86 0x0040d986 29  30           ascii   EArgumentOutOfRangeExceptionX
1097 0x0000cdac 0x0040d9ac 9   10           ascii   \bSysUtils
1098 0x0000ce1d 0x0040da1d 21  22           ascii   EPathTooLongException
1099 0x0000ce3a 0x0040da3a 21  22           ascii   EPathTooLongException
1100 0x0000ce59 0x0040da59 9   10           ascii   \bSysUtils
1101 0x0000cec9 0x0040dac9 22  23           ascii   ENotSupportedException
1102 0x0000cee6 0x0040dae6 22  23           ascii   ENotSupportedException
1103 0x0000cf06 0x0040db06 9   10           ascii   \bSysUtils
1104 0x0000cf78 0x0040db78 28  29           ascii   \eEDirectoryNotFoundException
1105 0x0000cf98 0x0040db98 30  31           ascii   \a\eEDirectoryNotFoundExceptionp
1106 0x0000cfbf 0x0040dbbf 9   10           ascii   \bSysUtils
1107 0x0000d031 0x0040dc31 22  23           ascii   EFileNotFoundException
1108 0x0000d04e 0x0040dc4e 23  24           ascii   EFileNotFoundException(
1109 0x0000d06e 0x0040dc6e 9   10           ascii   \bSysUtils
1110 0x0000d0e1 0x0040dce1 6   7            ascii   EAbort
1111 0x0000d0ee 0x0040dcee 6   7            ascii   EAbort
1112 0x0000d0fe 0x0040dcfe 9   10           ascii   \bSysUtils
1113 0x0000d181 0x0040dd81 10  11           ascii   \tAllowFree
1114 0x0000d19a 0x0040dd9a 15  16           ascii   EHeapException,
1115 0x0000d1ae 0x0040ddae 13  14           ascii   \fFreeInstance
1116 0x0000d1cc 0x0040ddcc 4   5            ascii   Self
1117 0x0000d1da 0x0040ddda 15  16           ascii   EHeapExceptionh
1118 0x0000d1f2 0x0040ddf2 9   10           ascii   \bSysUtils
1119 0x0000d264 0x0040de64 13  14           ascii   \fEOutOfMemory
1120 0x0000d278 0x0040de78 15  16           ascii   \a\fEOutOfMemory\
1121 0x0000d290 0x0040de90 9   10           ascii   \bSysUtils
1122 0x0000d311 0x0040df11 10  11           ascii   \tErrorCode
1123 0x0000d31d 0x0040df1d 12  13           ascii   \vEInOutError
1124 0x0000d330 0x0040df30 13  14           ascii   \a\vEInOutError
1125 0x0000d347 0x0040df47 9   10           ascii   \bSysUtils
1126 0x0000d3ca 0x0040dfca 15  16           ascii   ExceptionRecord
1127 0x0000d3db 0x0040dfdb 10  11           ascii   \tEExternal
1128 0x0000d3ec 0x0040dfec 11  12           ascii   \a\tEExternal
1129 0x0000d401 0x0040e001 9   10           ascii   \bSysUtils
1130 0x0000d471 0x0040e071 18  19           ascii   EExternalException
1131 0x0000d48a 0x0040e08a 19  20           ascii   EExternalExceptionh
1132 0x0000d4a6 0x0040e0a6 9   10           ascii   \bSysUtils
1133 0x0000d518 0x0040e118 10  11           ascii   \tEIntError
1134 0x0000d528 0x0040e128 11  12           ascii   \a\tEIntError
1135 0x0000d53d 0x0040e13d 9   10           ascii   \bSysUtils
1136 0x0000d5ac 0x0040e1ac 11  12           ascii   \nEDivByZero
1137 0x0000d5bc 0x0040e1bc 12  13           ascii   \a\nEDivByZero
1138 0x0000d5d2 0x0040e1d2 9   10           ascii   \bSysUtils
1139 0x0000d644 0x0040e244 13  14           ascii   \vERangeErrorT
1140 0x0000d654 0x0040e254 14  15           ascii   \a\vERangeError<
1141 0x0000d66b 0x0040e26b 9   10           ascii   \bSysUtils
1142 0x0000d6dc 0x0040e2dc 13  14           ascii   \fEIntOverflow
1143 0x0000d6f0 0x0040e2f0 14  15           ascii   \a\fEIntOverflow
1144 0x0000d708 0x0040e308 9   10           ascii   \bSysUtils
1145 0x0000d778 0x0040e378 11  12           ascii   \nEMathError
1146 0x0000d788 0x0040e388 13  14           ascii   \a\nEMathErrorp
1147 0x0000d79e 0x0040e39e 9   10           ascii   \bSysUtils
1148 0x0000d810 0x0040e410 11  12           ascii   \nEInvalidOp
1149 0x0000d820 0x0040e420 13  14           ascii   \a\nEInvalidOp\b
1150 0x0000d836 0x0040e436 9   10           ascii   \bSysUtils
