[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 21  22           ascii   !Require Windows\r\n$PE
1     0x00000158 0x00000158 5   6            ascii   .text
2     0x0000017f 0x0000017f 7   8            ascii   `.rdata
3     0x000001a7 0x000001a7 6   7            ascii   @.data
4     0x000001d0 0x000001d0 5   6            ascii   .rsrc
9466  0x0009dc63 0x004a4c63 5   6            ascii   BKx\eW
9467  0x0009dccc 0x004a4ccc 6   7            ascii   {ZMz\e)
9468  0x0009dcfb 0x004a4cfb 4   5            ascii   m;UW
9469  0x0009dd13 0x004a4d13 4   6            utf8    HoyҸ blocks=Basic Latin,Cyrillic
9470  0x0009dd1d 0x004a4d1d 6   8            utf8    Kȃo7|6 blocks=Basic Latin,Latin Extended-B
9471  0x0009dd55 0x004a4d55 6   7            ascii   zYee\fW
9472  0x0009dd74 0x004a4d74 4   5            ascii   )Wun
9473  0x0009ddaa 0x004a4daa 4   5            ascii   G_VU
9474  0x0009de16 0x004a4e16 6   7            ascii   *yYvD.
9475  0x0009de32 0x004a4e32 5   6            ascii   f.I(+
9476  0x0009de4d 0x004a4e4d 5   6            ascii   $_mgh
9477  0x0009de59 0x004a4e59 5   6            ascii   -\nAA_
9478  0x0009de60 0x004a4e60 8   9            ascii   i5TNn?] 
9479  0x0009de6f 0x004a4e6f 4   5            ascii   \f3Ei
9480  0x0009de87 0x004a4e87 4   5            ascii   O~-#
9481  0x0009def0 0x004a4ef0 4   5            ascii   1\t.g
9482  0x0009defc 0x004a4efc 5   6            ascii   ^XS>P
9483  0x0009df08 0x004a4f08 4   5            ascii   ux`[
9484  0x0009df0d 0x004a4f0d 5   6            ascii   \tG"\bA
9485  0x0009df55 0x004a4f55 7   10           utf8    j샪}e/g[ blocks=Basic Latin,Hangul Syllables
9486  0x0009df61 0x004a4f61 4   5            ascii   _\f\nr
9487  0x0009dfae 0x004a4fae 4   6            utf8    D^ο; blocks=Basic Latin,Greek and Coptic
9488  0x0009dfc4 0x004a4fc4 7   8            ascii   IIIw,YY
9489  0x0009e00f 0x004a500f 5   7            utf8    >wԚy$ blocks=Basic Latin,Cyrillic Supplement
9490  0x0009e04c 0x004a504c 7   9            utf8    Yb1w jز blocks=Basic Latin,Arabic
9491  0x0009e062 0x004a5062 4   6            utf8    ÔeN$ blocks=Latin-1 Supplement,Basic Latin
9492  0x0009e074 0x004a5074 7   8            ascii   [QB-N\fd
9493  0x0009e111 0x004a5111 4   5            ascii   W(\\f
9494  0x0009e121 0x004a5121 4   5            ascii   *kVa
9495  0x0009e185 0x004a5185 5   7            utf8    z.hJϭ blocks=Basic Latin,Greek and Coptic
9496  0x0009e194 0x004a5194 4   5            ascii   j6cO
9497  0x0009e1b9 0x004a51b9 5   6            ascii   X=2:8
9498  0x0009e1db 0x004a51db 6   9            utf8    ʳ^F~џ, blocks=Spacing Modifier Letters,Basic Latin,Cyrillic
9499  0x0009e1f1 0x004a51f1 4   5            ascii   aXB7
9500  0x0009e1fe 0x004a51fe 6   7            ascii   Kp3>h!
9501  0x0009e243 0x004a5243 4   5            ascii   eOD8
9502  0x0009e256 0x004a5256 6   8            utf8    eR~3"͔ blocks=Basic Latin,Combining Diacritical Marks
9503  0x0009e2bd 0x004a52bd 4   6            utf8    !<Ċ] blocks=Basic Latin,Latin Extended-A
9504  0x0009e34b 0x004a534b 4   5            ascii   4ikf
9505  0x0009e35e 0x004a535e 6   7            ascii   }y1@UR
9506  0x0009e39f 0x004a539f 5   7            utf8    ^ Vmˣ blocks=Basic Latin,Spacing Modifier Letters
9507  0x0009e402 0x004a5402 4   5            ascii   %-\bI
9508  0x0009e474 0x004a5474 5   7            utf8    32ږGB blocks=Basic Latin,Arabic
9509  0x0009e4a3 0x004a54a3 4   6            utf8    ݺhgR blocks=Arabic Supplement,Basic Latin
9510  0x0009e500 0x004a5500 4   5            ascii   yS@b
9511  0x0009e535 0x004a5535 4   5            ascii   Hu2]
9512  0x0009e578 0x004a5578 7   8            ascii   \P"8.\nE
9513  0x0009e582 0x004a5582 4   5            ascii   D-KE
9514  0x0009e5b0 0x004a55b0 5   9            utf8    R`ѐýd blocks=Basic Latin,Cyrillic,Latin-1 Supplement
9515  0x0009e62b 0x004a562b 4   5            ascii   Pj,!
9516  0x0009e630 0x004a5630 4   5            ascii   )|II
9517  0x0009e654 0x004a5654 4   5            ascii   &fN\
9518  0x0009e669 0x004a5669 4   5            ascii   {<"\b
9519  0x0009e67b 0x004a567b 5   6            ascii   {jq@\t
9520  0x0009e698 0x004a5698 7   9            utf8    pp} :z@
9521  0x0009e6e0 0x004a56e0 5   7            utf8    gɓ@I  blocks=Basic Latin,IPA Extensions
9522  0x0009e700 0x004a5700 5   7            utf8    "= ͎2 blocks=Basic Latin,Combining Diacritical Marks
9523  0x0009e746 0x004a5746 4   5            ascii   ))4^
9524  0x0009e74b 0x004a574b 5   6            ascii   f,u#d
9525  0x0009e785 0x004a5785 4   6            utf8    vZƕw blocks=Basic Latin,Latin Extended-B
9526  0x0009e7f6 0x004a57f6 4   5            ascii   mzOS
9527  0x0009e808 0x004a5808 4   5            ascii   C(F/
9528  0x0009e829 0x004a5829 6   8            utf8    MX/֨6P blocks=Basic Latin,Hebrew
9529  0x0009e8b8 0x004a58b8 4   5            ascii   :4\r1
9530  0x0009e8c4 0x004a58c4 4   5            ascii   v'Xf
9531  0x0009e8f4 0x004a58f4 6   7            ascii   '6p\nGT
9532  0x0009e902 0x004a5902 4   5            ascii   #ulk
9533  0x0009e941 0x004a5941 4   5            ascii   5"\&
9534  0x0009e969 0x004a5969 6   7            ascii   \X\n3cj
9535  0x0009e9a6 0x004a59a6 4   6            utf8    ʂ0N\e blocks=IPA Extensions,Basic Latin
9536  0x0009e9b9 0x004a59b9 5   6            ascii   \aEg'i
9537  0x0009e9f9 0x004a59f9 7   8            ascii   |qpG6oM
9538  0x0009ea18 0x004a5a18 4   5            ascii   u\aFd
9539  0x0009ea9a 0x004a5a9a 4   5            ascii   7vH\t
9540  0x0009eab6 0x004a5ab6 4   5            ascii   \tnZa
9541  0x0009eae5 0x004a5ae5 4   5            ascii   \fIKm
9542  0x0009eb13 0x004a5b13 4   6            utf8    ;9݇b blocks=Basic Latin,Syriac
9543  0x0009eb68 0x004a5b68 4   5            ascii   :8+=
9544  0x0009ebd7 0x004a5bd7 4   5            ascii   :\b|'
9545  0x0009ebdc 0x004a5bdc 4   5            ascii   1Wu1
9546  0x0009ebe2 0x004a5be2 5   7            utf8    ^Ӳ\thz blocks=Basic Latin,Cyrillic
9547  0x0009ebfb 0x004a5bfb 6   7            ascii   l848*\
9548  0x0009ec08 0x004a5c08 4   5            ascii   W*{\f
9549  0x0009ec22 0x004a5c22 5   6            ascii   O*N'v
9550  0x0009ec35 0x004a5c35 6   9            utf8    &TtȌǱY blocks=Basic Latin,Latin Extended-B
9551  0x0009ec91 0x004a5c91 4   5            ascii   \t3a;
9552  0x0009ec96 0x004a5c96 4   6            utf8    ?T[Һ blocks=Basic Latin,Cyrillic
9553  0x0009ecaa 0x004a5caa 4   5            ascii   VD\e_
9554  0x0009ecc3 0x004a5cc3 4   6            utf8    1)ɅN blocks=Basic Latin,Latin Extended-B
9555  0x0009ecf0 0x004a5cf0 4   5            ascii   Ob5A
9556  0x0009ed26 0x004a5d26 4   5            ascii   C~:o
9557  0x0009ed3c 0x004a5d3c 4   5            ascii   Kk;!
9558  0x0009ed72 0x004a5d72 4   5            ascii   `? q
9559  0x0009ed9e 0x004a5d9e 4   5            ascii   5p\nk
9560  0x0009ede8 0x004a5de8 5   6            ascii   ~'52m
9561  0x0009ee05 0x004a5e05 4   5            ascii   u\e\e-
9562  0x0009ee12 0x004a5e12 6   7            ascii   *Dc1/Z
9563  0x0009ee5a 0x004a5e5a 6   8            utf8    r'e(Eސ blocks=Basic Latin,Thaana
9564  0x0009ee7d 0x004a5e7d 4   5            ascii   XQ!}
9565  0x0009ee83 0x004a5e83 4   5            ascii   *)f>
9566  0x0009eebf 0x004a5ebf 4   5            ascii   \a(;d
9567  0x0009ef8b 0x004a5f8b 6   8            utf8    9.?\vgŕ blocks=Basic Latin,Latin Extended-A
9568  0x0009efbf 0x004a5fbf 4   5            ascii   '$\u
9569  0x0009efe7 0x004a5fe7 4   5            ascii   Q\t 4
9570  0x0009f003 0x004a6003 6   8            utf8    đqS\b/" blocks=Latin Extended-A,Basic Latin
9571  0x0009f00b 0x004a600b 5   7            utf8    \t?[Сg blocks=Basic Latin,Cyrillic
9572  0x0009f027 0x004a6027 8   9            ascii   \r'jv\f\rFP
9573  0x0009f077 0x004a6077 4   5            ascii   -{;0
9574  0x0009f159 0x004a6159 4   5            ascii   6<SS
9575  0x0009f182 0x004a6182 4   5            ascii   t(6\t
9576  0x0009f1db 0x004a61db 4   6            utf8    ݠy_` blocks=Arabic Supplement,Basic Latin
9577  0x0009f23e 0x004a623e 4   5            ascii   xo<\v
9578  0x0009f2a6 0x004a62a6 4   5            ascii   ,$7N
9579  0x0009f2ee 0x004a62ee 4   5            ascii   \azE>
9580  0x0009f2f4 0x004a62f4 4   5            ascii   $$T\f
9581  0x0009f300 0x004a6300 4   5            ascii   xg\vg
9582  0x0009f338 0x004a6338 7   11           utf8    ź0窾8%T, blocks=Latin Extended-A,Basic Latin,CJK Unified Ideographs
9583  0x0009f3b0 0x004a63b0 5   8            utf8    Ƚt0Eٞ blocks=Latin Extended-B,Basic Latin,Arabic
9584  0x0009f3e9 0x004a63e9 4   5            ascii   [}\\n
9585  0x0009f41e 0x004a641e 4   5            ascii   \ng(v
9586  0x0009f423 0x004a6423 5   6            ascii   Op'%&
9587  0x0009f46e 0x004a646e 5   6            ascii   }v\t'\r
9588  0x0009f4ac 0x004a64ac 4   5            ascii   kLI;
9589  0x0009f4c4 0x004a64c4 4   5            ascii   S|vA
9590  0x0009f52b 0x004a652b 4   5            ascii   5jJO
9591  0x0009f53c 0x004a653c 6   7            ascii   di`7p=
9592  0x0009f555 0x004a6555 5   6            ascii   \a*+u=
9593  0x0009f58d 0x004a658d 4   5            ascii   $EG'
9594  0x0009f592 0x004a6592 4   5            ascii   ^xZ\n
9595  0x0009f601 0x004a6601 5   8            utf8    ߐ' ֧7 blocks=NKo,Basic Latin,Hebrew
9596  0x0009f61e 0x004a661e 5   8            utf8    կ4"̤f blocks=Armenian,Basic Latin,Combining Diacritical Marks
9597  0x0009f62a 0x004a662a 4   6            utf8    վo[$ blocks=Armenian,Basic Latin
9598  0x0009f6d8 0x004a66d8 7   8            ascii   \rO3"H[3
9599  0x0009f6e0 0x004a66e0 4   5            ascii   fOt:
9600  0x0009f70a 0x004a670a 4   5            ascii   .oYd
9601  0x0009f71b 0x004a671b 4   5            ascii   2X]l
9602  0x0009f729 0x004a6729 4   5            ascii   }wsZ
9603  0x0009f762 0x004a6762 4   5            ascii   J0Z}
9604  0x0009f770 0x004a6770 4   5            ascii   I3B[
9605  0x0009f77a 0x004a677a 5   6            ascii   3Y,]q
9606  0x0009f78c 0x004a678c 4   5            ascii   Bn\rs
9607  0x0009f831 0x004a6831 5   6            ascii   M,T\"
9608  0x0009f866 0x004a6866 5   6            ascii   C0\(K
9609  0x0009f87f 0x004a687f 4   5            ascii   }j6\t
9610  0x0009f8a9 0x004a68a9 4   6            utf8    ]пS> blocks=Basic Latin,Cyrillic
9611  0x0009f8f1 0x004a68f1 4   5            ascii   9`GN
9612  0x0009f8fc 0x004a68fc 4   5            ascii   @TV_
9613  0x0009f918 0x004a6918 5   7            utf8    n´tHs blocks=Basic Latin,Latin-1 Supplement
9614  0x0009f92a 0x004a692a 5   6            ascii   /O^qV
9615  0x0009f959 0x004a6959 4   5            ascii   -mD\f
9616  0x0009f9c6 0x004a69c6 4   5            ascii   j3&-
9617  0x0009fa01 0x004a6a01 5   7            utf8    O}˩Fo blocks=Basic Latin,Spacing Modifier Letters
9618  0x0009faea 0x004a6aea 4   7            utf8    ҳ}Oʉ blocks=Cyrillic,Basic Latin,IPA Extensions
9619  0x0009fb3c 0x004a6b3c 6   7            ascii   6bvW=M
9620  0x0009fb48 0x004a6b48 4   7            utf8    :oƆѫ blocks=Basic Latin,Latin Extended-B,Cyrillic
9621  0x0009fb5b 0x004a6b5b 5   6            ascii   .,zkt
9622  0x0009fb75 0x004a6b75 4   6            utf8    }8ٵ/ blocks=Basic Latin,Arabic
9623  0x0009fb89 0x004a6b89 6   8            utf8    hwrMĄU blocks=Basic Latin,Latin Extended-A
9624  0x0009fbce 0x004a6bce 4   6            utf8    Awٙb blocks=Basic Latin,Arabic
9625  0x0009fbe5 0x004a6be5 4   5            ascii   KHDc
9626  0x0009fc10 0x004a6c10 5   6            ascii   C3=b=
9627  0x0009fc44 0x004a6c44 5   7            utf8    *@&ϱn blocks=Basic Latin,Greek and Coptic
9628  0x0009fc74 0x004a6c74 5   6            ascii   5mPTg
9629  0x0009fc8d 0x004a6c8d 4   5            ascii   Mgx\
9630  0x0009fca0 0x004a6ca0 4   6            utf8    ˀes6 blocks=Spacing Modifier Letters,Basic Latin
9631  0x0009fcb2 0x004a6cb2 9   10           ascii    5T\r^+Ej 
9632  0x0009fd0b 0x004a6d0b 5   6            ascii   1T1X\e
9633  0x0009fd2d 0x004a6d2d 4   5            ascii   Wafa
9634  0x0009fd74 0x004a6d74 6   8            utf8    vaaGzץ blocks=Basic Latin,Hebrew
9635  0x0009fd97 0x004a6d97 6   7            ascii   $1p.\f;
9636  0x0009fe15 0x004a6e15 6   7            ascii   jk${rA
9637  0x0009fe2f 0x004a6e2f 5   7            utf8    WVTό\e blocks=Basic Latin,Greek and Coptic
9638  0x0009fe5e 0x004a6e5e 4   6            utf8    qXKه blocks=Basic Latin,Arabic
9639  0x0009fe69 0x004a6e69 4   5            ascii   >{y#
9640  0x0009fed3 0x004a6ed3 4   5            ascii   ;@!}
9641  0x0009feda 0x004a6eda 10  11           ascii   \b(Oxz]U1aD
9642  0x0009ff31 0x004a6f31 7   10           utf8    GmǨ&۩25 blocks=Basic Latin,Latin Extended-B,Arabic
9643  0x0009ff46 0x004a6f46 4   5            ascii   rIr\f
9644  0x0009ffaf 0x004a6faf 6   7            ascii   \bx49]-
9645  0x0009ffb6 0x004a6fb6 4   6            utf8    ͂`_j blocks=Combining Diacritical Marks,Basic Latin
9646  0x0009ffd5 0x004a6fd5 4   5            ascii   mc5T
9647  0x000a002d 0x004a702d 4   5            ascii   BN%&
9648  0x000a0037 0x004a7037 4   5            ascii   p(hB
9649  0x000a004f 0x004a704f 5   6            ascii   J\b^#\b
9650  0x000a006c 0x004a706c 5   7            utf8    ڱyp,a blocks=Arabic,Basic Latin
9651  0x000a00ee 0x004a70ee 4   6            utf8    ؤ#\t` blocks=Arabic,Basic Latin
9652  0x000a0139 0x004a7139 4   5            ascii   Uep;
9653  0x000a016f 0x004a716f 5   7            utf8    (dĶhG blocks=Basic Latin,Latin Extended-A
9654  0x000a01a6 0x004a71a6 4   5            ascii   S\nE;
9655  0x000a01c1 0x004a71c1 4   5            ascii   hT\fl
9656  0x000a0206 0x004a7206 4   6            utf8    ҳ+\bQ blocks=Cyrillic,Basic Latin
9657  0x000a0226 0x004a7226 4   6            utf8    7_´# blocks=Basic Latin,Latin-1 Supplement
9658  0x000a0248 0x004a7248 4   5            ascii   _bLA
9659  0x000a027e 0x004a727e 5   7            utf8    b<uڈR blocks=Basic Latin,Arabic
9660  0x000a028d 0x004a728d 4   5            ascii   ( 8x
9661  0x000a0299 0x004a7299 4   5            ascii   , 4:
9662  0x000a02ac 0x004a72ac 4   6            utf8    jH*/
9663  0x000a02ca 0x004a72ca 4   5            ascii   Al h
9664  0x000a02d2 0x004a72d2 8   10           utf8    yfOzœ$ue blocks=Basic Latin,Latin Extended-A
9665  0x000a0309 0x004a7309 4   5            ascii   @gmw
9666  0x000a0318 0x004a7318 8   10           utf8    F&\vϓw'@3 blocks=Basic Latin,Greek and Coptic
9667  0x000a033a 0x004a733a 5   6            ascii   (\vWe\
9668  0x000a034c 0x004a734c 4   6            utf8    ݴX4+ blocks=Arabic Supplement,Basic Latin
9669  0x000a0352 0x004a7352 4   5            ascii   JN_3
9670  0x000a036a 0x004a736a 4   5            ascii   GN|K
9671  0x000a03c9 0x004a73c9 4   5            ascii   QYu9
9672  0x000a041c 0x004a741c 5   6            ascii   ~2dUR
9673  0x000a0429 0x004a7429 4   5            ascii   w|)}
9674  0x000a045f 0x004a745f 4   5            ascii   v[]4
9675  0x000a0482 0x004a7482 4   6            utf8    lCgލ blocks=Basic Latin,Thaana
9676  0x000a04e4 0x004a74e4 5   6            ascii   D\a@ 0
9677  0x000a053f 0x004a753f 4   6            utf8    ӒYoJ blocks=Cyrillic,Basic Latin
9678  0x000a0552 0x004a7552 4   5            ascii   4eh\a
9679  0x000a0562 0x004a7562 4   5            ascii   Y\tb(
9680  0x000a057f 0x004a757f 6   7            ascii   |\e>v2 
9681  0x000a0587 0x004a7587 6   7            ascii   \n..4}1
9682  0x000a05c2 0x004a75c2 4   5            ascii   O.@7
9683  0x000a05d9 0x004a75d9 6   7            ascii   y+f&B[
9684  0x000a05ee 0x004a75ee 7   8            ascii   GH\eST#\n
9685  0x000a0607 0x004a7607 4   5            ascii   J;zl
9686  0x000a0680 0x004a7680 8   9            ascii   hC{R6h\as
9687  0x000a0708 0x004a7708 7   8            ascii   \agyH\W8
9688  0x000a0718 0x004a7718 4   6            utf8    MCX҃ blocks=Basic Latin,Cyrillic
9689  0x000a0765 0x004a7765 4   6            utf8    عqj\ blocks=Arabic,Basic Latin
9690  0x000a0785 0x004a7785 5   6            ascii   ~>5#`
9691  0x000a07a6 0x004a77a6 7   9            utf8    qz$-}OE
9692  0x000a07c0 0x004a77c0 6   8            utf8    HNƚYsu blocks=Basic Latin,Latin Extended-B
9693  0x000a07ed 0x004a77ed 4   5            ascii   A:"H
9694  0x000a0837 0x004a7837 4   8            utf8    ͌i䯍@ blocks=Combining Diacritical Marks,Basic Latin,CJK Unified Ideographs Extension A
9695  0x000a0858 0x004a7858 7   8            ascii   <6\bdn-N
9696  0x000a0880 0x004a7880 4   5            ascii   +-bJ
9697  0x000a0899 0x004a7899 4   5            ascii   9g:a
9698  0x000a08a9 0x004a78a9 5   6            ascii   92Ao-
9699  0x000a08d2 0x004a78d2 4   7            utf8    FUz៑ blocks=Basic Latin,Khmer
9700  0x000a08e8 0x004a78e8 4   5            ascii   X,\eh
9701  0x000a0932 0x004a7932 8   12           utf8    T䬧b&ڋRPd blocks=Basic Latin,CJK Unified Ideographs Extension A,Arabic
9702  0x000a0984 0x004a7984 4   5            ascii   yHm[
9703  0x000a0999 0x004a7999 4   5            ascii   1t\t`
9704  0x000a09d5 0x004a79d5 5   6            ascii   =rCw(
9705  0x000a09db 0x004a79db 4   5            ascii   r")%
9706  0x000a09fd 0x004a79fd 6   7            ascii   H"Go0R
9707  0x000a0a14 0x004a7a14 6   7            ascii   &@p;@T
9708  0x000a0a47 0x004a7a47 4   5            ascii   hBO`
9709  0x000a0a65 0x004a7a65 4   5            ascii   {ES.
9710  0x000a0a6c 0x004a7a6c 6   7            ascii   VPLIX.
9711  0x000a0a91 0x004a7a91 4   5            ascii   tYIp
9712  0x000a0acf 0x004a7acf 5   6            ascii   *2q\n?
9713  0x000a0aea 0x004a7aea 4   5            ascii   R94#
9714  0x000a0aff 0x004a7aff 5   6            ascii   ~\~A(
9715  0x000a0b2b 0x004a7b2b 4   6            utf8    4ư|f blocks=Basic Latin,Latin Extended-B
9716  0x000a0ba8 0x004a7ba8 10  11           ascii   \f\b* 68P;w%
9717  0x000a0bf6 0x004a7bf6 7   8            ascii   )i=zmS'
9718  0x000a0c20 0x004a7c20 5   6            ascii   sI\r}Y
9719  0x000a0c3f 0x004a7c3f 4   7            utf8    䖳`u\e blocks=CJK Unified Ideographs Extension A,Basic Latin
9720  0x000a0c65 0x004a7c65 11  12           ascii   i~c~bA9R5\f
9721  0x000a0c9b 0x004a7c9b 5   7            utf8    >ȯ\raV blocks=Basic Latin,Latin Extended-B
9722  0x000a0cc5 0x004a7cc5 4   5            ascii   /vzF
9723  0x000a0cdb 0x004a7cdb 4   5            ascii   x*jh
9724  0x000a0d10 0x004a7d10 6   7            ascii   "5Go>X
9725  0x000a0d4b 0x004a7d4b 10  12           utf8    4۠G\aG&R]sJ blocks=Basic Latin,Arabic
9726  0x000a0d68 0x004a7d68 4   5            ascii   D&8|
9727  0x000a0da5 0x004a7da5 5   6            ascii   bd\tHt
9728  0x000a0db7 0x004a7db7 4   5            ascii   ^OE"
9729  0x000a0e16 0x004a7e16 4   6            utf8    "߁\bF blocks=Basic Latin,NKo
9730  0x000a0e38 0x004a7e38 4   5            ascii   |BC(
9731  0x000a0e50 0x004a7e50 4   5            ascii   Ph V
9732  0x000a0e72 0x004a7e72 4   6            utf8    3f̹\e blocks=Basic Latin,Combining Diacritical Marks
9733  0x000a0e84 0x004a7e84 4   5            ascii   ja"h
9734  0x000a0eb2 0x004a7eb2 5   7            utf8    cɷnH{ blocks=Basic Latin,IPA Extensions
9735  0x000a0f13 0x004a7f13 6   8            utf8    ibYً(7 blocks=Basic Latin,Arabic
9736  0x000a0f20 0x004a7f20 4   6            utf8    [p!g
9737  0x000a0fb4 0x004a7fb4 4   5            ascii   .:A]
9738  0x000a0fd3 0x004a7fd3 5   7            utf8    hPɿ@' blocks=Basic Latin,IPA Extensions
9739  0x000a1047 0x004a8047 4   5            ascii   !!-b
9740  0x000a107f 0x004a807f 4   5            ascii   A!%`
9741  0x000a10bd 0x004a80bd 4   5            ascii   85m\a
9742  0x000a10c9 0x004a80c9 7   8            ascii   !@!$Si\r
9743  0x000a114c 0x004a814c 4   6            utf8    \b]_̱ blocks=Basic Latin,Combining Diacritical Marks
9744  0x000a116a 0x004a816a 8   10           utf8    ^RBlMɶQ: blocks=Basic Latin,IPA Extensions
9745  0x000a118a 0x004a818a 4   5            ascii   jP}A
9746  0x000a11ab 0x004a81ab 5   7            utf8    3,\tľ\ blocks=Basic Latin,Latin Extended-A
9747  0x000a1217 0x004a8217 4   5            ascii   BlA)
9748  0x000a126f 0x004a826f 5   6            ascii   SaNn\b
9749  0x000a1299 0x004a8299 4   6            utf8    ДG;M blocks=Cyrillic,Basic Latin
9750  0x000a12a3 0x004a82a3 5   7            utf8    `ܢ<EM blocks=Basic Latin,Syriac
9751  0x000a12b3 0x004a82b3 5   6            ascii   >*-cf
9752  0x000a12c1 0x004a82c1 4   7            utf8    <\bֆ~ blocks=Basic Latin,Armenian
9753  0x000a1306 0x004a8306 6   7            ascii   iU_V7i
9754  0x000a1320 0x004a8320 4   5            ascii   #P+u
9755  0x000a1342 0x004a8342 4   5            ascii   6?4~
9756  0x000a137b 0x004a837b 4   5            ascii   ToLU
9757  0x000a13ef 0x004a83ef 4   6            utf8    +͉FV blocks=Basic Latin,Combining Diacritical Marks
9758  0x000a141a 0x004a841a 5   7            utf8    _@<uȌ blocks=Basic Latin,Latin Extended-B
9759  0x000a1442 0x004a8442 9   10           ascii   O02;H.a/b
9760  0x000a1503 0x004a8503 4   6            utf8    CλlC blocks=Basic Latin,Greek and Coptic
9761  0x000a154b 0x004a854b 6   8            utf8    YTp,#?
9762  0x000a1562 0x004a8562 4   5            ascii   H>0v
9763  0x000a157d 0x004a857d 5   6            ascii   m5:XN
9764  0x000a1586 0x004a8586 4   6            utf8    χ=0| blocks=Greek and Coptic,Basic Latin
9765  0x000a15b5 0x004a85b5 6   7            ascii   U#bv}\t
9766  0x000a15db 0x004a85db 4   5            ascii   ~7\t\f
9767  0x000a1607 0x004a8607 9   10           ascii   b&>If\rt:w
9768  0x000a163c 0x004a863c 4   5            ascii   ~Na*
9769  0x000a165a 0x004a865a 4   6            utf8    e[Ħv blocks=Basic Latin,Latin Extended-A
9770  0x000a1665 0x004a8665 7   9            utf8    wk;[م2e blocks=Basic Latin,Arabic
9771  0x000a1679 0x004a8679 5   6            ascii   :@\e;>
9772  0x000a1695 0x004a8695 4   6            utf8    ō=&: blocks=Latin Extended-A,Basic Latin
9773  0x000a17c6 0x004a87c6 4   5            ascii   +p\vW
9774  0x000a1802 0x004a8802 5   6            ascii   R,*I6
9775  0x000a1809 0x004a8809 4   5            ascii   05>}
9776  0x000a18af 0x004a88af 4   5            ascii   Q/I\a
9777  0x000a1930 0x004a8930 4   6            utf8    J1f֜ blocks=Basic Latin,Hebrew
9778  0x000a1946 0x004a8946 4   6            utf8    ˴Ii; blocks=Spacing Modifier Letters,Basic Latin
9779  0x000a199a 0x004a899a 4   6            utf8    hlJ֒ blocks=Basic Latin,Hebrew
9780  0x000a1a19 0x004a8a19 5   6            ascii   {h"tn
9781  0x000a1a69 0x004a8a69 4   5            ascii   ET7I
9782  0x000a1a7b 0x004a8a7b 6   7            ascii   Z:(n%T
9783  0x000a1a82 0x004a8a82 4   5            ascii   fSo%
9784  0x000a1ac4 0x004a8ac4 5   6            ascii   I(\vlZ
9785  0x000a1aef 0x004a8aef 5   7            utf8    TpgЎb blocks=Basic Latin,Cyrillic
9786  0x000a1b0e 0x004a8b0e 4   5            ascii    \eF{
9787  0x000a1b3a 0x004a8b3a 8   9            ascii   *\t(\tYGh%
9788  0x000a1b44 0x004a8b44 4   6            utf8    `w9m
9789  0x000a1b6f 0x004a8b6f 4   5            ascii   jB9]
9790  0x000a1c24 0x004a8c24 9   11           utf8    *O<+t˰p6~ blocks=Basic Latin,Spacing Modifier Letters
9791  0x000a1ca3 0x004a8ca3 5   6            ascii   ";\tQ5
9792  0x000a1cb4 0x004a8cb4 5   9            utf8    !|Goz
9793  0x000a1d3d 0x004a8d3d 5   7            utf8    x4̚0^ blocks=Basic Latin,Combining Diacritical Marks
9794  0x000a1d47 0x004a8d47 5   6            ascii   *b[va
9795  0x000a1d52 0x004a8d52 6   8            utf8    Nʊ#TIG blocks=Basic Latin,IPA Extensions
9796  0x000a1db5 0x004a8db5 6   9            utf8    ςَ.<\4 blocks=Greek and Coptic,Arabic,Basic Latin
9797  0x000a1e5e 0x004a8e5e 5   6            ascii   +"\vTc
9798  0x000a1e80 0x004a8e80 6   7            ascii   4Lt-fS
9799  0x000a1ef5 0x004a8ef5 4   5            ascii   yLNh
9800  0x000a1f34 0x004a8f34 4   5            ascii   U\vdj
9801  0x000a1f52 0x004a8f52 4   5            ascii   @<`,
9802  0x000a1f7e 0x004a8f7e 4   6            utf8    t<|\b
9803  0x000a1fb7 0x004a8fb7 5   6            ascii   /Q\f 8
9804  0x000a1fbf 0x004a8fbf 4   5            ascii   /j(5
9805  0x000a1ffa 0x004a8ffa 7   9            utf8    6@`h+ߌi blocks=Basic Latin,NKo
9806  0x000a2074 0x004a9074 5   7            utf8    ѧ,\nC^ blocks=Cyrillic,Basic Latin
9807  0x000a20b5 0x004a90b5 4   5            ascii   3F0=
9808  0x000a20e7 0x004a90e7 4   5            ascii   uc*>
9809  0x000a217a 0x004a917a 4   5            ascii   ES#\r
9810  0x000a21e7 0x004a91e7 6   7            ascii   CYToY^
9811  0x000a21f7 0x004a91f7 4   5            ascii   Zjqu
9812  0x000a220f 0x004a920f 4   6            utf8    lʆMf blocks=Basic Latin,IPA Extensions
9813  0x000a2221 0x004a9221 4   5            ascii   qM.5
9814  0x000a2229 0x004a9229 4   6            utf8    hدLZ blocks=Basic Latin,Arabic
9815  0x000a226d 0x004a926d 5   6            ascii   \aQ9^*
9816  0x000a22e4 0x004a92e4 4   6            utf8    8ѤPQ blocks=Basic Latin,Cyrillic
9817  0x000a231e 0x004a931e 6   8            utf8    %<mxѼN blocks=Basic Latin,Cyrillic
9818  0x000a2354 0x004a9354 4   6            utf8    "6ñ8 blocks=Basic Latin,Latin-1 Supplement
