ii 1168 64
[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000000d 42   43   seg_001 ascii   !This program cannot be run in DOS mode.\n$
2027 0x000205ef 0x000205af 5    6            ascii   J>Q+1
2028 0x00020600 0x000205c0 8    9            ascii   V.](gYL1
2029 0x00020622 0x000205e2 6    7            ascii   \eh32X>
2030 0x00020645 0x00020605 4    5            ascii   >{Z+
2031 0x00020682 0x00020642 5    7            utf8    ѶtqH, blocks=Cyrillic,Basic Latin
2032 0x000206ca 0x0002068a 7    8            ascii   %~i"ewS
2033 0x000206dc 0x0002069c 4    5            ascii   9 *3
2034 0x000206e1 0x000206a1 4    5            ascii   r/w5
2035 0x000206ed 0x000206ad 6    8            utf8    \eIяzZ. blocks=Basic Latin,Cyrillic
2036 0x000206f7 0x000206b7 5    6            ascii   [9s:w
2037 0x00020702 0x000206c2 9    10           ascii   $qN*1QPBX
2038 0x00020715 0x000206d5 10   11           ascii   +cT\e\r/$1Q@
2039 0x0002073b 0x000206fb 6    7            ascii   V0u\f(\v
2040 0x00020748 0x00020708 6    7            ascii   3\a-Y/H
2041 0x00020752 0x00020712 6    7            ascii   Ym\f_Dr
2042 0x00020764 0x00020724 5    6            ascii   %v_1-
2043 0x0002076f 0x0002072f 5    6            ascii   T7qU0
2044 0x0002077d 0x0002073d 4    5            ascii   .+NJ
2045 0x0002078f 0x0002074f 4    5            ascii   $RR(
2046 0x000207a4 0x00020764 4    5            ascii   O]VR
2047 0x000207ad 0x0002076d 6    7            ascii   3y_%N:
2048 0x000207bd 0x0002077d 4    5            ascii   QE\v1
2049 0x000207d4 0x00020794 5    6            ascii   z[2\eu
2050 0x000207ee 0x000207ae 4    6            utf8    8?\vż blocks=Basic Latin,Latin Extended-A
2051 0x00020817 0x000207d7 4    5            ascii   e"21
2052 0x00020839 0x000207f9 4    5            ascii   w2E<
2053 0x00020843 0x00020803 4    5            ascii   .rhc
2054 0x00020865 0x00020825 4    6            utf8    .1ެb blocks=Basic Latin,Thaana
2055 0x000208b2 0x00020872 4    5            ascii   8}}9
2056 0x000208d5 0x00020895 12   13           ascii   ISssk_c'Y?;3
2057 0x000208fc 0x000208bc 4    5            ascii   h[;8
2058 0x0002090c 0x000208cc 5    6            ascii   KhaZI
2059 0x00020956 0x00020916 6    7            ascii   [Zc;d3
2060 0x0002095f 0x0002091f 5    6            ascii   [k;l;
2061 0x00020967 0x00020927 4    5            ascii   [SFT
2062 0x000209b6 0x00020976 4    5            ascii   h{K/
2063 0x000209c7 0x00020987 5    6            ascii   1h39k
2064 0x00020a05 0x000209c5 4    5            ascii   y;@g
2065 0x00020a22 0x000209e2 4    7            utf8    cCƜۏ blocks=Basic Latin,Latin Extended-B,Arabic
2066 0x00020a29 0x000209e9 8    10           utf8    ucxX̻s(g blocks=Basic Latin,Combining Diacritical Marks
2067 0x00020a63 0x00020a23 10   11           ascii   CY[\aSdwok}
2068 0x00020a6e 0x00020a2e 4    5            ascii   *cOu
2069 0x00020ab7 0x00020a77 4    5            ascii   R [e
2070 0x00020b00 0x00020ac0 4    6            utf8    Kӷp3 blocks=Basic Latin,Cyrillic
2071 0x00020b9f 0x00020b5f 7    9            utf8    ~#{>\v;Ū blocks=Basic Latin,Latin Extended-A
2072 0x00020bbe 0x00020b7e 4    5            ascii   LV>=
2073 0x00020bcb 0x00020b8b 5    8            utf8    5xǯŵV blocks=Basic Latin,Latin Extended-B,Latin Extended-A
2074 0x00020bde 0x00020b9e 4    6            utf8    q˃j9 blocks=Basic Latin,Spacing Modifier Letters
2075 0x00020c2b 0x00020beb 10   11           ascii   6?MB8I8`1:
2076 0x00020c66 0x00020c26 6    7            ascii   \fSWuZ?
2077 0x00020c86 0x00020c46 5    6            ascii   9xZ8k
2078 0x00020c8e 0x00020c4e 5    6            ascii   ?yY9j
2079 0x00020c97 0x00020c57 5    6            ascii   9zZ:b
2080 0x00020cab 0x00020c6b 9    10           ascii   ~brei-#jm
2081 0x00020d0b 0x00020ccb 5    6            ascii   q.\e=E
2082 0x00020d15 0x00020cd5 4    5            ascii   _P`<
2083 0x00020d35 0x00020cf5 4    5            ascii   :h:\b
2084 0x00020d49 0x00020d09 5    6            ascii   uoV:U
2085 0x00020d93 0x00020d53 6    8            utf8    ;wۺ[8; blocks=Basic Latin,Arabic
2086 0x00020da3 0x00020d63 4    5            ascii   n1K|
2087 0x00020dde 0x00020d9e 6    7            ascii   e|)@1\
2088 0x00020df3 0x00020db3 5    8            utf8    R령1\e' blocks=Basic Latin,Hangul Syllables
2089 0x00020e4a 0x00020e0a 6    7            ascii   XLv018
2090 0x00020e5c 0x00020e1c 6    8            utf8    i9Ƽ61c blocks=Basic Latin,Latin Extended-B
2091 0x00020e78 0x00020e38 4    5            ascii   Hw6}
2092 0x00020eae 0x00020e6e 4    5            ascii   [8I/
2093 0x00020f33 0x00020ef3 5    6            ascii   ONf~y
2094 0x00020f58 0x00020f18 6    8            utf8    xʳ/RwC blocks=Basic Latin,Spacing Modifier Letters
2095 0x00020f84 0x00020f44 4    5            ascii   ."@\b
2096 0x00020f89 0x00020f49 5    6            ascii   \vq\t;\t
2097 0x00020fa5 0x00020f65 4    5            ascii   Is{/
2098 0x00020fc0 0x00020f80 5    7            utf8    iel{Ψ blocks=Basic Latin,Greek and Coptic
2099 0x00020fcc 0x00020f8c 4    6            utf8    ̐byY blocks=Combining Diacritical Marks,Basic Latin
2100 0x00020fda 0x00020f9a 5    7            utf8    6hިS` blocks=Basic Latin,Thaana
2101 0x00021049 0x00021009 4    6            utf8    MhEo
2102 0x00021083 0x00021043 4    6            utf8    x`X̄ blocks=Basic Latin,Combining Diacritical Marks
2103 0x0002108d 0x0002104d 4    6            utf8    ӎ^4+ blocks=Cyrillic,Basic Latin
2104 0x000210da 0x0002109a 4    5            ascii   zw_*
2105 0x000210e8 0x000210a8 6    7            ascii   \a+$eSg
2106 0x0002110e 0x000210ce 4    5            ascii   ?wkv
2107 0x00021119 0x000210d9 5    6            ascii   W0]B2
2108 0x00021133 0x000210f3 9    10           ascii   LJD)}EbI[
2109 0x0002116c 0x0002112c 4    5            ascii   +@|:
2110 0x0002118b 0x0002114b 4    6            utf8    "Mˑt blocks=Basic Latin,Spacing Modifier Letters
2111 0x000211e1 0x000211a1 4    5            ascii   YFJ6
2112 0x000211f5 0x000211b5 6    7            ascii   \b}}\t1G
2113 0x00021210 0x000211d0 6    7            ascii   XHV1g3
2114 0x0002122c 0x000211ec 4    5            ascii   bxL3
2115 0x00021258 0x00021218 6    7            ascii   J01\a5v
2116 0x00021264 0x00021224 6    7            ascii   m7`MjG
2117 0x0002126b 0x0002122b 4    5            ascii   (t"\n
2118 0x00021284 0x00021244 5    8            utf8    rNٓOώ blocks=Basic Latin,Arabic,Greek and Coptic
2119 0x000212bf 0x0002127f 5    6            ascii   nGBKG
2120 0x000212c7 0x00021287 4    5            ascii   ~_/\v
2121 0x00021314 0x000212d4 4    5            ascii   -1?8
2122 0x00021319 0x000212d9 4    5            ascii   7te0
2123 0x00021326 0x000212e6 5    6            ascii   ~Z$tq
2124 0x00021333 0x000212f3 5    6            ascii   \f)?,q
2125 0x0002133c 0x000212fc 4    5            ascii   wX*P
2126 0x00021348 0x00021308 4    5            ascii   x\t>=
2127 0x0002134d 0x0002130d 8    9            ascii   \t*%a>]z~
2128 0x0002135a 0x0002131a 5    6            ascii   N6bE8
2129 0x00021362 0x00021322 4    6            utf8    k\vŪy blocks=Basic Latin,Latin Extended-A
2130 0x00021374 0x00021334 4    5            ascii   kXJ1
2131 0x0002137a 0x0002133a 4    5            ascii   f3GD
2132 0x00021392 0x00021352 6    8            utf8    ƙ\b"[3s blocks=Latin Extended-B,Basic Latin
2133 0x000213cb 0x0002138b 4    5            ascii   Y:_7
2134 0x000213de 0x0002139e 5    6            ascii   ]R*hu
2135 0x000213f4 0x000213b4 4    5            ascii   e_Zh
2136 0x00021408 0x000213c8 4    5            ascii   iDZr
2137 0x00021449 0x00021409 5    6            ascii   V:I\b+
2138 0x0002145d 0x0002141d 4    5            ascii   XT(%
2139 0x00021481 0x00021441 4    6            utf8    `ٰ\e_ blocks=Basic Latin,Arabic
2140 0x000214cc 0x0002148c 7    9            utf8    hgYVһ\e/ blocks=Basic Latin,Cyrillic
2141 0x000214df 0x0002149f 4    5            ascii   K\xi
2142 0x000214f1 0x000214b1 4    5            ascii   oSY[
2143 0x00021507 0x000214c7 4    5            ascii   _LWe
2144 0x00021521 0x000214e1 5    6            ascii   YT[UB
2145 0x00021536 0x000214f6 5    6            ascii   \n0q9Q
2146 0x0002153e 0x000214fe 6    8            utf8    !zGǚ\b1 blocks=Basic Latin,Latin Extended-B
2147 0x00021596 0x00021556 4    5            ascii   iot!
2148 0x000215d0 0x00021590 5    7            utf8    M*pпW blocks=Basic Latin,Cyrillic
2149 0x000215de 0x0002159e 4    7            utf8    i2Z blocks=Basic Latin,Private Use Area
2150 0x000215ef 0x000215af 4    5            ascii   Wjq?
2151 0x0002161c 0x000215dc 4    5            ascii   Y\a7\n
2152 0x0002162e 0x000215ee 4    5            ascii   {\v<b
2153 0x0002163f 0x000215ff 7    8            ascii   G*w\nqsi
2154 0x00021650 0x00021610 6    9            utf8    qukg` blocks=Basic Latin,Private Use Area
2155 0x00021661 0x00021621 5    8            utf8    ԊjҚah blocks=Cyrillic Supplement,Basic Latin,Cyrillic
2156 0x00021690 0x00021650 4    5            ascii   ?3{\b
2157 0x000216a6 0x00021666 4    5            ascii   8|x`
2158 0x000216ab 0x0002166b 4    6            utf8    wmX̜ blocks=Basic Latin,Combining Diacritical Marks
2159 0x000216c0 0x00021680 4    6            utf8    ްQ|  blocks=Thaana,Basic Latin
2160 0x00021715 0x000216d5 4    5            ascii   }Yq/
2161 0x00021734 0x000216f4 4    5            ascii   1K2\a
2162 0x00021747 0x00021707 7    8            ascii   xhSY['q
2163 0x00021799 0x00021759 4    6            utf8    \aΑSc blocks=Basic Latin,Greek and Coptic
2164 0x000217b9 0x00021779 7    9            utf8    \nq'Q#vȞ blocks=Basic Latin,Latin Extended-B
2165 0x00021810 0x000217d0 4    5            ascii   cov=
2166 0x00021886 0x00021846 4    5            ascii   o+Y*
2167 0x0002188b 0x0002184b 9    10           ascii   q/\#>33I?
2168 0x00021897 0x00021857 4    5            ascii   \fqEY
2169 0x000218a5 0x00021865 4    5            ascii   j+s\a
2170 0x000218e5 0x000218a5 4    5            ascii   2jYz
2171 0x000218ff 0x000218bf 4    5            ascii   1\f=t
2172 0x0002190d 0x000218cd 9    10           ascii   +aZ/?'Y3j
2173 0x00021925 0x000218e5 4    5            ascii   +XiZ
2174 0x0002192d 0x000218ed 4    5            ascii   K_7J
2175 0x00021938 0x000218f8 4    5            ascii   K[6b
2176 0x00021970 0x00021930 4    5            ascii   |\fM1
2177 0x00021975 0x00021935 5    6            ascii   -qZ|z
2178 0x0002199b 0x0002195b 4    5            ascii   \eT?t
2179 0x000219ac 0x0002196c 4    5            ascii   I1Z4
2180 0x000219fa 0x000219ba 5    7            utf8    R۪\b?f blocks=Basic Latin,Arabic
2181 0x00021a13 0x000219d3 4    5            ascii   RDYp
2182 0x00021a1a 0x000219da 5    6            ascii   u>mw8
2183 0x00021a3a 0x000219fa 4    5            ascii   Tz9Z
2184 0x00021a4a 0x00021a0a 4    5            ascii   dYV'
2185 0x00021a51 0x00021a11 4    5            ascii   >X\n\a
2186 0x00021a56 0x00021a16 6    7            ascii   =SJ 13
2187 0x00021a66 0x00021a26 4    5            ascii   H4\t!
2188 0x00021aa3 0x00021a63 5    7            utf8    `ǯ1\t8 blocks=Basic Latin,Latin Extended-B
2189 0x00021ab9 0x00021a79 4    5            ascii   o;?s
2190 0x00021abe 0x00021a7e 5    6            ascii   `\eE1S
2191 0x00021ac4 0x00021a84 4    5            ascii   -r3U
2192 0x00021b2d 0x00021aed 6    8            utf8    \Y(9ȳy blocks=Basic Latin,Latin Extended-B
2193 0x00021b42 0x00021b02 4    5            ascii   "Zqs
2194 0x00021b64 0x00021b24 7    8            ascii   S)gwoIW
2195 0x00021bff 0x00021bbf 5    6            ascii   \e3csz
2196 0x00021c0a 0x00021bca 5    6            ascii   ]qKQ{
2197 0x00021c86 0x00021c46 4    5            ascii   uQ*Z
2198 0x00021c91 0x00021c51 4    5            ascii   b3uj
2199 0x00021cf7 0x00021cb7 4    5            ascii   8**E
2200 0x00021d3d 0x00021cfd 4    5            ascii   Yhvu
2201 0x00021d63 0x00021d23 5    7            utf8    ڈUXwF blocks=Arabic,Basic Latin
2202 0x00021d6a 0x00021d2a 7    9            utf8    Ʉm\rZI(T blocks=Latin Extended-B,Basic Latin
2203 0x00021d7a 0x00021d3a 7    9            utf8    ;{yYN"ū blocks=Basic Latin,Latin Extended-A
2204 0x00021d89 0x00021d49 6    8            utf8    0gJ&ـd blocks=Basic Latin,Arabic
2205 0x00021dae 0x00021d6e 4    5            ascii   \t8Zi
2206 0x00021dc7 0x00021d87 4    5            ascii   XF-#
2207 0x00021dd5 0x00021d95 5    7            utf8    4gŻVz blocks=Basic Latin,Latin Extended-A
2208 0x00021df8 0x00021db8 5    6            ascii   w1@YK
2209 0x00021dfe 0x00021dbe 5    7            utf8    >C!V݊ blocks=Basic Latin,Syriac
2210 0x00021e0d 0x00021dcd 4    7            utf8    yǯ١8 blocks=Basic Latin,Latin Extended-B,Arabic
2211 0x00021e15 0x00021dd5 5    7            utf8    +}y$ũ blocks=Basic Latin,Latin Extended-A
2212 0x00021e26 0x00021de6 4    5            ascii   ZEN5
2213 0x00021e4e 0x00021e0e 4    5            ascii   SU_H
2214 0x00021e6c 0x00021e2c 4    5            ascii   o5<b
2215 0x00021e9f 0x00021e5f 5    6            ascii   L$^"?
2216 0x00021ebf 0x00021e7f 4    5            ascii   %}+0
2217 0x00021ecc 0x00021e8c 4    5            ascii   )r1~
2218 0x00021efe 0x00021ebe 7    9            utf8    `ɑu1{SZ blocks=Basic Latin,IPA Extensions
2219 0x00021f37 0x00021ef7 4    5            ascii   ?2S0
2220 0x00021f79 0x00021f39 4    5            ascii   D};\a
2221 0x00021f9a 0x00021f5a 4    6            utf8    GӼr7 blocks=Basic Latin,Cyrillic
2222 0x00021fa0 0x00021f60 4    5            ascii   {F%S
2223 0x00021fc0 0x00021f80 4    5            ascii   @q-L
2224 0x00021fe8 0x00021fa8 5    6            ascii   59I6h
2225 0x00021ff5 0x00021fb5 4    5            ascii   QQ\aI
2226 0x00022028 0x00021fe8 5    6            ascii   t\vC'2
2227 0x00022081 0x00022041 8    11           utf8    uxx`X̄҅i blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
2228 0x000220f8 0x000220b8 4    5            ascii   |91\b
2229 0x0002217e 0x0002213e 6    7            ascii   Z\r(,9\n
2230 0x000221eb 0x000221ab 5    6            ascii   /5o]3
2231 0x00022281 0x00022241 6    7            ascii   $(/Pt\e
2232 0x00022296 0x00022256 9    10           ascii   x9[_\nEyH[
2233 0x000222ce 0x0002228e 8    9            ascii   |K:X\n9jY
2234 0x000222dc 0x0002229c 4    6            utf8    ?Dώg blocks=Basic Latin,Greek and Coptic
2235 0x000222e4 0x000222a4 5    6            ascii   :Z7;y
2236 0x000222fb 0x000222bb 5    6            ascii   8Yc>[
2237 0x0002234e 0x0002230e 5    7            utf8    }D̩Z) blocks=Basic Latin,Combining Diacritical Marks
2238 0x000223a5 0x00022365 4    5            ascii   :i@b
2239 0x000223b3 0x00022373 6    7            ascii   am1\eh[
2240 0x000223d9 0x00022399 4    5            ascii   y\eT:
2241 0x000223f6 0x000223b6 13   14           ascii   5s6k7[1;2._XJ
2242 0x0002240a 0x000223ca 5    6            ascii   $s(d+
2243 0x00022436 0x000223f6 4    6            utf8    ܫcX< blocks=Syriac,Basic Latin
2244 0x00022453 0x00022413 7    8            ascii   7(w,Zi6
2245 0x0002245b 0x0002241b 4    5            ascii   3{E)
2246 0x0002247f 0x0002243f 5    6            ascii   q*}V3
2247 0x0002248e 0x0002244e 4    5            ascii   ,oZ+
2248 0x000224ac 0x0002246c 4    5            ascii   ,K01
2249 0x000224b5 0x00022475 12   15           utf8    9[,<0X~랳7k,X blocks=Basic Latin,Hangul Syllables
2250 0x000224e6 0x000224a6 4    5            ascii   S|9:
2251 0x00022529 0x000224e9 6    7            ascii   YKH.}/
2252 0x0002253b 0x000224fb 4    5            ascii   .70S
2253 0x00022540 0x00022500 15   16           ascii   kk977wqEH8uj135
2254 0x00022551 0x00022511 6    7            ascii   g5?2_b
2255 0x0002256d 0x0002252d 5    7            utf8    ?{@ްS blocks=Basic Latin,Thaana
2256 0x000225e1 0x000225a1 4    5            ascii   GSk>
2257 0x000225f6 0x000225b6 5    7            utf8    ̟x\t3j blocks=Combining Diacritical Marks,Basic Latin
2258 0x00022606 0x000225c6 4    5            ascii   )v\nO
2259 0x00022615 0x000225d5 4    5            ascii   }Su{
2260 0x00022621 0x000225e1 6    8            utf8    ux`Xī blocks=Basic Latin,Combining Diacritical Marks
2261 0x0002262a 0x000225ea 5    6            ascii   :Y(W|
2262 0x0002264b 0x0002260b 5    6            ascii   {NW 8
2263 0x0002267a 0x0002263a 4    5            ascii   Fq[b
2264 0x0002268c 0x0002264c 4    5            ascii   rgHq
2265 0x000226bb 0x0002267b 5    6            ascii   \nCr?R
2266 0x0002270e 0x000226ce 5    7            utf8    p\a}tۺ blocks=Basic Latin,Arabic
2267 0x00022725 0x000226e5 4    5            ascii   5+,i
2268 0x0002274b 0x0002270b 4    5            ascii   KwGx
2269 0x0002278d 0x0002274d 4    5            ascii   x`X/
2270 0x00022798 0x00022758 4    6            utf8    s̜(g blocks=Basic Latin,Combining Diacritical Marks
2271 0x000227cd 0x0002278d 5    7            utf8     {Ψ38 blocks=Basic Latin,Greek and Coptic
2272 0x00022821 0x000227e1 5    8            utf8    ( 8C blocks=Basic Latin,Private Use Area
2273 0x00022830 0x000227f0 4    5            ascii   \v].s
2274 0x00022876 0x00022836 5    6            ascii   J5E\e8
2275 0x0002289d 0x0002285d 4    5            ascii   JO9f
2276 0x000228d8 0x00022898 5    7            utf8    ˛XD\n= blocks=Spacing Modifier Letters,Basic Latin
2277 0x000228df 0x0002289f 5    6            ascii   EJ?E@
2278 0x000228f1 0x000228b1 4    5            ascii   1?gu
2279 0x00022936 0x000228f6 4    5            ascii   Lt}4
2280 0x00022956 0x00022916 4    5            ascii   L\eVI
2281 0x00022961 0x00022921 4    5            ascii   wXJt
2282 0x0002296c 0x0002292c 5    6            ascii   0[=4R
2283 0x0002297e 0x0002293e 4    5            ascii   \eTtx
2284 0x0002299e 0x0002295e 6    7            ascii   trzT-S
2285 0x000229af 0x0002296f 5    6            ascii   t93\r;
2286 0x000229b6 0x00022976 5    6            ascii   \v:o\n;
2287 0x000229bc 0x0002297c 4    5            ascii   ~qYD
2288 0x000229cf 0x0002298f 5    6            ascii   }\a6MF
2289 0x000229d5 0x00022995 6    7            ascii   Pw8\rY\t
2290 0x00022a1d 0x000229dd 4    5            ascii   [:zX
2291 0x00022a24 0x000229e4 6    7            ascii   [0!Ii_
2292 0x00022a37 0x000229f7 5    6            ascii   @T\axL
2293 0x00022a46 0x00022a06 5    7            utf8    :۲4I{ blocks=Basic Latin,Arabic
2294 0x00022a53 0x00022a13 10   11           ascii   XhBSK;"8Zi
2295 0x00022aac 0x00022a6c 5    6            ascii   r3ir_
2296 0x00022ac8 0x00022a88 10   15           utf8    AsÕۀڅvnkH² blocks=Basic Latin,Latin-1 Supplement,Arabic
2297 0x00022ae9 0x00022aa9 4    6            utf8    {hYH
2298 0x00022af2 0x00022ab2 8    9            ascii   TbNkaoSc
2299 0x00022b1a 0x00022ada 4    5            ascii   Lwq\r
2300 0x00022b1f 0x00022adf 4    5            ascii   id!+
2301 0x00022b38 0x00022af8 4    5            ascii   1iE%
2302 0x00022b3f 0x00022aff 5    6            ascii   q?i*$
2303 0x00022b46 0x00022b06 4    5            ascii   |"^M
2304 0x00022b57 0x00022b17 5    6            ascii   ;Y;Sc
2305 0x00022ba4 0x00022b64 5    6            ascii   Y.UW4
2306 0x00022bda 0x00022b9a 8    10           utf8    тs29TwjU blocks=Cyrillic,Basic Latin
2307 0x00022c13 0x00022bd3 5    6            ascii   \gQH/
2308 0x00022c54 0x00022c14 6    7            ascii   ;4gBuc
2309 0x00022c62 0x00022c22 8    10           utf8    3lS\tX)ʖd blocks=Basic Latin,IPA Extensions
2310 0x00022c6f 0x00022c2f 4    6            utf8    qۂq3 blocks=Basic Latin,Arabic
2311 0x00022c79 0x00022c39 4    5            ascii   y ;w
2312 0x00022c87 0x00022c47 4    5            ascii   o\eS}
2313 0x00022c97 0x00022c57 4    6            utf8     a߳Y blocks=Basic Latin,NKo
2314 0x00022c9f 0x00022c5f 4    5            ascii   8!B?
2315 0x00022d08 0x00022cc8 5    6            ascii   \tsH 3
2316 0x00022d44 0x00022d04 4    5            ascii   Tgd~
2317 0x00022d5d 0x00022d1d 4    5            ascii   kut_
2318 0x00022d74 0x00022d34 4    5            ascii   bVcC
2319 0x00022d80 0x00022d40 9    11           utf8    >=b`{o/7ǲ blocks=Basic Latin,Latin Extended-B
2320 0x00022d9c 0x00022d5c 5    6            ascii   =AZ k
2321 0x00022da6 0x00022d66 5    6            ascii   YSj2c
2322 0x00022e0f 0x00022dcf 7    9            utf8    j\edַsE\ blocks=Basic Latin,Hebrew
2323 0x00022e46 0x00022e06 5    6            ascii   {\ey;2
2324 0x00022e50 0x00022e10 6    8            utf8    JrQWޤ( blocks=Basic Latin,Thaana
2325 0x00022e70 0x00022e30 4    5            ascii   5?$`
2326 0x00022e76 0x00022e36 4    5            ascii   Yqu(
2327 0x00022e85 0x00022e45 6    7            ascii   x\v;Z+V
2328 0x00022e8d 0x00022e4d 10   11           ascii   D8XJ/{v1\t\a
2329 0x00022eb4 0x00022e74 4    5            ascii   XV7%
2330 0x00022ebf 0x00022e7f 9    11           utf8    q٪YKJ4_/% blocks=Basic Latin,Arabic
2331 0x00022ece 0x00022e8e 4    5            ascii   Z)Ct
2332 0x00022efa 0x00022eba 8    11           utf8    @?C]۟<@ώ blocks=Basic Latin,Arabic,Greek and Coptic
2333 0x00022f09 0x00022ec9 5    6            ascii   uYH6X
2334 0x00022f18 0x00022ed8 4    5            ascii   A;\vv
2335 0x00022f29 0x00022ee9 5    6            ascii   3f;5O
2336 0x00022f4f 0x00022f0f 5    6            ascii   O_(R>
2337 0x00022f8a 0x00022f4a 5    6            ascii   i0: h
2338 0x00022f90 0x00022f50 4    5            ascii   ?+Z]
2339 0x00022f98 0x00022f58 5    6            ascii   =1-R\r
2340 0x00022f9e 0x00022f5e 4    5            ascii   He!w
2341 0x00022fd0 0x00022f90 5    6            ascii   x?ed\r
2342 0x00022fd6 0x00022f96 4    5            ascii   T:?m
2343 0x00022fdb 0x00022f9b 6    8            utf8    b/8ÌzE blocks=Basic Latin,Latin-1 Supplement
2344 0x00022ff0 0x00022fb0 4    5            ascii   YU\v+
2345 0x00022ff8 0x00022fb8 7    8            ascii   O5h?=7|
2346 0x00023033 0x00022ff3 4    5            ascii   F8~z
2347 0x00023045 0x00023005 9    11           utf8    K8Bϐ$z`Y\f blocks=Basic Latin,Greek and Coptic
2348 0x0002306e 0x0002302e 4    6            utf8    չoX\b blocks=Armenian,Basic Latin
2349 0x0002307a 0x0002303a 4    5            ascii   ^>IQ
2350 0x000230af 0x0002306f 7    8            ascii   z1$N06E
2351 0x000230bf 0x0002307f 6    7            ascii   DI\v>-:
2352 0x000230fe 0x000230be 9    10           ascii   r]Vk|a7a.
2353 0x0002310b 0x000230cb 6    7            ascii   b=>Tch
2354 0x00023122 0x000230e2 4    5            ascii   T=c4
2355 0x00023137 0x000230f7 5    6            ascii   4<?&I
2356 0x00023145 0x00023105 4    6            utf8    n܀t% blocks=Basic Latin,Syriac
2357 0x0002318a 0x0002314a 4    7            utf8    \t%u blocks=Basic Latin,Private Use Area
2358 0x0002319a 0x0002315a 4    5            ascii   7M=i
2359 0x000231ac 0x0002316c 9    11           utf8    Cj}\aEvˁ'X blocks=Basic Latin,Spacing Modifier Letters
2360 0x000231be 0x0002317e 4    5            ascii    8}\a
2361 0x000231de 0x0002319e 5    7            utf8    \bށYt\e blocks=Basic Latin,Thaana
2362 0x00023221 0x000231e1 4    5            ascii   \b1<a
2363 0x0002325a 0x0002321a 4    5            ascii   I=kj
2364 0x00023268 0x00023228 4    5            ascii   k?r;
2365 0x0002326f 0x0002322f 4    5            ascii   /w^5
2366 0x0002328e 0x0002324e 5    8            utf8    Ӗ§JIb blocks=Cyrillic,Latin-1 Supplement,Basic Latin
2367 0x000232a8 0x00023268 5    6            ascii   4Fa3i
2368 0x000232e1 0x000232a1 5    7            utf8    +;f˅n blocks=Basic Latin,Spacing Modifier Letters
2369 0x00023311 0x000232d1 4    5            ascii   s4Z5
2370 0x0002333d 0x000232fd 4    5            ascii   5qYA
2371 0x0002337a 0x0002333a 4    5            ascii   y5-p
2372 0x00023383 0x00023343 6    8            utf8    x`zX̜( blocks=Basic Latin,Combining Diacritical Marks
2373 0x00023397 0x00023357 7    8            ascii   LR)otc!
2374 0x000233b2 0x00023372 5    7            utf8    ugzbޚ blocks=Basic Latin,Thaana
2375 0x0002343a 0x000233fa 4    5            ascii   5]::
2376 0x00023475 0x00023435 7    9            utf8    z/XNل\f3 blocks=Basic Latin,Arabic
2377 0x000234a6 0x00023466 6    7            ascii   ~)|?\v;
2378 0x000234be 0x0002347e 4    5            ascii   6C9:
2379 0x000234c4 0x00023484 9    10           ascii   c-17cSX\af
2380 0x000234d7 0x00023497 5    6            ascii   qXEV$
2381 0x000234f4 0x000234b4 6    7            ascii   q){EL2
2382 0x00023500 0x000234c0 4    5            ascii   A?O\n
2383 0x00023509 0x000234c9 7    8            ascii   7XZb>i9
2384 0x00023536 0x000234f6 4    6            utf8    kŴ3S blocks=Basic Latin,Latin Extended-A
2385 0x00023549 0x00023509 4    6            utf8    8ێ0[ blocks=Basic Latin,Arabic
2386 0x00023554 0x00023514 6    7            ascii   OXh\tt\r
2387 0x0002355e 0x0002351e 5    7            utf8    ~1W»5 blocks=Basic Latin,Latin-1 Supplement
2388 0x00023572 0x00023532 6    7            ascii   z5YT0Z
2389 0x0002357e 0x0002353e 5    6            ascii   qXH4O
2390 0x0002358c 0x0002354c 5    6            ascii   *Q}g4
2391 0x00023598 0x00023558 5    6            ascii   eO<9n
2392 0x000235b8 0x00023578 5    6            ascii   YH\eY-
2393 0x000235d7 0x00023597 5    6            ascii   \t&,:m
2394 0x000235e7 0x000235a7 4    5            ascii   ,1F\b
2395 0x000235f5 0x000235b5 5    6            ascii   %?+1)
2396 0x00023602 0x000235c2 4    5            ascii   3O65
2397 0x0002360a 0x000235ca 5    6            ascii   ?kZtG
2398 0x0002362e 0x000235ee 5    6            ascii   ze,iB
2399 0x00023635 0x000235f5 14   15           ascii   qBZGA7o_5]rdgj
2400 0x00023644 0x00023604 4    6            utf8    >z7ٰ blocks=Basic Latin,Arabic
2401 0x0002364a 0x0002360a 4    5            ascii   k9Hh
2402 0x00023650 0x00023610 4    5            ascii   etjZ
2403 0x0002367a 0x0002363a 4    5            ascii   6\t::
2404 0x00023680 0x00023640 7    8            ascii   Wi>1ROS
2405 0x0002368f 0x0002364f 7    8            ascii   _)YKE8N
2406 0x000236ac 0x0002366c 4    6            utf8    7٭9t blocks=Basic Latin,Arabic
2407 0x000236c3 0x00023683 5    6            ascii   +Xj"z
2408 0x000236dc 0x0002369c 7    8            ascii   )%e$#*`
2409 0x00023728 0x000236e8 4    5            ascii   \r&%9
2410 0x0002374f 0x0002370f 4    5            ascii   aZ=X
