[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a7 0x000000a7 6   7            ascii   uRichY
3    0x000001b0 0x000001b0 5   6            ascii   .text
673  0x0000fe7b 0x0040fe7b 4   6    .text   utf8    tƃ~( blocks=Basic Latin,Latin Extended-B
674  0x0000fed2 0x0040fed2 4   5    .text   ascii   M\fPj
675  0x0000feec 0x0040feec 4   5    .text   ascii   FD^[
676  0x0000ff05 0x0040ff05 4   5    .text   ascii   <SVW
677  0x0000ff3f 0x0040ff3f 4   7    .text   utf8    ۉE߈E blocks=Arabic,Basic Latin,NKo
678  0x0000ffd3 0x0040ffd3 4   5    .text   ascii   M\bPj
679  0x00010005 0x00410005 4   5    .text   ascii   U\bQj
680  0x00010015 0x00410015 4   5    .text   ascii    _^3
681  0x0001004a 0x0041004a 4   5    .text   ascii   guid
682  0x00010083 0x00410083 4   5    .text   ascii   host
683  0x0001008a 0x0041008a 4   5    .text   ascii   name
684  0x000100ab 0x004100ab 4   5    .text   ascii   http
685  0x000100b2 0x004100b2 5   6    .text   ascii   Realf
686  0x000100c3 0x004100c3 5   8    .text   utf8    EƉEʉE blocks=Basic Latin,Latin Extended-B,IPA Extensions
687  0x000100fc 0x004100fc 4   6    .text   utf8    QSƅp blocks=Basic Latin,Latin Extended-B
688  0x000101e2 0x004101e2 4   5    .text   ascii   M\bPj
689  0x00010240 0x00410240 4   5    .text   ascii   U\bQj
690  0x00010255 0x00410255 6   7    .text   ascii   U\bPWQR
691  0x0001029e 0x0041029e 4   5    .text   ascii   @PQV
692  0x000102aa 0x004102aa 4   5    .text   ascii   E\bRj
693  0x000102bf 0x004102bf 6   7    .text   ascii   E\bQWRP
694  0x000102eb 0x004102eb 4   5    .text   ascii   E\bRP
695  0x00010318 0x00410318 4   5    .text   ascii   ]\bV3
696  0x0001032a 0x0041032a 4   5    .text   ascii   \r\nUR
697  0x00010373 0x00410373 5   8    .text   utf8    EIEŉE blocks=Basic Latin,Latin Extended-A
698  0x000103bf 0x004103bf 4   5    .text   ascii   ~hWS
699  0x000103cc 0x004103cc 5   6    .text   ascii   >2u\ej
700  0x000103de 0x004103de 6   9    .text   utf8    DFhPS訠 blocks=Basic Latin,CJK Unified Ideographs
701  0x00010440 0x00410440 4   7    .text   utf8    U\fR踽 blocks=Basic Latin,CJK Unified Ideographs
702  0x000104a4 0x004104a4 6   9    .text   utf8    FHPQS蒢 blocks=Basic Latin,CJK Unified Ideographs
703  0x00010554 0x00410554 4   5    .text   ascii   RVPS
704  0x000105a3 0x004105a3 7   11   .text   utf8    EщEՉEىE blocks=Basic Latin,Cyrillic,Armenian,Arabic
705  0x000106d7 0x004106d7 6   9    .text   utf8    TChRW话 blocks=Basic Latin,CJK Unified Ideographs
706  0x00010729 0x00410729 4   7    .text   utf8    PQW诙 blocks=Basic Latin,CJK Unified Ideographs
707  0x0001075c 0x0041075c 4   5    .text   ascii   DShP
708  0x000107bd 0x004107bd 5   6    .text   ascii   u\a_^[
709  0x00010842 0x00410842 5   6    .text   ascii   E\fSPW
710  0x000108d5 0x004108d5 4   5    .text   ascii   pVW3
711  0x000109c2 0x004109c2 4   5    .text   ascii   \fhts
712  0x00010a45 0x00410a45 4   7    .text   utf8    u\bV賷 blocks=Basic Latin,CJK Unified Ideographs
713  0x00010aa5 0x00410aa5 4   5    .text   ascii   u\bWV
714  0x00010afa 0x00410afa 4   5    .text   ascii   \f_^]
715  0x00010b92 0x00410b92 4   6    .text   utf8    ]øma blocks=Basic Latin,Latin-1 Supplement
716  0x00010ba9 0x00410ba9 4   5    .text   ascii   SVW3
717  0x00010c01 0x00410c01 4   5    .text   ascii   ~dra
718  0x00010c08 0x00410c08 4   5    .text   ascii   Gon~
719  0x00010c13 0x00410c13 4   5    .text   ascii   ~F@7
720  0x00010c2a 0x00410c2a 5   6    .text   ascii   %m$~<
721  0x00010c41 0x00410c41 4   5    .text   ascii   U\fR3
722  0x00010ca7 0x00410ca7 11  12   .text   ascii   ><0r?<Fw;<@
723  0x00010cd4 0x00410cd4 4   6    .text   utf8    Ȉ\nBW blocks=Latin Extended-B,Basic Latin
724  0x00010de0 0x00410de0 5   7    .text   utf8    v'3\rO
725  0x00010f40 0x00410f40 4   7    .text   utf8    PQW蘷 blocks=Basic Latin,CJK Unified Ideographs
726  0x00010f4d 0x00410f4d 5   6    .text   ascii   u\vj\bV
727  0x00010f59 0x00410f59 4   5    .text   ascii   \b_^[
728  0x00010f79 0x00410f79 4   5    .text   ascii   SVWh
729  0x00010fbc 0x00410fbc 8   10   .text   utf8    ]\f3\v}\bPj
730  0x00010fc6 0x00410fc6 4   6    .text   utf8    SWǅt blocks=Basic Latin,Latin Extended-B
731  0x00010fce 0x00410fce 6   8    .text   utf8    Accoǅx blocks=Basic Latin,Latin Extended-B
732  0x00010ff4 0x00410ff4 4   5    .text   ascii   Pass
733  0x00010ffb 0x00410ffb 4   5    .text   ascii   word
734  0x0001101b 0x0041101b 4   5    .text   ascii   POP3
735  0x00011022 0x00411022 4   5    .text   ascii   Acco
736  0x0001102e 0x0041102e 9   14   .text   utf8    E\tEĉEȉẺE blocks=Basic Latin,Latin Extended-A,Latin Extended-B,Combining Diacritical Marks
737  0x0001103f 0x0041103f 4   5    .text   ascii   POP3
738  0x00011046 0x00411046 4   5    .text   ascii   Pass
739  0x0001104d 0x0041104d 4   5    .text   ascii   word
740  0x000110a8 0x004110a8 4   5    .text   ascii   \b_^[
741  0x00011212 0x00411212 4   5    .text   ascii   t\nQS
742  0x0001122c 0x0041122c 4   7    .text   utf8    u\bV輬 blocks=Basic Latin,CJK Unified Ideographs
743  0x0001125b 0x0041125b 4   5    .text   ascii   SVW3
744  0x00011375 0x00411375 4   5    .text   ascii   t"f9
745  0x00011534 0x00411534 4   5    .text   ascii    _^[
746  0x00011631 0x00411631 4   5    .text   ascii   U\fVR
747  0x00011669 0x00411669 5   6    .text   ascii   SVWhL
748  0x000116e0 0x004116e0 6   8    .text   utf8    @hhBحj blocks=Basic Latin,Arabic
749  0x00011783 0x00411783 4   6    .text   utf8    ]æ)O blocks=Basic Latin,Latin-1 Supplement
750  0x000118fa 0x004118fa 5   7    .text   utf8    3\vu\bj
751  0x00011a95 0x00411a95 4   5    .text   ascii   )t\a3
752  0x00011bcd 0x00411bcd 4   5    .text   ascii   ~\fmU
753  0x00011cf9 0x00411cf9 4   7    .text   utf8    %Ƥ51 blocks=Basic Latin,Latin Extended-B
754  0x00011d6d 0x00411d6d 4   5    .text   ascii   f)]U
755  0x00011de2 0x00411de2 5   8    .text   utf8    E\tEĸC blocks=Basic Latin,Latin Extended-A
756  0x00011e4a 0x00411e4a 4   5    .text   ascii   \r\nUR
757  0x00011e79 0x00411e79 4   7    .text   utf8    O Q迂 blocks=Basic Latin,CJK Unified Ideographs
758  0x00011f2c 0x00411f2c 4   5    .text   ascii   N`QW
759  0x00012153 0x00412153 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
760  0x000121be 0x004121be 5   9    .text   utf8    3ۉEӉE blocks=Basic Latin,Arabic,Cyrillic
761  0x000121c7 0x004121c7 5   8    .text   utf8    EۉE߉E blocks=Basic Latin,Arabic,NKo
762  0x00012223 0x00412223 8   9    .text   ascii   U\bPSWQVR
763  0x00012260 0x00412260 5   8    .text   utf8    M\bPQ臜 blocks=Basic Latin,CJK Unified Ideographs
764  0x00012270 0x00412270 4   5    .text   ascii   E\bRj
765  0x0001229c 0x0041229c 7   8    .text   ascii   E\bRSSVP
766  0x000122aa 0x004122aa 4   5    .text   ascii    _^3
767  0x000122f7 0x004122f7 4   5    .text   ascii   M\bSj
768  0x00012339 0x00412339 4   5    .text   ascii   E\bSj
769  0x00012350 0x00412350 5   8    .text   utf8    @PWV跛 blocks=Basic Latin,CJK Unified Ideographs
770  0x00012372 0x00412372 8   9    .text   ascii   E$SQRPVW
771  0x00012381 0x00412381 5   6    .text   ascii   ,_^[]
772  0x0001244b 0x0041244b 4   5    .text   ascii   u4_3
773  0x000124d8 0x004124d8 4   7    .text   utf8    j\rP萦 blocks=Basic Latin,CJK Unified Ideographs
774  0x0001265a 0x0041265a 4   5    .text   ascii   ^hSW
775  0x000126fd 0x004126fd 4   6    .text   utf8    ؋F8j blocks=Arabic,Basic Latin
776  0x00012854 0x00412854 4   5    .text   ascii   t=_3
777  0x00012889 0x00412889 4   5    .text   ascii   t\b_3
778  0x000128a6 0x004128a6 4   5    .text   ascii   VHRj
779  0x000128d5 0x004128d5 4   5    .text   ascii   \b^_3
780  0x000128f2 0x004128f2 4   5    .text   ascii   \b^_3
781  0x00012910 0x00412910 4   5    .text   ascii   F(PS
782  0x00012ad3 0x00412ad3 4   7    .text   utf8    ۈE߹e blocks=Arabic,Basic Latin,NKo
783  0x00012b51 0x00412b51 4   5    .text   ascii   encr
784  0x00012b58 0x00412b58 4   5    .text   ascii   ypte
785  0x00012b5f 0x00412b5f 5   6    .text   ascii   d_kef
786  0x00012b73 0x00412b73 4   7    .text   utf8    tVP腖 blocks=Basic Latin,CJK Unified Ideographs
787  0x00012c8c 0x00412c8c 4   6    .text   utf8    U\r|\a
788  0x00012d0c 0x00412d0c 5   6    .text   ascii   ouqCU
789  0x00012d70 0x00412d70 4   5    .text   ascii   s\b^3
790  0x00012d84 0x00412d84 6   7    .text   ascii   PSSSSS
791  0x00012e01 0x00412e01 4   7    .text   utf8    E݈E߈ blocks=Basic Latin,Syriac,NKo
792  0x00012ed2 0x00412ed2 4   6    .text   utf8    ]éUj blocks=Basic Latin,Latin-1 Supplement
793  0x00012ee5 0x00412ee5 4   5    .text   ascii    SVW
794  0x00012f0f 0x00412f0f 4   5    .text   ascii   RSSh
795  0x00012f19 0x00412f19 5   7    .text   utf8    ыu\fSV blocks=Cyrillic,Basic Latin
796  0x0001301a 0x0041301a 4   5    .text   ascii   H\bVW
797  0x0001306c 0x0041306c 7   11   .text   utf8    E։EډEމE blocks=Basic Latin,Armenian,Arabic,Thaana
798  0x000130b0 0x004130b0 5   8    .text   utf8    EĉEƉE blocks=Basic Latin,Latin Extended-A,Latin Extended-B
799  0x000132ec 0x004132ec 5   6    .text   ascii   O%O<U
800  0x000132f9 0x004132f9 4   5    .text   ascii   SVW3
801  0x00013321 0x00413321 7   8    .text   ascii   tgf9>tb
802  0x0001336f 0x0041336f 4   7    .text   utf8    u"V艎 blocks=Basic Latin,CJK Unified Ideographs
803  0x000133a3 0x004133a3 4   5    .text   ascii   zPSQ
804  0x000133ee 0x004133ee 4   5    .text   ascii   @J7<
805  0x0001345e 0x0041345e 6   9    .text   utf8    t:j?P蘏 blocks=Basic Latin,CJK Unified Ideographs
806  0x000134d9 0x004134d9 4   5    .text   ascii   SVj?
807  0x00013516 0x00413516 4   5    .text   ascii   WhrK
808  0x0001354f 0x0041354f 6   7    .text   ascii   h2N Hj
809  0x000135c2 0x004135c2 5   6    .text   ascii   E\bjMP
810  0x00013657 0x00413657 4   5    .text   ascii   G$t@
811  0x0001368d 0x0041368d 4   5    .text   ascii   t\f_^
812  0x00013734 0x00413734 4   6    .text   utf8    SRǅx blocks=Basic Latin,Latin Extended-B
813  0x00013901 0x00413901 4   5    .text   ascii   \b_^3
814  0x000139be 0x004139be 4   5    .text   ascii   \b_^3
815  0x000139d4 0x004139d4 4   5    .text   ascii   E\bh$
816  0x00013b37 0x00413b37 4   5    .text   ascii   Qj\bj
817  0x00013b79 0x00413b79 4   5    .text   ascii   Pj\bj
818  0x00013b80 0x00413b80 4   7    .text   utf8    V R踅 blocks=Basic Latin,CJK Unified Ideographs
819  0x00013c3f 0x00413c3f 5   8    .text   utf8    EԉE։E blocks=Basic Latin,Cyrillic Supplement,Armenian
820  0x00013cdb 0x00413cdb 4   6    .text   utf8    Qǆ\f\n blocks=Basic Latin,Latin Extended-B
821  0x00014049 0x00414049 5   6    .text   ascii   SVWj?
822  0x0001422a 0x0041422a 4   5    .text   ascii   PQRW
823  0x00014285 0x00414285 5   6    .text   ascii   SVWj?
824  0x000142c3 0x004142c3 5   6    .text   ascii   tMjMS
825  0x000142e6 0x004142e6 4   9    .text   utf16le jjjj
826  0x000142fb 0x004142fb 5   6    .text   ascii   M\fRPQ
827  0x0001431a 0x0041431a 4   5    .text   ascii   ^w\f`
828  0x0001432d 0x0041432d 4   5    .text   ascii   Wj,P
829  0x000144c5 0x004144c5 4   6    .text   utf8    PǇ\f\n blocks=Basic Latin,Latin Extended-B
830  0x0001459f 0x0041459f 5   7    .text   utf8    EƋF\bf blocks=Basic Latin,Latin Extended-B
831  0x0001462f 0x0041462f 4   5    .text   ascii   Rj j
832  0x000146ad 0x004146ad 4   5    .text   ascii   \fB@;
833  0x00014753 0x00414753 5   6    .text   ascii   PWWQV
834  0x00014815 0x00414815 4   5    .text   ascii   QRRf
835  0x000148df 0x004148df 4   6    .text   utf8    Pǆ\f\n blocks=Basic Latin,Latin Extended-B
836  0x0001499b 0x0041499b 5   6    .text   ascii   PWQRV
837  0x00014ac6 0x00414ac6 4   5    .text   ascii   t>hV
838  0x00014c6b 0x00414c6b 4   5    .text   ascii   u"hV
839  0x00014c84 0x00414c84 5   6    .text   ascii   u\t_^3
840  0x00014cc8 0x00414cc8 4   5    .text   ascii   ]\fV3
841  0x00014ccf 0x00414ccf 4   5    .text   ascii   u\b^3
842  0x00014d02 0x00414d02 4   7    .text   utf8    ˉMԹ\b blocks=Spacing Modifier Letters,Basic Latin,Armenian
843  0x00014d24 0x00414d24 4   5    .text   ascii   }\bQW
844  0x00014dec 0x00414dec 7   9    .text   utf8    rҋ]\fG;} blocks=Basic Latin,Cyrillic
845  0x00014e2d 0x00414e2d 4   6    .text   utf8    ȍU\fR blocks=Latin Extended-B,Basic Latin
846  0x00014e39 0x00414e39 5   8    .text   utf8    M\bPQ莃 blocks=Basic Latin,CJK Unified Ideographs
847  0x00014e72 0x00414e72 4   6    .text   utf8    MM\fQ
848  0x00014e7e 0x00414e7e 4   5    .text   ascii   E\bRP
849  0x00014fe6 0x00414fe6 4   6    .text   utf8    ^]ù& blocks=Basic Latin,Latin-1 Supplement
850  0x00014ffb 0x00414ffb 4   5    .text   ascii   u\fWj
851  0x0001500c 0x0041500c 5   6    .text   ascii   N\fQRS
852  0x0001501d 0x0041501d 6   8    .text   utf8    _^[]ËF blocks=Basic Latin,Latin-1 Supplement
853  0x000150bd 0x004150bd 4   5    .text   ascii   PQRW
854  0x0001510c 0x0041510c 4   5    .text   ascii   QRPW
855  0x00015127 0x00415127 4   5    .text   ascii   \b[_3
856  0x00015144 0x00415144 4   5    .text   ascii   \b[_^
857  0x00015161 0x00415161 5   6    .text   ascii   v3[_3
858  0x000151e0 0x004151e0 4   5    .text   ascii   \b[_3
859  0x0001523b 0x0041523b 4   5    .text   ascii   QRPS
860  0x00015275 0x00415275 4   5    .text   ascii   QRPS
861  0x00015310 0x00415310 4   5    .text   ascii   QRPV
862  0x00015365 0x00415365 6   7    .text   ascii   u\bj\th\b
863  0x00015374 0x00415374 4   5    .text   ascii   QRPV
864  0x00015415 0x00415415 4   5    .text   ascii   PSQV
865  0x00015432 0x00415432 4   5    .text   ascii   \b_^3
866  0x00015479 0x00415479 7   8    .text   ascii   PSRRRQV
867  0x000154e8 0x004154e8 4   5    .text   ascii   0_^[
868  0x0001551b 0x0041551b 7   8    .text   ascii   PSRRRQV
869  0x0001555f 0x0041555f 6   7    .text   ascii   SRRRQV
870  0x00015671 0x00415671 4   5    .text   ascii   \rQSj
871  0x0001568f 0x0041568f 4   5    .text   ascii   0_^[
872  0x0001577c 0x0041577c 4   5    .text   ascii   M\fWW
873  0x0001578b 0x0041578b 4   5    .text   ascii   }\bQW
874  0x000158c2 0x004158c2 4   5    .text   ascii   \b^[_
875  0x000158df 0x004158df 4   5    .text   ascii   \f^[_
876  0x0001591a 0x0041591a 5   6    .text   ascii   u}Vj(
877  0x00015a87 0x00415a87 4   5    .text   ascii   ;E\b_
878  0x00015ab3 0x00415ab3 4   5    .text   ascii   u\f9U
879  0x00015abf 0x00415abf 4   6    .text   utf8    ]ËG< blocks=Basic Latin,Latin-1 Supplement
880  0x00015acf 0x00415acf 4   5    .text   ascii   <8PE
881  0x00015b37 0x00415b37 5   6    .text   ascii   u\rC;^
882  0x00015b97 0x00415b97 5   6    .text   ascii   u\rC;^
883  0x00015c1b 0x00415c1b 4   5    .text   ascii    d@%
884  0x00015c46 0x00415c46 5   6    .text   ascii   ]\fj.S
885  0x00015d24 0x00415d24 4   5    .text   ascii   RCSP
886  0x00015d48 0x00415d48 4   5    .text   ascii   <0PE
887  0x00015dab 0x00415dab 5   6    .text   ascii   u\rC;_
888  0x00015e1a 0x00415e1a 4   5    .text   ascii   VQPR
889  0x00015e47 0x00415e47 4   5    .text   ascii   <0PE
890  0x00015ebe 0x00415ebe 4   5    .text   ascii   E\f;G
891  0x00015f2e 0x00415f2e 5   6    .text   ascii   }\bPQW
892  0x00015f87 0x00415f87 4   5    .text   ascii   h54\v
893  0x00015fe6 0x00415fe6 6   7    .text   ascii   u\bWjqV
894  0x00016035 0x00416035 6   7    .text   ascii   Wj\bjsP
895  0x00016045 0x00416045 4   6    .text   utf8    t Wǆ blocks=Basic Latin,Latin Extended-B
896  0x0001609a 0x0041609a 4   5    .text   ascii   \b[_3
897  0x000160a6 0x004160a6 6   7    .text   ascii   uI7bpI
898  0x00016175 0x00416175 4   6    .text   utf8    \b3\tE
899  0x0001617f 0x0041617f 5   6    .text   ascii   E\bVW<
900  0x00016225 0x00416225 5   6    .text   ascii   U\fPQR
901  0x00016238 0x00416238 4   5    .text   ascii   <\fu+
902  0x00016276 0x00416276 5   6    .text   ascii   M\fRPQ
903  0x000162ac 0x004162ac 5   6    .text   ascii   E\fQRP
904  0x000162ce 0x004162ce 5   6    .text   ascii   M\fRPQ
905  0x000162f0 0x004162f0 5   6    .text   ascii   U\fPQR
906  0x0001631e 0x0041631e 5   6    .text   ascii   E\fQRP
907  0x000163a1 0x004163a1 5   6    .text   ascii   S<fup
908  0x000163e8 0x004163e8 5   6    .text   ascii   t\n[@_
909  0x00016416 0x00416416 4   5    .text   ascii   <hu-
910  0x00016447 0x00416447 4   5    .text   ascii   <iuD
911  0x00016486 0x00416486 5   6    .text   ascii   \a\n[_^
912  0x0001648f 0x0041648f 4   5    .text   ascii   <ju@
913  0x000164d3 0x004164d3 4   5    .text   ascii   <kuH
914  0x00016516 0x00416516 5   6    .text   ascii   \a\a[_^
915  0x0001654d 0x0041654d 4   5    .text   ascii   \a[_^
916  0x000165bf 0x004165bf 4   6    .text   utf8    ]ÍP| blocks=Basic Latin,Latin-1 Supplement
917  0x000165d4 0x004165d4 5   6    .text   ascii   E\fQRP
918  0x00016613 0x00416613 5   6    .text   ascii   E\fQRP
919  0x00016625 0x00416625 4   6    .text   utf8    ]ÍH\ blocks=Basic Latin,Latin-1 Supplement
920  0x0001663a 0x0041663a 5   6    .text   ascii   U\fPQR
921  0x000166ad 0x004166ad 4   6    .text   utf8    ]ÍPV blocks=Basic Latin,Latin-1 Supplement
922  0x000166c2 0x004166c2 5   6    .text   ascii   E\fQRP
923  0x000166d4 0x004166d4 4   6    .text   utf8    ]ÍHP blocks=Basic Latin,Latin-1 Supplement
924  0x000166e9 0x004166e9 5   6    .text   ascii   U\fPQR
925  0x000166fb 0x004166fb 4   6    .text   utf8    ]ÍHH blocks=Basic Latin,Latin-1 Supplement
926  0x00016710 0x00416710 5   6    .text   ascii   U\fPQR
927  0x0001674d 0x0041674d 4   5    .text   ascii   \a[_^
928  0x0001677e 0x0041677e 4   5    .text   ascii   \a[_^
929  0x00016946 0x00416946 4   5    .text   ascii   ?Uuy
930  0x00016952 0x00416952 4   5    .text   ascii   ]\bV3
931  0x0001698f 0x0041698f 4   5    .text   ascii   %,p<
932  0x000169a6 0x004169a6 4   5    .text   ascii   RWSP
933  0x00016a01 0x00416a01 4   6    .text   utf8    ɦR:5 blocks=IPA Extensions,Basic Latin
934  0x00016a1e 0x00416a1e 5   6    .text   ascii   ''8 c
935  0x00016a36 0x00416a36 5   8    .text   utf8    ǳкx.u blocks=Latin Extended-B,Cyrillic,Basic Latin
936  0x00016a43 0x00416a43 4   5    .text   ascii   \r_0k
937  0x00016a4f 0x00416a4f 4   6    .text   utf8    QİvO blocks=Basic Latin,Latin Extended-A
938  0x00016a88 0x00416a88 5   6    .text   ascii   ROPz&
939  0x00016af0 0x00416af0 4   5    .text   ascii   +WO%
940  0x00016b43 0x00416b43 4   6    .text   utf8    ٞS:' blocks=Arabic,Basic Latin
941  0x00016b6d 0x00416b6d 5   7    .text   utf8    cҧbbd blocks=Basic Latin,Cyrillic
942  0x00016bab 0x00416bab 5   6    .text   ascii   l0{QC
943  0x00016ca5 0x00416ca5 4   5    .text   ascii   E/g=
944  0x00016cbf 0x00416cbf 5   6    .text   ascii   ),ADg
945  0x00016d2e 0x00416d2e 4   7    .text   utf8    廥ok  blocks=CJK Unified Ideographs,Basic Latin
946  0x00016d44 0x00416d44 8   9    .text   ascii   >%*\rIYm-
947  0x00016da1 0x00416da1 4   7    .text   utf8    y۹zո blocks=Basic Latin,Arabic,Armenian
948  0x00016ddf 0x00416ddf 4   5    .text   ascii   b1\f2
949  0x00016e2a 0x00416e2a 4   5    .text   ascii   R;TG
950  0x00016ebc 0x00416ebc 7   8    .text   ascii   9u\f\uA`
951  0x00016f2c 0x00416f2c 10  12   .text   utf8    E|K91݊6r$P blocks=Basic Latin,Syriac
952  0x00016f4b 0x00416f4b 6   7    .text   ascii   In_\a8,
953  0x00016f72 0x00416f72 4   5    .text   ascii   hpO|
954  0x00016f7c 0x00416f7c 5   7    .text   utf8    Gmfjզ blocks=Basic Latin,Armenian
955  0x00016f89 0x00416f89 4   6    .text   utf8    Q9^Ӹ blocks=Basic Latin,Cyrillic
956  0x00016f95 0x00416f95 4   5    .text   ascii   /UG7
957  0x00016fdf 0x00416fdf 4   5    .text   ascii   IaaX
958  0x00017002 0x00417002 7   8    .text   ascii   Bscj6.Y
959  0x00017068 0x00417068 4   5    .text   ascii   vtv.
960  0x000170b9 0x004170b9 4   7    .text   utf8    걾/Va blocks=Hangul Syllables,Basic Latin
961  0x000170c3 0x004170c3 5   7    .text   utf8    PҵjH\e blocks=Basic Latin,Cyrillic
962  0x000170fb 0x004170fb 5   6    .text   ascii   \nnr_l
963  0x0001713d 0x0041713d 6   7    .text   ascii   >2MYIf
964  0x0001715a 0x0041715a 4   7    .text   utf8    /ޢgڴ blocks=Basic Latin,Thaana,Arabic
965  0x00017162 0x00417162 4   5    .text   ascii   &\rv+
966  0x00017186 0x00417186 4   5    .text   ascii   LW!o
967  0x0001719a 0x0041719a 7   8    .text   ascii   a4/V.X 
968  0x000171b3 0x004171b3 4   5    .text   ascii   (lwj
969  0x000171bd 0x004171bd 4   6    .text   utf8    П`\n; blocks=Cyrillic,Basic Latin
970  0x000171c8 0x004171c8 4   5    .text   ascii   qZjF
971  0x000171dd 0x004171dd 4   6    .text   utf8    EuޕH blocks=Basic Latin,Thaana
972  0x000171f3 0x004171f3 4   5    .text   ascii   >l3|
973  0x00017211 0x00417211 4   5    .text   ascii   A{,D
974  0x0001721a 0x0041721a 4   5    .text   ascii   Km\t>
975  0x0001722b 0x0041722b 4   5    .text   ascii   , IP
976  0x0001728d 0x0041728d 7   9    .text   utf8    Usa۩KN8 blocks=Basic Latin,Arabic
977  0x00017355 0x00417355 4   5    .text   ascii   t\n_^
978  0x00017422 0x00417422 6   7    .text   ascii   #3ZtnH
979  0x0001744a 0x0041744a 4   5    .text   ascii   HO\f 
980  0x00017452 0x00417452 6   8    .text   utf8    CF-Ҧ\e\t blocks=Basic Latin,Cyrillic
981  0x00017471 0x00417471 4   6    .text   utf8    `[͋\v blocks=Basic Latin,Combining Diacritical Marks
982  0x0001747f 0x0041747f 4   6    .text   utf8    ȼiW_ blocks=Latin Extended-B,Basic Latin
983  0x000174a3 0x004174a3 5   6    .text   ascii   H[3(k
984  0x000174b1 0x004174b1 4   6    .text   utf8    Jw=d
985  0x000174c5 0x004174c5 4   5    .text   ascii   Yib{
986  0x000174db 0x004174db 4   5    .text   ascii   ^_[]
987  0x00017504 0x00417504 4   5    .text   ascii   urlm
988  0x0001750b 0x0041750b 5   6    .text   ascii   on.df
989  0x0001751c 0x0041751c 4   5    .text   ascii   \r\nUs
990  0x00017523 0x00417523 4   5    .text   ascii   er-A
991  0x0001752a 0x0041752a 4   5    .text   ascii   gent
992  0x0001754d 0x0041754d 6   7    .text   ascii   h\arvij
993  0x000175a9 0x004175a9 4   5    .text   ascii   SVWh
994  0x0001776e 0x0041776e 4   5    .text   ascii   \b_^[
995  0x00017789 0x00417789 4   5    .text   ascii   SVWA
996  0x000177d9 0x004177d9 4   5    .text   ascii   8"r\t
997  0x00017816 0x00417816 6   8    .text   utf8    LWO;΄h blocks=Basic Latin,Greek and Coptic
998  0x00017833 0x00417833 4   5    .text   ascii   \a}"o
999  0x00017863 0x00417863 4   7    .text   utf8    ^7Îϸ blocks=Basic Latin,Latin-1 Supplement,Greek and Coptic
1000 0x00017878 0x00417878 5   6    .text   ascii   {m9F~
1001 0x0001788e 0x0041788e 4   6    .text   utf8    8J^ܔ blocks=Basic Latin,Syriac
1002 0x000178c6 0x004178c6 4   6    .text   utf8    iە%M blocks=Basic Latin,Arabic
1003 0x000178d9 0x004178d9 4   5    .text   ascii   oBnn
1004 0x000178de 0x004178de 4   5    .text   ascii   b7g7
1005 0x000178ec 0x004178ec 4   5    .text   ascii   PkC7
1006 0x00017929 0x00417929 4   5    .text   ascii   gX]1
1007 0x0001793a 0x0041793a 6   8    .text   utf8    Vוn,$g blocks=Basic Latin,Hebrew
1008 0x00017963 0x00417963 4   5    .text   ascii   =vg8
1009 0x00017970 0x00417970 5   9    .text   utf8    \vޟᓣkq blocks=Basic Latin,Thaana,Unified Canadian Aboriginal Syllabics
1010 0x000179b7 0x004179b7 4   5    .text   ascii   ;0ux
1011 0x00017a37 0x00417a37 4   5    .text   ascii   %o#|
1012 0x00017a44 0x00417a44 4   5    .text   ascii   6Vob
1013 0x00017a75 0x00417a75 5   6    .text   ascii   3d"wj
1014 0x00017a95 0x00417a95 4   5    .text   ascii   3$b(
1015 0x00017ab4 0x00417ab4 4   5    .text   ascii   ^<SU
1016 0x00017b0d 0x00417b0d 9   11   .text   utf8    -?+J˯;ryf blocks=Basic Latin,Spacing Modifier Letters
1017 0x00017b1c 0x00417b1c 5   6    .text   ascii   C[\nZW
1018 0x00017b29 0x00417b29 7   8    .text   ascii   ~KNp}|*
1019 0x00017b35 0x00417b35 4   6    .text   utf8    Wѽ_- blocks=Basic Latin,Cyrillic
1020 0x00017b3f 0x00417b3f 4   5    .text   ascii   A(#p
1021 0x00017b67 0x00417b67 4   5    .text   ascii   Hyjz
1022 0x00017b86 0x00417b86 4   5    .text   ascii   8N6s
1023 0x00017bd2 0x00417bd2 5   6    .text   ascii   $Cqq:
1024 0x00017bed 0x00417bed 5   6    .text   ascii   &E&\ne
1025 0x00017c19 0x00417c19 4   5    .text   ascii   `T%-
1026 0x00017c26 0x00417c26 5   6    .text   ascii   W\vRni
1027 0x00017c83 0x00417c83 4   5    .text   ascii   \f~9t
1028 0x00017c89 0x00417c89 4   5    .text   ascii   f713
1029 0x00017ce1 0x00417ce1 4   6    .text   utf8    (+p"
1030 0x00017ceb 0x00417ceb 4   5    .text   ascii   CGT;
1031 0x00017d1f 0x00417d1f 6   7    .text   ascii   DP"|Zf
1032 0x00017d85 0x00417d85 5   6    .text   ascii   dI)!U
